step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
51,OUTBOUND,5.18,5.313,-0.795,1.46,1.627,-1.078,-0.678,5.313,-0.995,1.627,5.394,2.961,0,4.334,10.0,3.759,9.479,-0.856,1.357,0,0,0,OFFBOARD
52,OUTBOUND,5.28,5.505,-0.769,1.449,1.627,-1.078,-0.678,5.505,-0.969,1.627,5.374,3.055,0,4.319,10.0,3.687,9.58,-0.873,1.357,0,0,0,OFFBOARD
53,OUTBOUND,5.38,5.7,-0.75,1.438,1.627,-1.078,-0.678,5.7,-0.95,1.627,5.314,2.864,0,4.115,10.0,3.606,9.68,-0.885,1.358,0,0,0,OFFBOARD
54,OUTBOUND,5.48,5.894,-0.737,1.429,1.627,-1.078,-0.678,5.894,-0.937,1.627,5.174,2.884,0,4.518,10.0,3.539,9.78,-0.895,1.36,0,0,0,OFFBOARD
55,OUTBOUND,5.58,6.089,-0.729,1.42,1.627,-1.078,-0.678,6.089,-0.929,1.627,5.117,3.218,0,4.687,10.0,3.493,9.896,-0.924,1.363,0,0,0,OFFBOARD
56,OUTBOUND,5.68,6.288,-0.726,1.411,1.627,-1.078,-0.678,6.288,-0.926,1.627,5.124,3.089,0,4.762,10.0,3.471,10.056,-0.948,1.366,0,0,0,OFFBOARD
57,OUTBOUND,5.79,6.486,-0.728,1.404,1.627,-1.078,-0.678,6.486,-0.928,1.627,5.149,2.946,0,4.586,10.0,3.471,10.247,-0.965,1.368,0,0,0,OFFBOARD
58,OUTBOUND,5.89,6.688,-0.733,1.398,1.627,-1.078,-0.678,6.688,-0.933,1.627,5.195,2.8,0,4.396,10.0,3.485,10.461,-0.974,1.371,0,0,0,OFFBOARD
59,OUTBOUND,5.99,6.889,-0.742,1.393,1.627,-1.078,-0.678,6.889,-0.942,1.627,5.252,2.651,0,4.205,10.0,3.506,10.701,-0.974,1.373,0,0,0,OFFBOARD
60,OUTBOUND,6.09,7.092,-0.754,1.388,1.627,-1.078,-0.678,7.092,-0.954,1.627,5.268,2.501,0,4.158,10.0,3.524,10.959,-0.963,1.377,0,0,0,OFFBOARD
61,OUTBOUND,6.19,7.293,-0.77,1.385,1.627,-1.078,-0.678,7.293,-0.97,1.627,5.197,2.348,0,4.54,10.0,3.537,11.218,-0.942,1.381,0,0,0,OFFBOARD
62,OUTBOUND,6.29,7.495,-0.788,1.382,1.627,-1.078,-0.678,7.495,-0.988,1.627,5.251,2.195,0,4.577,10.0,3.541,11.5,-0.911,1.384,0,0,0,OFFBOARD
63,OUTBOUND,6.39,7.698,-0.809,1.38,1.627,-1.078,-0.678,7.698,-1.009,1.627,5.353,2.036,0,4.482,10.0,3.538,11.785,-0.902,1.388,0,0,0,OFFBOARD
64,OUTBOUND,6.5,7.901,-0.83,1.379,1.627,-1.078,-0.678,7.901,-1.03,1.627,5.411,1.878,1,4.392,10.0,3.524,12.047,-0.885,1.391,0,0,0,OFFBOARD
65,OUTBOUND,6.6,8.106,-0.851,1.379,1.627,-1.078,-0.678,8.106,-1.051,1.627,5.373,1.717,1,4.279,10.0,3.52,12.365,-0.865,1.393,0,0,0,OFFBOARD
66,OUTBOUND,6.7,8.309,-0.871,1.379,1.627,-1.078,-0.678,8.309,-1.07,1.627,5.269,1.548,1,4.039,10.0,3.511,12.722,-0.835,1.394,0,0,0,OFFBOARD
67,OUTBOUND,6.8,8.511,-0.887,1.379,1.627,-1.078,-0.678,8.511,-1.087,1.627,5.179,2.651,0,4.025,10.0,3.508,13.104,-0.859,1.394,0,0,0,OFFBOARD
68,OUTBOUND,6.9,8.714,-0.901,1.38,1.627,-1.078,-0.678,8.714,-1.101,1.627,5.223,2.86,0,4.489,10.0,3.509,13.436,-0.889,1.394,0,0,0,OFFBOARD
69,OUTBOUND,7.0,8.916,-0.91,1.381,1.627,-1.078,-0.678,8.916,-1.11,1.627,5.289,2.843,0,4.498,10.0,3.513,13.741,-0.916,1.393,0,0,0,OFFBOARD
70,OUTBOUND,7.11,9.117,-0.916,1.382,1.627,-1.078,-0.678,9.117,-1.116,1.627,5.315,2.838,0,4.469,10.0,3.518,14.025,-0.938,1.393,0,0,0,OFFBOARD
71,OUTBOUND,7.21,9.319,-0.92,1.383,1.627,-1.078,-0.678,9.319,-1.12,1.627,5.352,2.845,0,4.272,10.0,3.524,14.318,-0.958,1.393,0,0,0,OFFBOARD
72,OUTBOUND,7.31,9.523,-0.921,1.384,1.627,-1.078,-0.678,9.523,-1.121,1.627,5.33,2.819,0,4.074,10.0,3.529,14.607,-0.983,1.393,0,0,0,OFFBOARD
73,OUTBOUND,7.41,9.725,-0.922,1.385,1.627,-1.078,-0.678,9.725,-1.122,1.627,5.131,2.619,0,3.912,10.0,3.529,14.885,-1.0,1.394,0,0,0,OFFBOARD
74,OUTBOUND,7.51,9.929,-0.923,1.386,1.627,-1.078,-0.678,9.929,-1.123,1.627,5.086,2.586,0,3.9,10.0,3.539,15.156,-1.019,1.394,0,0,0,OFFBOARD
75,OUTBOUND,7.61,10.131,-0.925,1.387,1.627,-1.078,-0.678,10.131,-1.124,1.627,5.155,2.813,0,4.382,10.0,3.542,15.421,-1.045,1.394,0,0,0,OFFBOARD
76,OUTBOUND,7.71,10.333,-0.928,1.388,1.627,-1.078,-0.678,10.333,-1.128,1.627,5.257,2.806,0,4.395,10.0,3.544,15.713,-1.066,1.394,0,0,0,OFFBOARD
77,OUTBOUND,7.82,10.535,-0.934,1.389,1.627,-1.078,-0.678,10.535,-1.134,1.627,5.27,2.812,0,4.33,6.923,3.545,16.016,-1.084,1.394,0,0,0,OFFBOARD
78,OUTBOUND,7.92,10.737,-0.941,1.389,1.627,-1.078,-0.678,10.737,-1.141,1.627,5.276,2.813,0,4.128,6.721,3.545,16.229,-1.108,1.397,0,0,0,OFFBOARD
79,OUTBOUND,8.02,10.941,-0.951,1.39,1.627,-1.078,-0.678,10.941,-1.151,1.627,5.186,2.674,0,3.93,6.523,3.546,16.384,-1.121,1.405,0,0,0,OFFBOARD
80,OUTBOUND,8.12,11.143,-0.963,1.391,1.627,-1.078,-0.678,11.143,-1.162,1.627,5.043,2.533,0,3.84,6.321,3.547,16.496,-1.122,1.416,0,0,0,OFFBOARD
81,OUTBOUND,8.22,11.345,-0.976,1.392,1.627,-1.078,-0.678,11.345,-1.175,1.627,5.049,2.798,0,4.201,6.123,3.549,16.596,-1.124,1.429,0,0,0,OFFBOARD
82,OUTBOUND,8.32,11.549,-0.99,1.394,1.627,-1.078,-0.678,11.549,-1.19,1.627,5.204,2.811,0,4.239,5.921,3.553,16.696,-1.127,1.443,0,0,0,OFFBOARD
83,OUTBOUND,8.42,11.751,-1.005,1.396,1.627,-1.078,-0.678,11.751,-1.205,1.627,5.263,2.782,0,4.256,5.723,3.559,16.796,-1.129,1.457,0,0,0,OFFBOARD
84,OUTBOUND,8.52,11.953,-1.021,1.399,1.627,-1.078,-0.678,11.953,-1.221,1.627,5.269,2.748,0,4.186,5.523,3.564,16.896,-1.131,1.47,0,0,0,OFFBOARD
85,OUTBOUND,8.63,12.155,-1.037,1.404,1.627,-1.078,-0.678,12.155,-1.237,1.627,5.242,2.714,0,3.986,5.323,3.571,16.996,-1.139,1.483,0,0,0,OFFBOARD
86,OUTBOUND,8.73,12.357,-1.053,1.409,1.627,-1.078,-0.678,12.357,-1.253,1.627,5.042,2.53,0,3.786,5.123,3.588,17.096,-1.139,1.494,0,0,0,OFFBOARD
87,OUTBOUND,8.83,12.561,-1.068,1.415,1.627,-1.078,-0.678,12.561,-1.268,1.627,4.923,2.363,0,3.671,4.923,3.601,17.196,-1.129,1.502,0,0,0,OFFBOARD
88,OUTBOUND,8.93,12.761,-1.083,1.421,1.627,-1.078,-0.678,12.761,-1.283,1.627,4.723,2.336,0,4.016,4.723,3.616,17.296,-1.12,1.508,0,0,0,OFFBOARD
89,OUTBOUND,9.03,12.967,-1.096,1.429,1.627,-1.078,-0.678,12.967,-1.296,1.627,4.519,2.578,0,4.074,4.519,3.633,17.396,-1.121,1.51,0,0,0,OFFBOARD
90,OUTBOUND,9.13,13.165,-1.108,1.436,1.627,-1.078,-0.678,13.165,-1.308,1.627,4.257,2.577,0,4.034,4.257,3.656,17.496,-1.118,1.51,0,0,0,OFFBOARD
91,OUTBOUND,9.24,13.375,-1.119,1.444,1.627,-1.078,-0.678,13.375,-1.319,1.627,4.057,2.57,0,3.976,4.057,3.673,17.662,-1.108,1.511,0,0,0,OFFBOARD
92,OUTBOUND,9.34,13.579,-1.128,1.451,1.627,-1.078,-0.678,13.579,-1.328,1.627,3.855,2.518,0,3.774,3.855,3.691,17.911,-1.104,1.511,0,0,0,OFFBOARD
93,OUTBOUND,9.44,13.781,-1.136,1.458,1.627,-1.078,-0.678,13.781,-1.336,1.627,3.657,2.32,0,3.577,3.657,3.657,18.207,-1.094,1.51,0,0,0,OFFBOARD
94,OUTBOUND,9.54,13.985,-1.142,1.464,1.627,-1.078,-0.678,13.985,-1.342,1.627,3.455,2.206,0,3.46,3.455,3.455,18.542,-1.083,1.508,0,0,0,OFFBOARD
95,OUTBOUND,9.64,14.187,-1.146,1.47,1.627,-1.078,-0.678,14.187,-1.346,1.627,3.257,2.429,0,3.831,3.257,3.257,18.899,-1.091,1.504,0,0,0,OFFBOARD
96,OUTBOUND,9.74,14.389,-1.148,1.475,1.627,-1.078,-0.678,14.389,-1.348,1.627,3.057,2.418,0,3.896,3.057,3.057,19.242,-1.104,1.499,0,0,0,OFFBOARD
97,OUTBOUND,9.85,14.593,-1.148,1.48,1.627,-1.078,-0.678,14.593,-1.348,1.627,2.857,2.419,0,3.879,2.857,2.857,19.549,-1.118,1.493,0,0,0,OFFBOARD
98,OUTBOUND,9.95,14.795,-1.147,1.484,1.627,-1.078,-0.678,14.795,-1.347,1.627,2.657,2.43,0,3.833,2.657,2.657,19.873,-1.137,1.489,0,0,0,OFFBOARD
99,OUTBOUND,10.05,14.997,-1.145,1.486,1.627,-1.078,-0.678,14.997,-1.345,1.627,2.457,2.377,0,3.633,2.457,2.457,20.207,-1.205,1.487,0,0,0,OFFBOARD
100,OUTBOUND,10.15,15.199,-1.142,1.488,1.627,-1.078,-0.678,15.199,-1.342,1.627,2.257,2.182,0,3.433,2.257,2.257,20.428,-1.277,1.48,0,0,0,OFFBOARD
101,OUTBOUND,10.25,15.403,-1.14,1.49,1.627,-1.078,-0.678,15.403,-1.34,1.627,2.057,2.057,0,3.38,2.057,2.057,20.572,-1.347,1.47,0,0,0,OFFBOARD
102,OUTBOUND,10.35,15.605,-1.138,1.49,1.627,-1.078,-0.678,15.605,-1.338,1.627,1.855,1.855,1,3.793,1.855,1.855,20.672,-1.443,1.457,0,0,0,OFFBOARD
103,OUTBOUND,10.45,15.809,-1.138,1.49,1.627,-1.078,-0.678,15.809,-1.338,1.627,1.657,1.657,1,3.847,1.657,1.657,20.772,-1.637,1.442,0,0,0,OFFBOARD
104,OUTBOUND,10.56,16.011,-1.143,1.488,1.627,-1.078,-0.678,16.011,-1.343,1.627,1.457,1.457,1,3.85,1.457,1.457,20.986,-1.817,1.427,0,0,0,OFFBOARD
105,OUTBOUND,10.66,16.215,-1.153,1.486,1.627,-1.078,-0.678,16.215,-1.352,1.627,1.257,1.257,1,3.689,1.257,1.257,21.283,-1.998,1.411,0,0,0,OFFBOARD
106,OUTBOUND,10.76,16.417,-1.17,1.482,1.627,-1.078,-0.678,16.417,-1.37,1.627,1.055,1.055,1,3.487,1.055,1.055,21.633,-2.174,1.395,0,0,0,OFFBOARD
107,OUTBOUND,10.86,16.619,-1.198,1.477,1.627,-1.078,-0.678,16.619,-1.398,1.627,0.855,0.855,1,3.287,0.855,0.855,22.017,-2.353,1.379,0,0,0,OFFBOARD
108,OUTBOUND,10.96,16.821,-1.238,1.471,1.627,-1.078,-0.678,16.821,-1.437,1.627,0.657,0.657,1,3.133,0.657,0.657,22.424,-2.5,1.365,0,1,0,OFFBOARD
109,OUTBOUND,11.06,17.023,-1.292,1.463,1.627,-1.078,-0.678,17.023,-1.492,1.627,0.457,0.457,1,3.436,0.563,0.457,22.843,-2.5,1.351,0,1,0,OFFBOARD
110,OUTBOUND,11.16,17.229,-1.363,1.455,1.627,-1.078,-0.678,17.229,-1.563,1.627,0.274,0.255,1,3.419,0.638,0.255,23.252,-2.5,1.34,1,0,0,OFFBOARD
111,OUTBOUND,11.26,17.25,-1.417,1.444,1.627,-1.078,-0.678,17.25,-1.617,1.627,0.345,0.219,1,3.702,0.606,0.295,23.634,-2.5,1.331,1,0,0,OFFBOARD
112,OUTBOUND,11.37,17.267,-1.485,1.433,1.627,-1.078,-0.678,17.267,-1.685,1.627,0.333,0.184,1,4.899,0.376,0.303,23.999,-2.5,1.324,1,0,0,OFFBOARD
113,OUTBOUND,11.47,17.295,-1.563,1.422,1.627,-1.078,-0.678,17.295,-1.763,1.627,0.397,0.247,1,5.59,0.389,0.373,24.391,-2.5,1.328,1,0,0,OFFBOARD
114,OUTBOUND,11.57,17.342,-1.648,1.412,1.627,-1.078,-0.678,17.342,-1.848,1.627,0.476,0.311,1,0.49,0.463,0.456,24.67,-2.5,1.339,1,0,0,OFFBOARD
115,OUTBOUND,11.67,17.427,-1.741,1.402,1.627,-1.078,-0.678,17.427,-1.94,1.627,0.574,0.383,1,0.56,0.559,0.562,25.009,-2.5,1.346,0,1,0,OFFBOARD
116,OUTBOUND,11.77,17.548,-1.829,1.393,1.627,-1.078,-0.678,17.548,-2.029,1.627,0.684,0.461,1,0.657,0.669,0.684,25.387,-2.5,1.35,0,1,0,OFFBOARD
117,OUTBOUND,11.88,17.707,-1.91,1.386,1.627,-1.078,-0.678,17.706,-2.11,1.627,0.805,0.542,1,0.773,0.79,0.815,25.789,-2.5,1.354,0,1,0,OFFBOARD
118,OUTBOUND,11.98,17.901,-1.984,1.379,1.627,-1.078,-0.678,17.901,-2.184,1.627,2.71,0.625,1,6.516,3.714,2.173,26.204,-2.5,1.322,0,1,0,OFFBOARD
119,OUTBOUND,12.08,18.12,-2.05,1.373,1.627,-1.078,-0.678,18.12,-2.25,1.627,3.153,3.076,0,6.368,4.57,2.42,26.591,-2.471,1.292,0,0,0,OFFBOARD
120,OUTBOUND,12.18,18.358,-2.111,1.367,1.627,-1.078,-0.678,18.358,-2.311,1.627,3.827,3.684,0,6.067,6.114,2.777,26.897,-2.477,1.259,0,0,0,OFFBOARD
121,OUTBOUND,12.28,18.602,-2.169,1.36,1.627,-1.078,-0.678,18.602,-2.369,1.627,4.726,2.154,0,5.056,6.842,3.218,27.097,-2.441,1.224,0,0,0,OFFBOARD
122,OUTBOUND,12.38,18.851,-2.228,1.352,1.627,-1.078,-0.678,18.851,-2.427,1.627,5.499,1.57,1,3.46,6.677,3.668,27.227,-2.331,1.187,0,0,0,OFFBOARD
123,OUTBOUND,12.48,19.097,-2.291,1.341,1.627,-1.078,-0.678,19.096,-2.491,1.627,3.247,0.761,1,1.973,10.0,4.012,27.327,-2.124,1.15,0,1,0,OFFBOARD
124,OUTBOUND,12.59,19.34,-2.363,1.329,1.627,-1.078,-0.678,19.339,-2.563,1.627,1.737,0.541,1,1.717,2.951,4.114,27.427,-1.82,1.111,0,1,0,OFFBOARD
125,OUTBOUND,12.69,19.574,-2.445,1.315,1.627,-1.078,-0.678,19.574,-2.645,1.627,1.455,0.328,1,1.03,1.48,2.188,27.527,-1.47,1.072,1,0,0,OFFBOARD
126,OUTBOUND,12.79,19.623,-2.442,1.287,1.627,-1.078,-0.678,19.623,-2.642,1.627,1.27,0.248,1,0.946,1.375,1.353,27.725,-1.12,1.033,1,0,0,OFFBOARD
127,OUTBOUND,12.89,19.628,-2.422,1.259,1.627,-1.078,-0.678,19.628,-2.622,1.627,1.298,0.257,1,0.972,1.305,1.354,28.008,-0.77,0.994,1,0,0,OFFBOARD
128,OUTBOUND,12.99,19.635,-2.389,1.232,1.627,-1.078,-0.678,19.635,-2.589,1.627,1.162,0.323,1,1.22,1.201,1.029,28.343,-0.42,0.954,1,0,0,OFFBOARD
129,OUTBOUND,13.09,19.657,-2.333,1.205,1.627,-1.078,-0.678,19.657,-2.533,1.627,1.111,0.369,1,1.25,1.123,0.903,28.569,-0.132,0.915,0,1,0,OFFBOARD
130,OUTBOUND,13.19,19.709,-2.252,1.178,1.627,-1.078,-0.678,19.709,-2.452,1.627,0.927,0.614,1,1.248,1.183,0.791,28.718,0.102,0.875,0,1,0,OFFBOARD
131,OUTBOUND,13.29,19.799,-2.146,1.151,1.627,-1.078,-0.678,19.799,-2.346,1.627,1.01,0.721,1,1.217,1.177,0.926,28.818,0.315,0.835,0,1,0,OFFBOARD
132,OUTBOUND,13.39,19.93,-2.022,1.123,1.627,-1.078,-0.678,19.93,-2.222,1.627,1.338,0.808,1,1.353,1.279,1.203,28.918,0.519,0.795,0,0,0,OFFBOARD
