step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
15,OUTBOUND,1.52,0.845,-0.44,1.544,1.614,-0.154,-0.682,0.845,0.01,1.614,5.058,3.656,0,5.033,10.0,3.536,2.056,-0.763,1.654,0,0,0,OFFBOARD
16,OUTBOUND,1.62,0.971,-0.459,1.552,1.614,-0.154,-0.682,0.971,-0.009,1.614,5.249,3.589,0,4.873,10.0,3.628,2.156,-0.785,1.666,0,0,0,OFFBOARD
17,OUTBOUND,1.73,1.102,-0.483,1.56,1.614,-0.154,-0.682,1.101,-0.033,1.614,5.456,3.514,0,4.718,10.0,3.726,2.256,-0.804,1.677,0,0,0,OFFBOARD
18,OUTBOUND,1.83,1.232,-0.51,1.57,1.614,-0.154,-0.682,1.232,-0.06,1.614,5.678,3.409,0,4.519,10.0,3.865,2.356,-0.813,1.686,0,0,0,OFFBOARD
19,OUTBOUND,1.93,1.363,-0.54,1.58,1.614,-0.154,-0.682,1.363,-0.089,1.614,5.79,3.328,0,4.385,10.0,3.97,2.456,-0.808,1.694,0,0,0,OFFBOARD
20,OUTBOUND,2.03,1.496,-0.571,1.59,1.614,-0.154,-0.682,1.496,-0.121,1.614,5.807,3.245,0,4.266,10.0,4.074,2.559,-0.788,1.7,0,0,0,OFFBOARD
21,OUTBOUND,2.13,1.628,-0.604,1.601,1.614,-0.154,-0.682,1.628,-0.154,1.614,5.688,3.159,0,4.164,10.0,4.166,2.684,-0.75,1.705,0,0,0,OFFBOARD
22,OUTBOUND,2.23,1.757,-0.636,1.611,1.614,-0.154,-0.682,1.757,-0.186,1.614,5.566,3.038,0,4.086,10.0,4.251,2.821,-0.702,1.709,0,0,0,OFFBOARD
23,OUTBOUND,2.33,1.886,-0.667,1.621,1.614,-0.154,-0.682,1.886,-0.217,1.614,5.523,2.994,0,4.063,10.0,4.275,2.983,-0.644,1.71,0,0,0,OFFBOARD
24,OUTBOUND,2.44,2.012,-0.695,1.631,1.614,-0.154,-0.682,2.012,-0.245,1.614,5.315,2.79,0,4.029,10.0,4.306,3.177,-0.567,1.711,0,0,0,OFFBOARD
25,OUTBOUND,2.54,2.136,-0.72,1.64,1.614,-0.154,-0.682,2.136,-0.27,1.614,5.182,2.662,0,3.926,10.0,4.258,3.374,-0.485,1.71,0,0,0,OFFBOARD
26,OUTBOUND,2.64,2.261,-0.74,1.649,1.614,-0.154,-0.682,2.261,-0.29,1.614,5.064,2.605,0,3.785,10.0,4.161,3.57,-0.402,1.707,0,0,0,OFFBOARD
27,OUTBOUND,2.74,2.385,-0.754,1.657,1.614,-0.154,-0.682,2.385,-0.303,1.614,5.72,2.615,0,3.775,10.0,4.032,3.776,-0.325,1.704,0,0,0,OFFBOARD
28,OUTBOUND,2.84,2.51,-0.76,1.664,1.614,-0.154,-0.682,2.51,-0.31,1.614,5.561,2.98,0,4.349,10.0,3.896,4.024,-0.254,1.699,0,0,0,OFFBOARD
29,OUTBOUND,2.94,2.64,-0.758,1.67,1.614,-0.154,-0.682,2.64,-0.307,1.614,5.281,3.003,0,4.43,10.0,3.768,4.283,-0.178,1.693,0,0,0,OFFBOARD
30,OUTBOUND,3.04,2.776,-0.746,1.675,1.614,-0.154,-0.682,2.776,-0.296,1.614,5.038,3.036,0,4.42,10.0,3.648,4.56,-0.099,1.687,0,0,0,OFFBOARD
31,OUTBOUND,3.15,2.917,-0.724,1.679,1.614,-0.154,-0.682,2.917,-0.274,1.614,4.843,3.07,0,4.382,10.0,3.548,4.855,-0.025,1.68,0,0,0,OFFBOARD
32,OUTBOUND,3.25,3.069,-0.693,1.682,1.614,-0.154,-0.682,3.069,-0.243,1.614,4.716,2.929,0,5.142,10.0,3.479,5.133,0.044,1.673,0,0,0,OFFBOARD
33,OUTBOUND,3.35,3.229,-0.652,1.684,1.614,-0.154,-0.682,3.229,-0.202,1.614,4.699,2.928,0,5.16,10.0,3.467,5.342,0.104,1.665,0,0,0,OFFBOARD
34,OUTBOUND,3.45,3.399,-0.603,1.685,1.614,-0.154,-0.682,3.399,-0.153,1.614,4.799,3.263,0,5.018,10.0,3.514,5.494,0.146,1.657,0,0,0,OFFBOARD
35,OUTBOUND,3.55,3.576,-0.546,1.685,1.614,-0.154,-0.682,3.576,-0.096,1.614,5.005,3.334,0,4.873,6.948,3.614,5.615,0.182,1.649,0,0,0,OFFBOARD
36,OUTBOUND,3.65,3.762,-0.483,1.684,1.614,-0.154,-0.682,3.762,-0.032,1.614,5.296,3.395,0,4.726,6.837,3.749,5.715,0.199,1.642,0,0,0,OFFBOARD
37,OUTBOUND,3.75,3.951,-0.414,1.683,1.614,-0.154,-0.682,3.951,0.036,1.614,5.633,3.352,0,4.577,10.0,3.897,5.815,0.215,1.634,0,0,0,OFFBOARD
38,OUTBOUND,3.86,4.143,-0.343,1.68,1.614,-0.154,-0.682,4.143,0.107,1.614,5.698,3.181,0,4.419,10.0,4.033,5.915,0.232,1.627,0,0,0,OFFBOARD
39,OUTBOUND,3.96,4.339,-0.268,1.677,1.614,-0.154,-0.682,4.339,0.182,1.614,5.731,3.488,0,4.248,10.0,4.136,6.015,0.247,1.62,0,0,0,OFFBOARD
40,OUTBOUND,4.06,4.536,-0.194,1.673,1.614,-0.154,-0.682,4.536,0.256,1.614,5.873,3.628,0,4.131,10.0,4.181,6.115,0.272,1.614,0,0,0,OFFBOARD
41,OUTBOUND,4.16,4.726,-0.123,1.669,1.614,-0.154,-0.682,4.726,0.327,1.614,6.142,3.76,0,3.933,10.0,4.298,6.215,0.302,1.609,0,0,0,OFFBOARD
42,OUTBOUND,4.26,4.927,-0.05,1.664,1.614,-0.154,-0.682,4.927,0.4,1.614,6.165,3.64,0,3.857,10.0,4.406,6.315,0.337,1.604,0,0,0,OFFBOARD
43,OUTBOUND,4.37,5.121,0.017,1.659,1.614,-0.154,-0.682,5.121,0.467,1.614,5.999,3.479,0,3.974,10.0,4.553,6.415,0.378,1.6,0,0,0,OFFBOARD
44,OUTBOUND,4.47,5.309,0.078,1.653,1.614,-0.154,-0.682,5.309,0.529,1.614,5.774,3.309,0,3.964,10.0,4.732,6.515,0.421,1.597,0,0,0,OFFBOARD
45,OUTBOUND,4.57,5.492,0.136,1.648,1.614,-0.154,-0.682,5.492,0.586,1.614,5.524,3.147,0,3.868,10.0,4.921,6.615,0.459,1.595,0,0,0,OFFBOARD
46,OUTBOUND,4.67,5.669,0.189,1.643,1.614,-0.154,-0.682,5.669,0.639,1.614,5.322,3.053,0,3.792,10.0,5.095,6.715,0.498,1.594,0,0,0,OFFBOARD
47,OUTBOUND,4.77,5.84,0.24,1.638,1.614,-0.154,-0.682,5.84,0.69,1.614,5.168,2.98,0,3.733,10.0,5.222,6.815,0.538,1.593,0,0,0,OFFBOARD
48,OUTBOUND,4.87,6.0,0.286,1.633,1.614,-0.154,-0.682,6.0,0.736,1.614,5.076,3.232,0,3.695,10.0,5.284,6.925,0.586,1.593,0,0,0,OFFBOARD
49,OUTBOUND,4.97,6.152,0.33,1.628,1.614,-0.154,-0.682,6.152,0.78,1.614,5.034,3.233,0,3.666,10.0,5.274,7.069,0.634,1.594,0,0,0,OFFBOARD
50,OUTBOUND,5.07,6.296,0.373,1.624,1.614,-0.154,-0.682,6.296,0.823,1.614,4.908,3.201,0,3.655,10.0,5.188,7.263,0.686,1.596,0,0,0,OFFBOARD
51,OUTBOUND,5.18,6.431,0.413,1.62,1.614,-0.154,-0.682,6.431,0.863,1.614,4.764,3.205,0,3.515,10.0,5.014,7.486,0.73,1.598,0,0,0,OFFBOARD
52,OUTBOUND,5.28,6.558,0.453,1.616,1.614,-0.154,-0.682,6.558,0.903,1.614,4.742,3.189,0,3.546,10.0,4.753,7.726,0.77,1.6,0,0,0,OFFBOARD
53,OUTBOUND,5.38,6.681,0.492,1.613,1.614,-0.154,-0.682,6.681,0.942,1.614,5.694,3.161,0,4.075,10.0,4.435,7.927,0.813,1.603,0,0,0,OFFBOARD
54,OUTBOUND,5.48,6.8,0.53,1.611,1.614,-0.154,-0.682,6.8,0.98,1.614,5.539,3.024,0,4.282,10.0,4.108,8.068,0.855,1.607,0,0,0,OFFBOARD
55,OUTBOUND,5.58,6.92,0.568,1.609,1.614,-0.154,-0.682,6.92,1.018,1.614,5.475,2.986,0,4.125,10.0,3.837,8.169,0.886,1.61,0,0,0,OFFBOARD
56,OUTBOUND,5.68,7.043,0.606,1.608,1.614,-0.154,-0.682,7.043,1.056,1.614,5.312,3.299,0,4.708,10.0,3.662,8.269,0.915,1.614,0,0,0,OFFBOARD
57,OUTBOUND,5.78,7.171,0.644,1.607,1.614,-0.154,-0.682,7.171,1.094,1.614,5.204,3.331,0,4.816,10.0,3.597,8.369,0.931,1.618,0,0,0,OFFBOARD
58,OUTBOUND,5.88,7.306,0.682,1.606,1.614,-0.154,-0.682,7.306,1.132,1.614,5.253,3.264,0,4.708,10.0,3.634,8.501,0.943,1.622,0,0,0,OFFBOARD
59,OUTBOUND,5.98,7.443,0.72,1.606,1.614,-0.154,-0.682,7.443,1.17,1.614,5.436,3.163,0,4.525,10.0,3.749,8.664,0.952,1.626,0,0,0,OFFBOARD
60,OUTBOUND,6.09,7.584,0.756,1.607,1.614,-0.154,-0.682,7.584,1.206,1.614,5.609,3.056,0,4.282,10.0,3.905,8.836,0.962,1.63,0,0,0,OFFBOARD
61,OUTBOUND,6.19,7.727,0.793,1.608,1.614,-0.154,-0.682,7.727,1.243,1.614,5.682,2.955,0,4.079,10.0,4.055,8.978,0.974,1.633,0,0,0,OFFBOARD
62,OUTBOUND,6.29,7.868,0.827,1.609,1.614,-0.154,-0.682,7.868,1.277,1.614,5.523,2.879,0,3.966,10.0,4.151,9.106,0.985,1.637,0,0,0,OFFBOARD
63,OUTBOUND,6.39,8.01,0.86,1.611,1.614,-0.154,-0.682,8.01,1.31,1.614,5.444,2.825,0,3.923,10.0,4.19,9.235,0.994,1.64,0,0,0,OFFBOARD
64,OUTBOUND,6.49,8.152,0.891,1.613,1.614,-0.154,-0.682,8.152,1.341,1.614,5.444,2.791,0,3.91,10.0,4.184,9.368,1.001,1.643,0,0,0,OFFBOARD
65,OUTBOUND,6.6,8.291,0.918,1.616,1.614,-0.154,-0.682,8.291,1.368,1.614,5.288,2.759,0,3.862,10.0,4.145,9.491,1.005,1.646,0,0,0,OFFBOARD
66,OUTBOUND,6.7,8.43,0.943,1.618,1.614,-0.154,-0.682,8.43,1.393,1.614,5.148,2.633,0,3.847,10.0,4.115,9.596,1.005,1.648,0,0,0,OFFBOARD
67,OUTBOUND,6.8,8.568,0.965,1.621,1.614,-0.154,-0.682,8.568,1.415,1.614,5.009,2.496,0,3.753,10.0,4.105,9.696,1.007,1.65,0,0,0,OFFBOARD
68,OUTBOUND,6.9,8.707,0.985,1.623,1.614,-0.154,-0.682,8.706,1.435,1.614,4.875,2.361,0,3.619,10.0,4.126,9.805,1.001,1.651,0,0,0,OFFBOARD
69,OUTBOUND,7.0,8.844,1.002,1.626,1.614,-0.154,-0.682,8.844,1.452,1.614,4.744,2.26,0,3.488,10.0,4.18,9.92,0.988,1.652,0,0,0,OFFBOARD
70,OUTBOUND,7.1,8.982,1.017,1.629,1.614,-0.154,-0.682,8.982,1.467,1.614,4.619,2.224,0,3.363,10.0,4.253,10.067,0.971,1.653,0,0,0,OFFBOARD
71,OUTBOUND,7.2,9.115,1.029,1.631,1.614,-0.154,-0.682,9.115,1.479,1.614,4.492,2.192,0,3.237,6.979,4.324,10.259,0.95,1.653,0,0,0,OFFBOARD
72,OUTBOUND,7.31,9.249,1.038,1.634,1.614,-0.154,-0.682,9.249,1.488,1.614,4.364,2.496,0,3.156,6.852,4.353,10.517,0.942,1.653,0,0,0,OFFBOARD
73,OUTBOUND,7.41,9.381,1.045,1.636,1.614,-0.154,-0.682,9.381,1.495,1.614,4.277,2.484,0,3.176,6.725,4.301,10.837,0.938,1.652,0,0,0,OFFBOARD
74,OUTBOUND,7.51,9.511,1.049,1.638,1.614,-0.154,-0.682,9.511,1.499,1.614,5.063,2.494,0,3.8,6.588,4.138,11.138,0.934,1.65,0,0,0,OFFBOARD
75,OUTBOUND,7.61,9.642,1.051,1.64,1.614,-0.154,-0.682,9.641,1.501,1.614,5.162,2.591,0,3.899,6.988,3.883,11.49,0.932,1.647,0,0,0,OFFBOARD
76,OUTBOUND,7.71,9.775,1.049,1.642,1.614,-0.154,-0.682,9.775,1.499,1.614,4.998,2.516,0,3.737,6.951,3.619,11.875,0.938,1.644,0,0,0,OFFBOARD
77,OUTBOUND,7.81,9.916,1.045,1.643,1.614,-0.154,-0.682,9.916,1.495,1.614,4.732,2.378,0,4.618,6.881,3.406,12.282,0.948,1.641,0,0,0,OFFBOARD
78,OUTBOUND,7.91,10.066,1.038,1.644,1.614,-0.154,-0.682,10.066,1.488,1.614,4.523,2.419,0,4.603,6.792,3.293,12.704,0.964,1.635,0,0,0,OFFBOARD
79,OUTBOUND,8.01,10.229,1.03,1.644,1.614,-0.154,-0.682,10.229,1.48,1.614,4.506,2.763,0,4.461,6.703,3.28,13.135,0.991,1.627,0,0,0,OFFBOARD
80,OUTBOUND,8.12,10.403,1.021,1.644,1.614,-0.154,-0.682,10.403,1.471,1.614,4.658,2.756,0,4.314,6.605,3.356,13.573,1.01,1.62,0,0,0,OFFBOARD
81,OUTBOUND,8.22,10.584,1.011,1.644,1.614,-0.154,-0.682,10.584,1.461,1.614,4.947,2.696,0,4.165,6.496,3.499,14.015,1.021,1.613,0,0,0,OFFBOARD
82,OUTBOUND,8.32,10.774,1.002,1.642,1.614,-0.154,-0.682,10.774,1.452,1.614,5.199,2.634,0,4.017,6.378,3.688,14.46,1.027,1.606,0,0,0,OFFBOARD
83,OUTBOUND,8.42,10.967,0.994,1.64,1.614,-0.154,-0.682,10.967,1.444,1.614,5.129,2.619,0,3.866,6.253,3.882,14.907,1.029,1.599,0,0,0,OFFBOARD
84,OUTBOUND,8.52,11.162,0.988,1.638,1.614,-0.154,-0.682,11.162,1.438,1.614,4.96,2.455,0,3.702,6.119,4.045,15.354,1.032,1.593,0,0,0,OFFBOARD
85,OUTBOUND,8.62,11.359,0.984,1.635,1.614,-0.154,-0.682,11.359,1.435,1.614,4.783,2.288,0,3.527,5.987,4.145,15.802,1.025,1.588,0,0,0,OFFBOARD
86,OUTBOUND,8.73,11.557,0.983,1.632,1.614,-0.154,-0.682,11.557,1.433,1.614,4.595,2.287,0,3.339,5.848,4.177,16.249,1.018,1.583,0,0,0,OFFBOARD
87,OUTBOUND,8.83,11.75,0.983,1.628,1.614,-0.154,-0.682,11.75,1.433,1.614,4.516,2.586,0,3.313,5.707,4.153,16.697,1.026,1.578,0,0,0,OFFBOARD
88,OUTBOUND,8.93,11.944,0.984,1.624,1.614,-0.154,-0.682,11.944,1.434,1.614,5.222,2.591,0,3.829,5.58,4.098,17.143,1.03,1.573,0,0,0,OFFBOARD
89,OUTBOUND,9.03,12.143,0.987,1.62,1.614,-0.154,-0.682,12.143,1.437,1.614,5.189,2.597,0,3.931,5.412,4.019,17.59,1.031,1.567,0,0,0,OFFBOARD
90,OUTBOUND,9.13,12.335,0.99,1.615,1.614,-0.154,-0.682,12.335,1.44,1.614,4.991,2.486,0,3.733,5.281,3.972,18.038,1.036,1.557,0,0,0,OFFBOARD
91,OUTBOUND,9.23,12.536,0.993,1.61,1.614,-0.154,-0.682,12.536,1.443,1.614,4.796,2.333,0,3.538,5.146,3.945,18.487,1.035,1.542,0,0,0,OFFBOARD
92,OUTBOUND,9.33,12.739,0.997,1.605,1.614,-0.154,-0.682,12.739,1.447,1.614,4.776,2.331,0,3.469,5.01,3.939,18.936,1.038,1.528,0,0,0,OFFBOARD
93,OUTBOUND,9.44,12.938,1.0,1.599,1.614,-0.154,-0.682,12.938,1.45,1.614,4.814,2.688,0,3.94,4.873,3.948,19.385,1.057,1.512,0,0,0,OFFBOARD
94,OUTBOUND,9.54,13.141,1.004,1.593,1.614,-0.154,-0.682,13.141,1.454,1.614,4.698,2.688,0,3.999,4.736,3.964,19.834,1.074,1.492,0,0,0,OFFBOARD
95,OUTBOUND,9.64,13.342,1.008,1.586,1.614,-0.154,-0.682,13.342,1.458,1.614,4.588,2.684,0,3.956,4.6,3.98,20.284,1.092,1.469,0,0,0,OFFBOARD
96,OUTBOUND,9.74,13.543,1.012,1.578,1.614,-0.154,-0.682,13.543,1.462,1.614,4.493,2.564,0,3.82,4.467,3.988,20.734,1.117,1.445,0,0,0,OFFBOARD
97,OUTBOUND,9.84,13.745,1.017,1.568,1.614,-0.154,-0.682,13.745,1.467,1.614,4.521,2.366,0,3.623,4.337,3.982,21.184,1.14,1.42,0,0,0,OFFBOARD
98,OUTBOUND,9.94,13.948,1.023,1.558,1.614,-0.154,-0.682,13.948,1.473,1.614,4.667,2.304,0,3.423,4.209,3.964,21.634,1.167,1.395,0,0,0,OFFBOARD
99,OUTBOUND,10.04,14.149,1.03,1.546,1.614,-0.154,-0.682,14.149,1.48,1.614,4.481,2.595,0,3.428,4.087,3.931,22.084,1.217,1.37,0,0,0,OFFBOARD
100,OUTBOUND,10.14,14.353,1.038,1.532,1.614,-0.154,-0.682,14.353,1.488,1.614,4.333,2.57,0,3.924,3.974,3.862,22.534,1.27,1.347,0,0,0,OFFBOARD
101,OUTBOUND,10.25,14.554,1.048,1.518,1.614,-0.154,-0.682,14.554,1.498,1.614,4.92,2.581,0,3.969,3.883,3.804,22.984,1.325,1.326,0,0,0,OFFBOARD
102,OUTBOUND,10.35,14.755,1.06,1.502,1.614,-0.154,-0.682,14.755,1.51,1.614,4.999,2.587,0,3.974,3.855,3.793,23.433,1.382,1.307,0,0,0,OFFBOARD
103,OUTBOUND,10.45,14.959,1.075,1.486,1.614,-0.154,-0.682,14.959,1.525,1.614,4.937,2.425,0,3.681,6.094,3.74,23.883,1.449,1.289,0,0,0,OFFBOARD
104,OUTBOUND,10.55,15.16,1.093,1.469,1.614,-0.154,-0.682,15.16,1.543,1.614,4.737,2.28,0,3.481,5.895,3.703,24.333,1.509,1.275,0,0,0,OFFBOARD
105,OUTBOUND,10.65,15.362,1.114,1.451,1.614,-0.154,-0.682,15.362,1.564,1.614,4.541,2.482,0,3.47,5.693,3.669,24.783,1.556,1.262,0,0,0,OFFBOARD
106,OUTBOUND,10.75,15.566,1.139,1.433,1.614,-0.154,-0.682,15.566,1.589,1.614,4.98,2.521,0,3.976,5.544,3.634,25.233,1.598,1.258,0,0,0,OFFBOARD
107,OUTBOUND,10.85,15.768,1.169,1.415,1.614,-0.154,-0.682,15.768,1.619,1.614,4.971,2.54,0,3.997,5.409,3.595,25.683,1.632,1.255,0,0,0,OFFBOARD
108,OUTBOUND,10.96,15.97,1.203,1.398,1.614,-0.154,-0.682,15.97,1.653,1.614,4.93,2.517,0,3.94,5.145,3.554,26.133,1.609,1.255,0,0,0,OFFBOARD
109,OUTBOUND,11.06,16.174,1.242,1.381,1.614,-0.154,-0.682,16.174,1.692,1.614,4.846,2.481,0,3.74,2.786,3.509,26.583,1.572,1.256,0,0,0,OFFBOARD
110,OUTBOUND,11.16,16.378,1.284,1.366,1.614,-0.154,-0.682,16.378,1.734,1.614,4.538,2.282,0,3.539,2.548,3.454,27.033,1.518,1.259,0,0,0,OFFBOARD
111,OUTBOUND,11.26,16.581,1.328,1.352,1.614,-0.154,-0.682,16.581,1.778,1.614,2.498,2.085,0,3.341,2.369,3.388,27.483,1.433,1.265,0,0,0,OFFBOARD
112,OUTBOUND,11.36,16.785,1.373,1.339,1.614,-0.154,-0.682,16.785,1.823,1.614,2.189,1.958,1,3.718,2.149,2.168,27.932,1.327,1.284,0,0,0,OFFBOARD
113,OUTBOUND,11.46,16.985,1.415,1.328,1.614,-0.154,-0.682,16.985,1.865,1.614,2.014,1.932,1,3.774,1.988,1.974,28.225,1.205,1.306,0,0,0,OFFBOARD
114,OUTBOUND,11.57,17.189,1.453,1.319,1.614,-0.154,-0.682,17.189,1.903,1.614,1.85,1.785,1,3.79,1.834,1.814,28.415,1.04,1.335,0,0,0,OFFBOARD
115,OUTBOUND,11.67,17.393,1.483,1.313,1.614,-0.154,-0.682,17.393,1.933,1.614,1.695,1.636,1,3.629,1.683,1.661,28.538,0.833,1.371,0,0,0,OFFBOARD
116,OUTBOUND,11.77,17.595,1.503,1.31,1.614,-0.154,-0.682,17.595,1.953,1.614,1.55,1.488,1,3.429,1.537,1.516,28.638,0.572,1.41,0,0,0,OFFBOARD
117,OUTBOUND,11.87,17.799,1.51,1.31,1.614,-0.154,-0.682,17.799,1.96,1.614,1.42,1.34,1,3.3,1.397,1.384,28.738,0.276,1.452,0,0,0,OFFBOARD
118,OUTBOUND,11.97,18.003,1.501,1.314,1.614,-0.154,-0.682,18.003,1.951,1.614,1.339,1.237,1,3.794,1.314,1.312,28.838,-0.044,1.496,0,0,0,OFFBOARD
119,OUTBOUND,12.07,18.205,1.472,1.321,1.614,-0.154,-0.682,18.205,1.923,1.614,1.267,1.033,1,4.03,5.341,1.19,28.938,-0.394,1.54,0,0,0,OFFBOARD
120,OUTBOUND,12.17,18.409,1.422,1.332,1.614,-0.154,-0.682,18.409,1.872,1.614,4.829,0.877,1,3.885,5.296,3.176,29.097,-0.742,1.58,0,0,0,OFFBOARD
121,OUTBOUND,12.28,18.611,1.348,1.346,1.614,-0.154,-0.682,18.611,1.798,1.614,4.864,0.765,1,3.685,6.198,3.415,29.354,-1.046,1.615,0,1,0,OFFBOARD
122,OUTBOUND,12.38,18.813,1.249,1.363,1.614,-0.154,-0.682,18.813,1.699,1.614,4.931,2.229,0,4.25,5.998,3.457,29.584,-1.194,1.64,0,0,0,OFFBOARD
123,OUTBOUND,12.48,19.017,1.126,1.383,1.614,-0.154,-0.682,19.017,1.576,1.614,5.03,2.542,0,4.442,10.0,3.508,29.891,-1.318,1.655,0,0,0,OFFBOARD
124,OUTBOUND,12.58,19.219,0.985,1.405,1.614,-0.154,-0.682,19.219,1.435,1.614,5.159,2.731,0,4.342,6.955,3.568,30.248,-1.417,1.67,0,0,0,OFFBOARD
125,OUTBOUND,12.68,19.421,0.828,1.428,1.614,-0.154,-0.682,19.421,1.278,1.614,5.309,2.885,0,4.142,10.0,3.63,30.637,-1.484,1.679,0,0,0,OFFBOARD
126,OUTBOUND,12.78,19.625,0.659,1.452,1.614,-0.154,-0.682,19.625,1.109,1.614,5.469,2.845,0,4.145,10.0,3.688,31.048,-1.518,1.691,0,0,0,OFFBOARD
127,OUTBOUND,12.88,19.827,0.485,1.475,1.614,-0.154,-0.682,19.827,0.935,1.614,5.62,3.356,0,4.64,10.0,3.739,31.472,-1.52,1.703,0,0,0,OFFBOARD
128,OUTBOUND,12.99,20.031,0.305,1.499,1.614,-0.154,-0.682,20.031,0.755,1.614,5.751,3.541,0,4.738,10.0,3.791,31.905,-1.497,1.716,0,0,0,OFFBOARD
129,OUTBOUND,13.09,20.235,0.123,1.522,1.614,-0.154,-0.682,20.235,0.573,1.614,5.854,3.506,0,4.598,10.0,3.844,32.34,-1.459,1.727,0,0,0,OFFBOARD
130,OUTBOUND,13.19,20.437,-0.059,1.544,1.614,-0.154,-0.682,20.437,0.391,1.614,5.832,4.095,0,4.398,10.0,3.897,32.739,-1.401,1.737,0,0,0,OFFBOARD
131,OUTBOUND,13.29,20.641,-0.244,1.565,1.614,-0.154,-0.682,20.641,0.206,1.614,5.837,3.806,0,4.247,10.0,3.947,33.012,-1.328,1.744,0,0,0,OFFBOARD
132,OUTBOUND,13.39,20.843,-0.426,1.585,1.614,-0.154,-0.682,20.843,0.024,1.614,5.88,3.503,0,4.144,10.0,3.98,33.196,-1.262,1.75,0,0,0,OFFBOARD
133,OUTBOUND,13.49,21.043,-0.605,1.604,1.614,-0.154,-0.682,21.043,-0.155,1.614,5.149,3.129,0,3.906,10.0,3.722,33.323,-1.188,1.753,0,0,0,OFFBOARD
134,OUTBOUND,13.6,21.253,-0.785,1.622,1.614,-0.154,-0.682,21.253,-0.335,1.614,3.57,2.857,0,3.728,3.666,3.505,33.429,-1.111,1.754,0,0,0,OFFBOARD
135,OUTBOUND,13.7,21.457,-0.948,1.639,1.614,-0.154,-0.682,21.457,-0.498,1.614,3.295,2.603,0,3.553,3.413,3.293,33.529,-1.006,1.752,0,0,0,OFFBOARD
