step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
24,OUTBOUND,2.43,3.105,-0.022,1.488,1.583,0.639,-0.677,3.105,-0.172,1.583,5.466,4.156,0,4.358,10.0,3.715,9.718,-0.543,1.661,0,0,0,OFFBOARD
25,OUTBOUND,2.54,3.304,-0.039,1.501,1.583,0.639,-0.677,3.304,-0.189,1.583,5.616,3.979,0,4.628,10.0,3.796,10.168,-0.631,1.68,0,0,0,OFFBOARD
26,OUTBOUND,2.64,3.51,-0.065,1.515,1.583,0.639,-0.677,3.51,-0.215,1.583,5.734,3.788,0,4.626,10.0,3.859,10.618,-0.722,1.697,0,0,0,OFFBOARD
27,OUTBOUND,2.74,3.71,-0.097,1.53,1.583,0.639,-0.677,3.71,-0.247,1.583,5.815,3.67,0,4.633,10.0,3.906,11.068,-0.812,1.712,0,0,0,OFFBOARD
28,OUTBOUND,2.84,3.912,-0.137,1.546,1.583,0.639,-0.677,3.912,-0.287,1.583,5.866,3.603,0,4.621,10.0,3.938,11.517,-0.895,1.725,0,0,0,OFFBOARD
29,OUTBOUND,2.94,4.112,-0.184,1.562,1.583,0.639,-0.677,4.112,-0.334,1.583,5.708,3.807,0,4.451,10.0,3.962,11.967,-0.98,1.735,0,0,0,OFFBOARD
30,OUTBOUND,3.04,4.312,-0.237,1.578,1.583,0.639,-0.677,4.312,-0.387,1.583,5.679,3.743,0,4.25,10.0,3.983,12.417,-1.059,1.743,0,0,0,OFFBOARD
31,OUTBOUND,3.14,4.512,-0.297,1.595,1.583,0.639,-0.677,4.512,-0.447,1.583,5.737,3.655,0,4.15,10.0,4.007,12.867,-1.134,1.749,0,0,0,OFFBOARD
32,OUTBOUND,3.25,4.715,-0.363,1.611,1.583,0.639,-0.677,4.714,-0.513,1.583,5.818,3.554,0,4.135,10.0,4.036,13.317,-1.198,1.751,0,0,0,OFFBOARD
33,OUTBOUND,3.35,4.915,-0.435,1.626,1.583,0.639,-0.677,4.915,-0.585,1.583,5.839,3.35,0,4.376,10.0,4.07,13.767,-1.241,1.749,0,0,0,OFFBOARD
34,OUTBOUND,3.45,5.116,-0.511,1.641,1.583,0.639,-0.677,5.116,-0.661,1.583,5.843,3.275,0,4.366,10.0,4.083,14.217,-1.266,1.745,0,0,0,OFFBOARD
35,OUTBOUND,3.55,5.318,-0.592,1.654,1.583,0.639,-0.677,5.318,-0.742,1.583,5.767,2.925,0,4.215,10.0,4.148,14.666,-1.239,1.74,0,0,0,OFFBOARD
36,OUTBOUND,3.65,5.52,-0.676,1.666,1.583,0.639,-0.677,5.52,-0.826,1.583,5.569,2.685,0,4.108,10.0,4.186,15.115,-1.166,1.733,0,0,0,OFFBOARD
37,OUTBOUND,3.75,5.724,-0.762,1.677,1.583,0.639,-0.677,5.724,-0.912,1.583,5.371,2.41,0,4.028,10.0,4.213,15.565,-1.047,1.723,0,0,0,OFFBOARD
38,OUTBOUND,3.85,5.926,-0.847,1.686,1.583,0.639,-0.677,5.926,-0.997,1.583,5.172,2.136,0,3.916,10.0,4.251,16.014,-0.904,1.713,0,0,0,OFFBOARD
39,OUTBOUND,3.96,6.13,-0.929,1.694,1.583,0.639,-0.677,6.129,-1.079,1.583,4.972,1.864,1,3.716,10.0,4.279,16.464,-0.745,1.701,0,0,0,OFFBOARD
40,OUTBOUND,4.06,6.331,-1.003,1.699,1.583,0.639,-0.677,6.331,-1.153,1.583,4.773,1.602,1,3.517,10.0,4.297,16.907,-0.562,1.689,0,0,0,OFFBOARD
41,OUTBOUND,4.16,6.535,-1.067,1.703,1.583,0.639,-0.677,6.535,-1.217,1.583,4.573,1.399,1,3.317,10.0,4.299,17.335,-0.357,1.677,0,0,0,OFFBOARD
42,OUTBOUND,4.26,6.737,-1.115,1.706,1.583,0.639,-0.677,6.737,-1.265,1.583,4.373,2.039,0,3.212,6.791,4.294,17.738,-0.179,1.664,0,0,0,OFFBOARD
43,OUTBOUND,4.36,6.941,-1.146,1.706,1.583,0.639,-0.677,6.941,-1.295,1.583,4.327,2.266,0,3.613,6.623,4.287,18.157,-0.012,1.641,0,0,0,OFFBOARD
44,OUTBOUND,4.46,7.145,-1.154,1.705,1.583,0.639,-0.677,7.145,-1.304,1.583,5.02,2.256,0,3.741,6.485,4.278,18.572,0.138,1.616,0,0,0,OFFBOARD
45,OUTBOUND,4.56,7.347,-1.138,1.702,1.583,0.639,-0.677,7.347,-1.288,1.583,5.029,2.311,0,3.773,6.286,4.269,18.966,0.255,1.584,0,0,0,OFFBOARD
46,OUTBOUND,4.67,7.548,-1.098,1.697,1.583,0.639,-0.677,7.548,-1.248,1.583,4.829,2.317,0,3.573,6.086,4.259,19.321,0.348,1.556,0,0,0,OFFBOARD
47,OUTBOUND,4.77,7.752,-1.034,1.69,1.583,0.639,-0.677,7.752,-1.184,1.583,4.63,2.117,0,3.373,6.912,4.247,19.647,0.424,1.529,0,0,0,OFFBOARD
48,OUTBOUND,4.87,7.954,-0.949,1.68,1.583,0.639,-0.677,7.954,-1.099,1.583,5.144,2.497,0,3.803,6.943,4.234,20.016,0.502,1.499,0,0,0,OFFBOARD
49,OUTBOUND,4.97,8.154,-0.846,1.669,1.583,0.639,-0.677,8.154,-0.996,1.583,5.486,2.642,0,3.997,6.932,4.218,20.359,0.59,1.466,0,0,0,OFFBOARD
50,OUTBOUND,5.07,8.362,-0.723,1.655,1.583,0.639,-0.677,8.362,-0.873,1.583,5.218,2.706,0,3.962,10.0,4.19,20.725,0.671,1.431,0,0,0,OFFBOARD
51,OUTBOUND,5.17,8.564,-0.592,1.639,1.583,0.639,-0.677,8.564,-0.742,1.583,5.882,3.04,0,3.762,10.0,4.157,21.12,0.751,1.408,0,0,0,OFFBOARD
52,OUTBOUND,5.28,8.768,-0.453,1.622,1.583,0.639,-0.677,8.768,-0.603,1.583,6.008,3.279,0,3.844,10.0,4.11,21.534,0.836,1.393,0,0,0,OFFBOARD
53,OUTBOUND,5.38,8.97,-0.31,1.603,1.583,0.639,-0.677,8.97,-0.46,1.583,5.875,3.362,0,4.441,10.0,4.062,21.959,0.911,1.382,0,0,0,OFFBOARD
54,OUTBOUND,5.48,9.174,-0.165,1.583,1.583,0.639,-0.677,9.174,-0.315,1.583,5.766,3.716,0,4.416,10.0,4.011,22.392,0.974,1.379,0,0,0,OFFBOARD
55,OUTBOUND,5.58,9.376,-0.022,1.563,1.583,0.639,-0.677,9.376,-0.172,1.583,5.92,3.97,0,4.241,10.0,3.969,22.831,0.991,1.377,0,0,0,OFFBOARD
56,OUTBOUND,5.68,9.581,0.121,1.543,1.583,0.639,-0.677,9.58,-0.029,1.583,5.938,3.923,0,4.522,10.0,3.923,23.274,0.974,1.374,0,0,0,OFFBOARD
57,OUTBOUND,5.78,9.783,0.26,1.524,1.583,0.639,-0.677,9.782,0.11,1.583,5.839,3.739,0,4.69,10.0,3.88,23.719,0.929,1.377,0,0,0,OFFBOARD
58,OUTBOUND,5.88,9.985,0.393,1.507,1.583,0.639,-0.677,9.985,0.243,1.583,5.737,3.56,0,4.693,10.0,3.84,24.166,0.863,1.383,0,0,0,OFFBOARD
59,OUTBOUND,5.99,10.189,0.522,1.49,1.583,0.639,-0.677,10.189,0.372,1.583,5.634,3.396,0,4.674,10.0,3.804,24.614,0.782,1.386,0,0,0,OFFBOARD
60,OUTBOUND,6.09,10.391,0.64,1.476,1.583,0.639,-0.677,10.391,0.49,1.583,5.532,3.218,0,4.474,10.0,3.768,25.062,0.687,1.393,0,0,0,OFFBOARD
61,OUTBOUND,6.19,10.595,0.749,1.463,1.583,0.639,-0.677,10.595,0.599,1.583,5.436,3.018,0,4.274,6.867,3.732,25.512,0.578,1.402,0,0,0,OFFBOARD
62,OUTBOUND,6.29,10.797,0.842,1.451,1.583,0.639,-0.677,10.797,0.692,1.583,5.353,2.818,0,4.078,6.667,3.699,25.961,0.461,1.417,0,0,0,OFFBOARD
63,OUTBOUND,6.39,10.999,0.918,1.442,1.583,0.639,-0.677,10.999,0.768,1.583,5.284,2.616,0,4.033,6.465,3.671,26.41,0.358,1.437,0,0,0,OFFBOARD
64,OUTBOUND,6.49,11.203,0.976,1.435,1.583,0.639,-0.677,11.203,0.826,1.583,5.236,2.499,0,4.471,6.508,3.649,26.859,0.288,1.461,0,0,0,OFFBOARD
65,OUTBOUND,6.59,11.405,1.013,1.431,1.583,0.639,-0.677,11.405,0.863,1.583,5.205,2.448,0,4.473,6.787,3.635,27.308,0.235,1.487,0,0,0,OFFBOARD
66,OUTBOUND,6.7,11.609,1.028,1.429,1.583,0.639,-0.677,11.609,0.878,1.583,5.197,2.772,0,4.43,6.946,3.628,27.758,0.203,1.515,0,0,0,OFFBOARD
67,OUTBOUND,6.8,11.813,1.022,1.429,1.583,0.639,-0.677,11.813,0.872,1.583,5.214,2.769,0,4.328,6.841,3.63,28.208,0.176,1.544,0,0,0,OFFBOARD
68,OUTBOUND,6.9,12.015,0.997,1.433,1.583,0.639,-0.677,12.015,0.848,1.583,5.252,2.768,0,4.13,6.643,3.641,28.657,0.153,1.57,0,0,0,OFFBOARD
69,OUTBOUND,7.0,12.217,0.956,1.439,1.583,0.639,-0.677,12.217,0.806,1.583,5.284,2.674,0,3.93,6.655,3.659,29.107,0.14,1.597,0,0,0,OFFBOARD
70,OUTBOUND,7.1,12.419,0.902,1.447,1.583,0.639,-0.677,12.419,0.752,1.583,5.43,2.565,0,4.312,10.0,3.69,29.555,0.125,1.623,0,0,0,OFFBOARD
71,OUTBOUND,7.2,12.625,0.836,1.458,1.583,0.639,-0.677,12.625,0.686,1.583,5.532,3.002,0,4.4,10.0,3.714,30.003,0.088,1.648,0,0,0,OFFBOARD
72,OUTBOUND,7.31,12.831,0.764,1.471,1.583,0.639,-0.677,12.831,0.614,1.583,5.64,3.108,0,4.338,10.0,3.74,30.451,0.027,1.667,0,0,0,OFFBOARD
73,OUTBOUND,7.41,13.033,0.689,1.486,1.583,0.639,-0.677,13.033,0.539,1.583,5.558,3.064,0,4.266,6.833,3.772,30.899,-0.043,1.68,0,0,0,OFFBOARD
74,OUTBOUND,7.51,13.235,0.613,1.501,1.583,0.639,-0.677,13.235,0.463,1.583,5.27,2.928,0,4.121,5.195,3.805,31.346,-0.101,1.693,0,0,0,OFFBOARD
75,OUTBOUND,7.61,13.439,0.536,1.518,1.583,0.639,-0.677,13.439,0.386,1.583,4.754,3.339,0,3.984,4.808,3.848,31.74,-0.113,1.704,0,0,0,OFFBOARD
76,OUTBOUND,7.71,13.643,0.46,1.535,1.583,0.639,-0.677,13.643,0.31,1.583,4.34,3.412,0,4.327,4.468,3.801,32.049,-0.099,1.712,0,0,0,OFFBOARD
77,OUTBOUND,7.81,13.845,0.384,1.553,1.583,0.639,-0.677,13.845,0.234,1.583,3.921,3.508,0,4.536,4.113,3.599,32.308,-0.059,1.718,0,0,0,OFFBOARD
78,OUTBOUND,7.92,14.049,0.309,1.57,1.583,0.639,-0.677,14.049,0.159,1.583,3.506,3.321,0,4.576,3.793,3.401,32.498,0.001,1.721,0,0,0,OFFBOARD
79,OUTBOUND,8.02,14.251,0.237,1.586,1.583,0.639,-0.677,14.251,0.087,1.583,3.201,3.201,0,4.377,3.498,3.201,32.626,0.096,1.718,0,0,0,OFFBOARD
80,OUTBOUND,8.12,14.453,0.167,1.602,1.583,0.639,-0.677,14.453,0.017,1.583,3.001,3.001,0,4.177,3.259,3.001,32.726,0.215,1.712,0,0,0,OFFBOARD
81,OUTBOUND,8.22,14.657,0.101,1.616,1.583,0.639,-0.677,14.657,-0.049,1.583,2.801,2.801,0,4.125,3.098,2.801,32.826,0.36,1.701,0,0,0,OFFBOARD
82,OUTBOUND,8.32,14.859,0.043,1.629,1.583,0.639,-0.677,14.859,-0.107,1.583,2.601,2.601,0,4.444,3.028,2.601,32.926,0.523,1.686,0,0,0,OFFBOARD
83,OUTBOUND,8.42,15.061,-0.004,1.64,1.583,0.639,-0.677,15.061,-0.154,1.583,2.401,2.401,0,4.455,3.037,2.401,33.026,0.707,1.669,0,0,0,OFFBOARD
84,OUTBOUND,8.52,15.265,-0.038,1.649,1.583,0.639,-0.677,15.265,-0.188,1.583,2.199,2.199,0,4.463,3.106,2.199,33.126,0.92,1.649,0,0,0,OFFBOARD
85,OUTBOUND,8.62,15.467,-0.055,1.656,1.583,0.639,-0.677,15.467,-0.205,1.583,2.001,2.001,0,4.433,10.0,2.001,33.226,1.15,1.627,0,0,0,OFFBOARD
86,OUTBOUND,8.73,15.671,-0.053,1.66,1.583,0.639,-0.677,15.671,-0.203,1.583,1.801,1.801,1,4.233,10.0,1.801,33.326,1.412,1.609,0,0,0,OFFBOARD
87,OUTBOUND,8.83,15.873,-0.03,1.662,1.583,0.639,-0.677,15.873,-0.18,1.583,1.601,1.601,1,4.069,10.0,1.601,33.485,1.656,1.596,0,0,0,OFFBOARD
88,OUTBOUND,8.93,16.075,0.016,1.661,1.583,0.639,-0.677,16.075,-0.134,1.583,1.559,1.401,1,4.383,10.0,1.401,33.7,1.88,1.585,0,0,0,OFFBOARD
89,OUTBOUND,9.03,16.279,0.087,1.659,1.583,0.639,-0.677,16.279,-0.062,1.583,1.807,1.342,1,4.428,10.0,1.407,33.948,2.077,1.576,0,0,0,OFFBOARD
90,OUTBOUND,9.13,16.481,0.182,1.655,1.583,0.639,-0.677,16.481,0.033,1.583,5.696,1.414,1,4.379,10.0,1.733,34.226,2.236,1.569,0,0,0,OFFBOARD
91,OUTBOUND,9.23,16.685,0.301,1.65,1.583,0.639,-0.677,16.685,0.151,1.583,5.646,1.42,1,4.33,10.0,4.159,34.558,2.417,1.564,0,0,0,OFFBOARD
92,OUTBOUND,9.34,16.889,0.44,1.644,1.583,0.639,-0.677,16.889,0.29,1.583,5.486,1.378,1,4.187,10.0,4.154,34.93,2.5,1.56,0,0,0,OFFBOARD
93,OUTBOUND,9.44,17.091,0.593,1.637,1.583,0.639,-0.677,17.091,0.443,1.583,5.244,2.597,0,3.923,10.0,4.146,35.33,2.422,1.557,0,0,0,OFFBOARD
94,OUTBOUND,9.54,17.291,0.756,1.63,1.583,0.639,-0.677,17.291,0.606,1.583,4.982,2.369,0,3.723,10.0,4.132,35.732,2.298,1.556,0,0,0,OFFBOARD
95,OUTBOUND,9.64,17.497,0.931,1.623,1.583,0.639,-0.677,17.497,0.781,1.583,4.778,2.134,0,3.521,10.0,4.109,36.149,2.133,1.555,0,0,0,OFFBOARD
96,OUTBOUND,9.74,17.699,1.107,1.616,1.583,0.639,-0.677,17.699,0.957,1.583,4.58,1.903,1,3.323,10.0,4.089,36.577,1.932,1.556,0,0,0,OFFBOARD
97,OUTBOUND,9.84,17.901,1.283,1.609,1.583,0.639,-0.677,17.901,1.133,1.583,4.38,1.67,1,3.123,5.642,4.076,37.013,1.673,1.558,0,0,0,OFFBOARD
98,OUTBOUND,9.94,18.105,1.456,1.603,1.583,0.639,-0.677,18.105,1.306,1.583,3.827,1.434,1,2.921,5.434,1.614,37.454,1.377,1.549,0,0,0,OFFBOARD
99,OUTBOUND,10.05,18.309,1.617,1.597,1.583,0.639,-0.677,18.309,1.467,1.583,1.279,1.204,1,2.721,4.013,1.228,37.898,1.04,1.534,0,0,0,OFFBOARD
100,OUTBOUND,10.15,18.511,1.758,1.591,1.583,0.639,-0.677,18.511,1.608,1.583,1.002,0.968,1,2.523,1.053,0.968,38.344,0.69,1.525,0,0,0,OFFBOARD
101,OUTBOUND,10.25,18.715,1.874,1.585,1.583,0.639,-0.677,18.715,1.724,1.583,0.742,0.728,1,2.323,0.734,0.737,38.714,0.34,1.511,0,1,0,OFFBOARD
102,OUTBOUND,10.35,18.917,1.954,1.579,1.583,0.639,-0.677,18.917,1.804,1.583,0.484,0.484,1,0.499,0.488,0.518,39.07,0.137,1.5,0,1,0,OFFBOARD
103,OUTBOUND,10.45,19.119,1.994,1.572,1.583,0.639,-0.677,19.119,1.844,1.583,0.233,0.233,1,0.243,0.243,0.282,39.458,0.045,1.485,1,0,0,OFFBOARD
104,OUTBOUND,10.55,19.112,1.98,1.578,1.583,0.639,-0.677,19.112,1.83,1.583,0.156,0.156,1,0.179,0.157,0.169,39.868,-0.05,1.464,1,0,0,OFFBOARD
105,OUTBOUND,10.65,19.079,1.933,1.586,1.583,0.639,-0.677,19.078,1.784,1.583,0.153,0.153,1,0.182,0.154,0.162,40.293,-0.4,1.44,1,0,0,OFFBOARD
106,OUTBOUND,10.76,19.04,1.851,1.588,1.583,0.639,-0.677,19.04,1.701,1.583,0.167,0.156,1,0.184,0.171,0.167,40.723,-0.75,1.413,1,0,0,OFFBOARD
107,OUTBOUND,10.86,19.012,1.727,1.576,1.583,0.639,-0.677,19.012,1.577,1.583,0.263,0.192,1,0.255,0.251,0.274,41.139,-1.1,1.395,1,0,0,OFFBOARD
108,OUTBOUND,10.96,18.997,1.584,1.56,1.583,0.639,-0.677,18.997,1.434,1.583,0.286,0.283,1,1.746,0.32,0.278,41.562,-1.45,1.377,1,0,0,OFFBOARD
109,OUTBOUND,11.06,19.007,1.439,1.544,1.583,0.639,-0.677,19.007,1.29,1.583,1.999,0.293,1,1.976,2.054,0.399,41.988,-1.8,1.358,1,0,0,OFFBOARD
110,OUTBOUND,11.16,19.056,1.301,1.528,1.583,0.639,-0.677,19.056,1.151,1.583,2.204,0.433,1,2.16,2.24,1.969,42.423,-2.018,1.34,0,1,0,OFFBOARD
111,OUTBOUND,11.26,19.152,1.177,1.511,1.583,0.639,-0.677,19.152,1.027,1.583,2.228,1.612,1,2.418,2.525,1.891,42.747,-2.138,1.333,0,0,0,OFFBOARD
112,OUTBOUND,11.36,19.294,1.069,1.493,1.583,0.639,-0.677,19.294,0.919,1.583,2.244,1.69,1,2.778,2.624,1.898,42.973,-2.253,1.336,0,0,0,OFFBOARD
113,OUTBOUND,11.47,19.476,0.971,1.477,1.583,0.639,-0.677,19.476,0.821,1.583,2.688,1.932,1,3.098,3.379,2.17,43.13,-2.373,1.346,0,0,0,OFFBOARD
114,OUTBOUND,11.57,19.688,0.88,1.461,1.583,0.639,-0.677,19.688,0.73,1.583,3.345,2.263,0,3.793,4.157,2.561,43.242,-2.5,1.363,0,0,0,OFFBOARD
115,OUTBOUND,11.67,19.913,0.79,1.446,1.583,0.639,-0.677,19.913,0.64,1.583,4.42,2.504,0,3.727,5.112,3.149,43.342,-2.5,1.384,0,0,0,OFFBOARD
116,OUTBOUND,11.77,20.14,0.696,1.434,1.583,0.639,-0.677,20.14,0.546,1.583,4.763,2.466,0,3.517,6.037,4.118,43.524,-2.5,1.408,0,0,0,OFFBOARD
117,OUTBOUND,11.87,20.37,0.591,1.424,1.583,0.639,-0.677,20.37,0.441,1.583,4.583,2.948,0,3.857,10.0,4.64,43.799,-2.5,1.436,0,0,0,OFFBOARD
118,OUTBOUND,11.97,20.591,0.473,1.417,1.583,0.639,-0.677,20.591,0.323,1.583,5.424,3.027,0,4.047,10.0,4.729,44.095,-2.5,1.462,0,0,0,OFFBOARD
119,OUTBOUND,12.08,20.796,0.345,1.412,1.583,0.639,-0.677,20.796,0.195,1.583,5.387,3.559,0,4.122,10.0,4.468,44.429,-2.5,1.483,0,0,0,OFFBOARD
120,OUTBOUND,12.18,20.998,0.196,1.411,1.583,0.639,-0.677,20.998,0.047,1.583,5.867,3.73,0,4.098,10.0,4.115,44.76,-2.5,1.504,0,0,0,OFFBOARD
121,OUTBOUND,12.28,21.192,0.037,1.413,1.583,0.639,-0.677,21.192,-0.113,1.583,5.643,3.662,0,4.547,10.0,3.818,45.065,-2.5,1.528,0,0,0,OFFBOARD
122,OUTBOUND,12.38,21.383,-0.129,1.417,1.583,0.639,-0.677,21.383,-0.279,1.583,5.327,3.469,0,4.657,6.9,3.519,45.366,-2.499,1.554,0,0,0,OFFBOARD
123,OUTBOUND,12.48,21.573,-0.287,1.423,1.583,0.639,-0.677,21.573,-0.437,1.583,3.324,3.243,0,4.536,3.376,3.314,45.694,-2.471,1.58,0,0,0,OFFBOARD
124,OUTBOUND,12.58,21.767,-0.425,1.432,1.583,0.639,-0.677,21.767,-0.575,1.583,3.09,3.09,0,4.352,3.124,3.093,46.014,-2.419,1.604,0,0,0,OFFBOARD
125,OUTBOUND,12.68,21.967,-0.531,1.443,1.583,0.639,-0.677,21.967,-0.681,1.583,2.835,2.835,0,4.257,2.905,2.87,46.368,-2.366,1.625,0,0,0,OFFBOARD
126,OUTBOUND,12.78,22.172,-0.594,1.455,1.583,0.639,-0.677,22.172,-0.744,1.583,2.611,2.611,0,4.621,2.68,2.643,46.604,-2.288,1.637,0,0,0,OFFBOARD
127,OUTBOUND,12.89,22.383,-0.614,1.469,1.583,0.639,-0.677,22.383,-0.764,1.583,2.388,2.388,0,4.579,2.456,2.417,46.766,-2.185,1.642,0,0,0,OFFBOARD
128,OUTBOUND,12.99,22.599,-0.595,1.484,1.583,0.639,-0.677,22.599,-0.745,1.583,2.169,2.169,0,4.452,2.23,2.188,46.876,-2.045,1.641,0,0,0,OFFBOARD
129,OUTBOUND,13.09,22.814,-0.549,1.5,1.583,0.639,-0.677,22.814,-0.699,1.583,2.001,1.938,1,4.289,2.025,1.981,46.976,-1.881,1.638,0,0,0,OFFBOARD
130,OUTBOUND,13.19,23.03,-0.49,1.514,1.583,0.639,-0.677,23.03,-0.64,1.583,1.937,1.866,1,4.24,1.976,1.915,47.076,-1.751,1.64,0,0,0,OFFBOARD
131,OUTBOUND,13.29,23.247,-0.431,1.529,1.583,0.639,-0.677,23.247,-0.581,1.583,1.723,1.494,1,3.982,1.66,1.701,47.176,-1.58,1.644,0,0,0,OFFBOARD
132,OUTBOUND,13.39,23.459,-0.386,1.542,1.583,0.639,-0.677,23.459,-0.535,1.583,5.181,1.274,1,3.819,1.515,1.629,47.276,-1.324,1.649,0,0,0,OFFBOARD
133,OUTBOUND,13.49,23.67,-0.362,1.555,1.583,0.639,-0.677,23.67,-0.512,1.583,5.369,1.055,1,3.572,1.448,1.474,47.376,-1.026,1.656,0,0,0,OFFBOARD
134,OUTBOUND,13.6,23.881,-0.365,1.567,1.583,0.639,-0.677,23.881,-0.515,1.583,1.027,0.839,1,1.025,1.031,1.256,47.476,-0.676,1.662,0,0,0,OFFBOARD
135,OUTBOUND,13.7,24.088,-0.396,1.578,1.583,0.639,-0.677,24.088,-0.546,1.583,0.786,0.633,1,0.789,0.792,0.847,47.576,-0.326,1.667,0,1,0,OFFBOARD
