step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
15,OUTBOUND,1.53,1.037,-0.387,1.464,-47.567,-1.518,-0.372,1.037,-0.137,47.567,4.356,3.71,0,5.627,10.0,3.136,2.886,-0.967,1.529,0,0,0,OFFBOARD
16,OUTBOUND,1.63,1.21,-0.429,1.466,-47.567,-1.518,-0.372,1.21,-0.179,47.567,4.609,3.556,0,4.936,10.0,3.26,3.1,-1.027,1.544,0,0,0,OFFBOARD
17,OUTBOUND,1.73,1.387,-0.476,1.469,-47.567,-1.518,-0.372,1.387,-0.226,47.567,4.846,3.398,0,4.702,10.0,3.374,3.368,-1.084,1.556,0,0,0,OFFBOARD
18,OUTBOUND,1.83,1.568,-0.526,1.473,-47.567,-1.518,-0.372,1.568,-0.276,47.567,5.05,3.229,0,4.516,10.0,3.47,3.656,-1.135,1.564,0,0,0,OFFBOARD
19,OUTBOUND,1.93,1.752,-0.58,1.479,-47.567,-1.518,-0.372,1.752,-0.33,47.567,5.209,3.092,0,4.371,10.0,3.542,3.954,-1.18,1.569,0,0,0,OFFBOARD
20,OUTBOUND,2.03,1.939,-0.637,1.485,-47.567,-1.518,-0.372,1.938,-0.387,47.567,5.32,2.995,0,4.257,10.0,3.592,4.26,-1.222,1.57,0,0,0,OFFBOARD
21,OUTBOUND,2.13,2.129,-0.697,1.492,-47.567,-1.518,-0.372,2.129,-0.447,47.567,5.264,2.9,0,4.155,10.0,3.625,4.568,-1.258,1.57,0,0,0,OFFBOARD
22,OUTBOUND,2.24,2.321,-0.759,1.5,-47.567,-1.518,-0.372,2.321,-0.509,47.567,5.256,3.073,0,4.5,10.0,3.649,4.887,-1.297,1.566,0,0,0,OFFBOARD
23,OUTBOUND,2.34,2.513,-0.821,1.507,-47.567,-1.518,-0.372,2.513,-0.571,47.567,5.333,2.981,0,4.467,10.0,3.671,5.219,-1.331,1.562,0,0,0,OFFBOARD
24,OUTBOUND,2.44,2.707,-0.884,1.514,-47.567,-1.518,-0.372,2.706,-0.634,47.567,5.412,2.885,0,4.369,6.872,3.689,5.564,-1.358,1.557,0,0,0,OFFBOARD
25,OUTBOUND,2.54,2.902,-0.947,1.52,-47.567,-1.518,-0.372,2.902,-0.697,47.567,5.416,2.787,0,4.222,6.625,3.721,5.789,-1.38,1.551,0,0,0,OFFBOARD
26,OUTBOUND,2.64,3.102,-1.01,1.525,-47.567,-1.518,-0.372,3.102,-0.76,47.567,5.407,2.691,0,4.106,6.376,3.752,5.936,-1.394,1.543,0,0,0,OFFBOARD
27,OUTBOUND,2.75,3.298,-1.07,1.53,-47.567,-1.518,-0.372,3.298,-0.82,47.567,5.23,2.565,0,3.972,6.04,3.793,6.036,-1.401,1.536,0,0,0,OFFBOARD
28,OUTBOUND,2.85,3.504,-1.131,1.533,-47.567,-1.518,-0.372,3.504,-0.881,47.567,5.035,2.476,0,3.778,5.783,3.823,6.136,-1.401,1.529,0,0,0,OFFBOARD
29,OUTBOUND,2.95,3.706,-1.187,1.536,-47.567,-1.518,-0.372,3.706,-0.937,47.567,4.907,2.397,0,3.65,5.615,3.84,6.236,-1.4,1.525,0,0,0,OFFBOARD
30,OUTBOUND,3.05,3.905,-1.24,1.537,-47.567,-1.518,-0.372,3.905,-0.99,47.567,4.646,2.134,0,3.389,5.27,3.866,6.336,-1.38,1.524,0,0,0,OFFBOARD
31,OUTBOUND,3.15,4.106,-1.288,1.538,-47.567,-1.518,-0.372,4.106,-1.038,47.567,4.447,1.948,1,3.191,5.008,3.879,6.436,-1.345,1.526,0,0,0,OFFBOARD
32,OUTBOUND,3.25,4.308,-1.332,1.538,-47.567,-1.518,-0.372,4.308,-1.082,47.567,4.252,1.883,1,3.074,4.75,3.886,6.591,-1.298,1.52,0,0,0,OFFBOARD
33,OUTBOUND,3.36,4.511,-1.371,1.538,-47.567,-1.518,-0.372,4.511,-1.121,47.567,4.064,2.054,0,3.014,4.491,3.889,6.837,-1.256,1.507,0,0,0,OFFBOARD
34,OUTBOUND,3.46,4.711,-1.403,1.537,-47.567,-1.518,-0.372,4.711,-1.153,47.567,3.985,2.002,0,3.475,4.228,3.89,6.998,-1.214,1.499,0,0,0,OFFBOARD
35,OUTBOUND,3.56,4.914,-1.429,1.535,-47.567,-1.518,-0.372,4.914,-1.179,47.567,3.808,1.966,1,3.441,3.964,3.851,7.102,-1.165,1.491,0,0,0,OFFBOARD
36,OUTBOUND,3.66,5.116,-1.447,1.533,-47.567,-1.518,-0.372,5.116,-1.197,47.567,3.694,1.955,1,3.425,3.786,3.741,7.202,-1.111,1.478,0,0,0,OFFBOARD
37,OUTBOUND,3.76,5.317,-1.458,1.53,-47.567,-1.518,-0.372,5.317,-1.208,47.567,3.396,1.951,1,3.26,3.43,3.4,7.302,-1.049,1.463,0,0,0,OFFBOARD
38,OUTBOUND,3.86,5.52,-1.46,1.526,-47.567,-1.518,-0.372,5.52,-1.21,47.567,3.138,1.806,1,3.061,3.162,3.13,7.402,-0.985,1.445,0,0,0,OFFBOARD
39,OUTBOUND,3.96,5.724,-1.454,1.521,-47.567,-1.518,-0.372,5.724,-1.204,47.567,2.836,1.7,1,2.899,2.892,2.857,7.502,-0.91,1.426,0,0,0,OFFBOARD
40,OUTBOUND,4.07,5.925,-1.44,1.515,-47.567,-1.518,-0.372,5.925,-1.19,47.567,2.579,1.935,1,3.335,2.621,2.603,7.602,-0.834,1.407,0,0,0,OFFBOARD
41,OUTBOUND,4.17,6.129,-1.417,1.508,-47.567,-1.518,-0.372,6.129,-1.167,47.567,2.33,1.958,1,3.509,2.362,2.334,7.702,-0.727,1.388,0,0,0,OFFBOARD
42,OUTBOUND,4.27,6.33,-1.387,1.499,-47.567,-1.518,-0.372,6.33,-1.137,47.567,2.14,2.018,0,3.528,4.767,2.087,7.802,-0.574,1.369,0,0,0,OFFBOARD
43,OUTBOUND,4.37,6.533,-1.348,1.49,-47.567,-1.518,-0.372,6.533,-1.098,47.567,4.596,1.776,1,3.346,5.833,3.881,7.902,-0.436,1.354,0,0,0,OFFBOARD
44,OUTBOUND,4.47,6.731,-1.302,1.48,-47.567,-1.518,-0.372,6.731,-1.052,47.567,4.422,1.508,1,3.175,5.653,4.147,8.066,-0.265,1.34,0,0,0,OFFBOARD
45,OUTBOUND,4.57,6.924,-1.248,1.468,-47.567,-1.518,-0.372,6.924,-0.998,47.567,4.257,1.245,1,3.016,5.49,4.329,8.324,-0.109,1.327,0,0,0,OFFBOARD
46,OUTBOUND,4.67,7.112,-1.184,1.456,-47.567,-1.518,-0.372,7.112,-0.934,47.567,4.202,1.161,1,3.025,5.436,4.388,8.642,0.047,1.316,0,0,0,OFFBOARD
47,OUTBOUND,4.78,7.295,-1.111,1.444,-47.567,-1.518,-0.372,7.295,-0.861,47.567,4.142,2.448,0,3.568,6.32,4.439,8.998,0.073,1.305,0,0,0,OFFBOARD
48,OUTBOUND,4.88,7.469,-1.027,1.431,-47.567,-1.518,-0.372,7.469,-0.777,47.567,4.968,2.424,0,3.723,6.215,4.206,9.233,0.082,1.302,0,0,0,OFFBOARD
49,OUTBOUND,4.98,7.642,-0.932,1.418,-47.567,-1.518,-0.372,7.642,-0.681,47.567,4.971,2.437,0,3.709,10.0,3.842,9.386,0.079,1.303,0,0,0,OFFBOARD
50,OUTBOUND,5.08,7.808,-0.829,1.406,-47.567,-1.518,-0.372,7.808,-0.579,47.567,4.896,3.006,0,4.464,10.0,3.393,9.637,0.048,1.306,0,0,0,OFFBOARD
51,OUTBOUND,5.18,7.979,-0.719,1.394,-47.567,-1.518,-0.372,7.979,-0.469,47.567,4.526,3.05,0,5.146,10.0,3.175,9.947,-0.001,1.313,0,0,0,OFFBOARD
52,OUTBOUND,5.29,8.165,-0.597,1.383,-47.567,-1.518,-0.372,8.165,-0.347,47.567,4.369,3.428,0,5.288,10.0,3.058,10.298,-0.06,1.322,0,0,0,OFFBOARD
53,OUTBOUND,5.39,8.351,-0.48,1.373,-47.567,-1.518,-0.372,8.351,-0.23,47.567,4.282,3.629,0,5.131,10.0,3.034,10.675,-0.119,1.334,0,0,0,OFFBOARD
54,OUTBOUND,5.49,8.541,-0.368,1.365,-47.567,-1.518,-0.372,8.541,-0.118,47.567,4.326,3.755,0,5.116,10.0,3.086,11.065,-0.177,1.351,0,0,0,OFFBOARD
55,OUTBOUND,5.59,8.739,-0.265,1.359,-47.567,-1.518,-0.372,8.739,-0.015,47.567,4.474,3.65,0,5.01,10.0,3.179,11.453,-0.235,1.373,0,0,0,OFFBOARD
56,OUTBOUND,5.69,8.939,-0.174,1.354,-47.567,-1.518,-0.372,8.939,0.076,47.567,4.681,3.843,0,4.89,10.0,3.294,11.826,-0.299,1.396,0,0,0,OFFBOARD
57,OUTBOUND,5.79,9.14,-0.099,1.352,-47.567,-1.518,-0.372,9.14,0.151,47.567,4.896,3.924,0,5.053,10.0,3.404,12.2,-0.369,1.419,0,0,0,OFFBOARD
58,OUTBOUND,5.89,9.341,-0.039,1.352,-47.567,-1.518,-0.372,9.341,0.211,47.567,5.066,4.007,0,5.018,10.0,3.489,12.57,-0.442,1.438,0,0,0,OFFBOARD
59,OUTBOUND,5.99,9.544,0.004,1.354,-47.567,-1.518,-0.372,9.544,0.254,47.567,5.165,4.052,0,5.0,10.0,3.536,12.929,-0.521,1.454,0,0,0,OFFBOARD
60,OUTBOUND,6.1,9.744,0.03,1.358,-47.567,-1.518,-0.372,9.744,0.28,47.567,5.188,3.861,0,5.011,10.0,3.547,13.281,-0.601,1.467,0,0,0,OFFBOARD
61,OUTBOUND,6.2,9.942,0.041,1.364,-47.567,-1.518,-0.372,9.942,0.291,47.567,5.16,3.773,0,4.93,10.0,3.533,13.632,-0.686,1.479,0,0,0,OFFBOARD
62,OUTBOUND,6.3,10.141,0.038,1.371,-47.567,-1.518,-0.372,10.141,0.288,47.567,5.113,4.121,0,4.725,10.0,3.51,13.982,-0.767,1.488,0,0,0,OFFBOARD
63,OUTBOUND,6.4,10.341,0.021,1.38,-47.567,-1.518,-0.372,10.341,0.271,47.567,5.072,4.168,0,4.706,10.0,3.492,14.33,-0.847,1.495,0,0,0,OFFBOARD
64,OUTBOUND,6.5,10.539,-0.009,1.389,-47.567,-1.518,-0.372,10.539,0.241,47.567,5.056,4.217,0,5.077,6.923,3.487,14.674,-0.925,1.5,0,0,0,OFFBOARD
65,OUTBOUND,6.6,10.741,-0.051,1.399,-47.567,-1.518,-0.372,10.741,0.199,47.567,5.074,4.115,0,5.092,6.723,3.498,14.942,-1.004,1.505,0,0,0,OFFBOARD
66,OUTBOUND,6.7,10.941,-0.104,1.409,-47.567,-1.518,-0.372,10.941,0.146,47.567,5.123,3.919,0,5.068,6.526,3.523,15.154,-1.082,1.509,0,0,0,OFFBOARD
67,OUTBOUND,6.81,11.142,-0.168,1.419,-47.567,-1.518,-0.372,11.142,0.082,47.567,5.198,3.787,0,4.974,6.327,3.559,15.328,-1.154,1.514,0,0,0,OFFBOARD
68,OUTBOUND,6.91,11.344,-0.24,1.429,-47.567,-1.518,-0.372,11.344,0.01,47.567,5.29,3.663,0,4.78,6.128,3.601,15.458,-1.223,1.515,0,0,0,OFFBOARD
69,OUTBOUND,7.01,11.548,-0.322,1.438,-47.567,-1.518,-0.372,11.548,-0.072,47.567,5.39,3.525,0,4.586,5.927,3.643,15.558,-1.286,1.514,0,0,0,OFFBOARD
70,OUTBOUND,7.11,11.752,-0.411,1.447,-47.567,-1.518,-0.372,11.752,-0.161,47.567,5.485,3.625,0,4.41,5.727,3.679,15.658,-1.352,1.511,0,0,0,OFFBOARD
71,OUTBOUND,7.21,11.955,-0.505,1.455,-47.567,-1.518,-0.372,11.955,-0.255,47.567,5.463,3.501,0,4.315,5.527,3.707,15.758,-1.413,1.509,0,0,0,OFFBOARD
72,OUTBOUND,7.31,12.159,-0.604,1.463,-47.567,-1.518,-0.372,12.159,-0.354,47.567,5.323,3.352,0,4.2,5.325,3.728,15.858,-1.465,1.509,0,0,0,OFFBOARD
73,OUTBOUND,7.41,12.359,-0.703,1.47,-47.567,-1.518,-0.372,12.359,-0.453,47.567,5.126,3.194,0,4.435,5.127,3.743,15.958,-1.51,1.508,0,0,0,OFFBOARD
74,OUTBOUND,7.52,12.563,-0.805,1.476,-47.567,-1.518,-0.372,12.563,-0.555,47.567,4.861,2.974,0,4.383,4.862,3.754,16.058,-1.544,1.508,0,0,0,OFFBOARD
75,OUTBOUND,7.62,12.765,-0.906,1.481,-47.567,-1.518,-0.372,12.765,-0.656,47.567,4.66,2.816,0,4.275,4.66,3.764,16.158,-1.568,1.512,0,0,0,OFFBOARD
76,OUTBOUND,7.72,12.971,-1.007,1.485,-47.567,-1.518,-0.372,12.971,-0.757,47.567,4.463,2.672,0,4.13,4.463,3.772,16.258,-1.582,1.52,0,0,0,OFFBOARD
77,OUTBOUND,7.82,13.173,-1.104,1.489,-47.567,-1.518,-0.372,13.173,-0.854,47.567,4.261,2.534,0,3.979,4.261,3.782,16.358,-1.585,1.53,0,0,0,OFFBOARD
78,OUTBOUND,7.92,13.375,-1.196,1.493,-47.567,-1.518,-0.372,13.375,-0.946,47.567,4.063,2.404,0,3.851,4.063,3.792,16.458,-1.581,1.542,0,0,0,OFFBOARD
79,OUTBOUND,8.02,13.579,-1.284,1.497,-47.567,-1.518,-0.372,13.579,-1.034,47.567,3.862,2.281,0,3.734,3.862,3.805,16.558,-1.566,1.556,0,0,0,OFFBOARD
80,OUTBOUND,8.12,13.782,-1.365,1.502,-47.567,-1.518,-0.372,13.782,-1.115,47.567,3.662,2.165,0,3.582,3.662,3.662,16.658,-1.54,1.571,0,0,0,OFFBOARD
81,OUTBOUND,8.23,13.984,-1.439,1.507,-47.567,-1.518,-0.372,13.984,-1.189,47.567,3.46,2.059,0,3.38,3.46,3.459,16.758,-1.521,1.587,0,0,0,OFFBOARD
82,OUTBOUND,8.33,14.188,-1.505,1.512,-47.567,-1.518,-0.372,14.188,-1.255,47.567,3.261,1.926,1,3.182,3.261,3.261,16.858,-1.496,1.601,0,0,0,OFFBOARD
83,OUTBOUND,8.43,14.39,-1.562,1.519,-47.567,-1.518,-0.372,14.39,-1.312,47.567,3.061,1.726,1,2.982,3.061,3.061,16.958,-1.461,1.604,0,0,0,OFFBOARD
84,OUTBOUND,8.53,14.592,-1.609,1.526,-47.567,-1.518,-0.372,14.592,-1.359,47.567,2.861,1.526,1,2.782,2.861,2.861,17.058,-1.461,1.598,0,0,0,OFFBOARD
85,OUTBOUND,8.63,14.796,-1.647,1.533,-47.567,-1.518,-0.372,14.796,-1.397,47.567,2.661,1.42,1,2.582,2.661,2.661,17.158,-1.465,1.585,0,0,0,OFFBOARD
86,OUTBOUND,8.73,15.0,-1.675,1.54,-47.567,-1.518,-0.372,15.0,-1.425,47.567,2.461,1.609,1,2.448,2.461,2.461,17.258,-1.491,1.568,0,0,0,OFFBOARD
87,OUTBOUND,8.83,15.202,-1.693,1.546,-47.567,-1.518,-0.372,15.202,-1.443,47.567,2.366,1.625,1,2.383,2.428,2.257,17.358,-1.529,1.547,0,0,0,OFFBOARD
88,OUTBOUND,8.94,15.406,-1.702,1.55,-47.567,-1.518,-0.372,15.406,-1.452,47.567,2.412,1.619,1,2.83,2.508,2.137,17.458,-1.573,1.524,0,0,0,OFFBOARD
89,OUTBOUND,9.04,15.608,-1.704,1.553,-47.567,-1.518,-0.372,15.608,-1.454,47.567,2.405,1.644,1,2.79,2.55,2.11,17.558,-1.628,1.499,0,0,0,OFFBOARD
90,OUTBOUND,9.14,15.81,-1.701,1.554,-47.567,-1.518,-0.372,15.81,-1.451,47.567,2.359,1.582,1,2.787,2.562,2.046,17.658,-1.695,1.473,0,0,0,OFFBOARD
91,OUTBOUND,9.24,16.014,-1.694,1.552,-47.567,-1.518,-0.372,16.014,-1.444,47.567,2.287,1.381,1,2.637,3.794,1.963,17.758,-1.788,1.446,0,0,0,OFFBOARD
92,OUTBOUND,9.34,16.216,-1.686,1.549,-47.567,-1.518,-0.372,16.216,-1.436,47.567,2.213,1.262,1,2.438,3.694,1.869,17.858,-1.903,1.42,0,0,0,OFFBOARD
93,OUTBOUND,9.44,16.418,-1.679,1.543,-47.567,-1.518,-0.372,16.418,-1.429,47.567,3.496,1.061,1,2.243,3.582,1.791,17.958,-2.034,1.395,0,0,0,OFFBOARD
94,OUTBOUND,9.54,16.62,-1.675,1.534,-47.567,-1.518,-0.372,16.62,-1.425,47.567,3.301,0.859,1,2.211,4.446,1.725,18.058,-2.165,1.37,0,0,0,OFFBOARD
95,OUTBOUND,9.65,16.82,-1.675,1.524,-47.567,-1.518,-0.372,16.82,-1.425,47.567,3.241,0.795,1,2.195,4.384,1.71,18.158,-2.276,1.347,0,1,0,OFFBOARD
96,OUTBOUND,9.75,17.018,-1.683,1.512,-47.567,-1.518,-0.372,17.018,-1.433,47.567,2.937,0.733,1,2.502,4.073,4.293,18.258,-2.376,1.325,0,1,0,OFFBOARD
97,OUTBOUND,9.85,17.207,-1.7,1.499,-47.567,-1.518,-0.372,17.207,-1.45,47.567,2.702,0.783,1,2.366,3.828,4.522,18.358,-2.403,1.306,0,1,0,OFFBOARD
98,OUTBOUND,9.95,17.401,-1.729,1.483,-47.567,-1.518,-0.372,17.401,-1.479,47.567,2.535,0.828,1,2.28,3.655,4.683,18.516,-2.339,1.288,0,0,0,OFFBOARD
99,OUTBOUND,10.05,17.578,-1.768,1.467,-47.567,-1.518,-0.372,17.578,-1.517,47.567,2.368,1.174,1,2.218,3.482,4.629,18.653,-2.156,1.273,0,0,0,OFFBOARD
100,OUTBOUND,10.15,17.745,-1.816,1.45,-47.567,-1.518,-0.372,17.745,-1.566,47.567,2.259,1.117,1,2.177,3.316,4.456,18.838,-1.978,1.261,0,0,0,OFFBOARD
101,OUTBOUND,10.26,17.903,-1.872,1.433,-47.567,-1.518,-0.372,17.903,-1.622,47.567,2.727,1.37,1,2.032,3.155,4.237,19.041,-1.822,1.251,0,0,0,OFFBOARD
102,OUTBOUND,10.36,18.054,-1.932,1.415,-47.567,-1.518,-0.372,18.054,-1.682,47.567,2.763,1.295,1,1.878,2.997,3.515,19.266,-1.66,1.244,0,0,0,OFFBOARD
103,OUTBOUND,10.46,18.195,-1.989,1.398,-47.567,-1.518,-0.372,18.195,-1.738,47.567,2.818,1.226,1,1.761,2.842,2.871,19.468,-1.494,1.239,0,0,0,OFFBOARD
104,OUTBOUND,10.56,18.332,-2.036,1.381,-47.567,-1.518,-0.372,18.332,-1.786,47.567,2.706,1.175,1,2.311,2.7,2.678,19.651,-1.32,1.237,0,0,0,OFFBOARD
105,OUTBOUND,10.66,18.469,-2.07,1.365,-47.567,-1.518,-0.372,18.469,-1.82,47.567,2.558,1.137,1,2.411,2.56,2.561,19.78,-1.155,1.238,0,0,0,OFFBOARD
106,OUTBOUND,10.76,18.606,-2.085,1.349,-47.567,-1.518,-0.372,18.606,-1.835,47.567,2.44,1.125,1,2.399,2.428,2.339,19.88,-0.997,1.24,0,0,0,OFFBOARD
107,OUTBOUND,10.86,18.744,-2.078,1.335,-47.567,-1.518,-0.372,18.744,-1.828,47.567,2.482,1.118,1,2.257,2.395,2.3,19.98,-0.844,1.245,0,0,0,OFFBOARD
108,OUTBOUND,10.97,18.888,-2.048,1.323,-47.567,-1.518,-0.372,18.888,-1.798,47.567,2.914,0.98,1,2.153,3.275,2.199,20.08,-0.707,1.252,0,0,0,OFFBOARD
109,OUTBOUND,11.07,19.036,-1.996,1.311,-47.567,-1.518,-0.372,19.036,-1.746,47.567,3.147,1.245,1,2.756,3.253,2.517,20.18,-0.587,1.26,0,0,0,OFFBOARD
110,OUTBOUND,11.17,19.185,-1.922,1.302,-47.567,-1.518,-0.372,19.185,-1.672,47.567,3.107,1.345,1,2.946,3.113,2.819,20.28,-0.468,1.27,0,0,0,OFFBOARD
111,OUTBOUND,11.27,19.333,-1.831,1.294,-47.567,-1.518,-0.372,19.333,-1.581,47.567,3.764,1.472,1,2.974,4.214,3.165,20.38,-0.361,1.281,0,0,0,OFFBOARD
112,OUTBOUND,11.37,19.479,-1.724,1.287,-47.567,-1.518,-0.372,19.479,-1.474,47.567,4.093,1.555,1,2.856,4.089,3.478,20.48,-0.261,1.293,0,0,0,OFFBOARD
113,OUTBOUND,11.47,19.621,-1.604,1.283,-47.567,-1.518,-0.372,19.621,-1.354,47.567,3.985,1.575,1,2.815,5.165,3.707,20.58,-0.175,1.305,0,0,0,OFFBOARD
114,OUTBOUND,11.58,19.759,-1.474,1.28,-47.567,-1.518,-0.372,19.759,-1.224,47.567,3.896,2.026,0,3.489,5.086,3.798,20.68,-0.126,1.318,0,0,0,OFFBOARD
115,OUTBOUND,11.68,19.891,-1.337,1.279,-47.567,-1.518,-0.372,19.891,-1.087,47.567,4.823,2.243,0,3.628,6.141,3.816,20.78,-0.095,1.34,0,0,0,OFFBOARD
116,OUTBOUND,11.78,20.018,-1.194,1.28,-47.567,-1.518,-0.372,20.018,-0.944,47.567,4.86,2.299,0,3.615,6.099,3.788,20.88,-0.081,1.37,0,0,0,OFFBOARD
117,OUTBOUND,11.88,20.138,-1.05,1.283,-47.567,-1.518,-0.372,20.138,-0.8,47.567,4.749,2.346,0,3.575,10.0,3.735,20.98,-0.078,1.406,0,0,0,OFFBOARD
118,OUTBOUND,11.98,20.254,-0.906,1.288,-47.567,-1.518,-0.372,20.254,-0.656,47.567,5.423,2.778,0,4.249,10.0,3.677,21.129,-0.1,1.441,0,0,0,OFFBOARD
119,OUTBOUND,12.08,20.365,-0.764,1.295,-47.567,-1.518,-0.372,20.365,-0.514,47.567,5.502,3.119,0,4.452,10.0,3.606,21.336,-0.144,1.478,0,0,0,OFFBOARD
120,OUTBOUND,12.19,20.477,-0.624,1.306,-47.567,-1.518,-0.372,20.477,-0.374,47.567,5.387,3.065,0,4.337,10.0,3.539,21.584,-0.193,1.513,0,0,0,OFFBOARD
121,OUTBOUND,12.29,20.583,-0.496,1.318,-47.567,-1.518,-0.372,20.583,-0.246,47.567,5.07,3.639,0,4.779,10.0,3.429,21.86,-0.258,1.547,0,0,0,OFFBOARD
122,OUTBOUND,12.39,20.69,-0.378,1.334,-47.567,-1.518,-0.372,20.69,-0.128,47.567,4.699,3.811,0,5.189,10.0,3.279,22.156,-0.327,1.579,0,0,0,OFFBOARD
123,OUTBOUND,12.49,20.799,-0.274,1.351,-47.567,-1.518,-0.372,20.799,-0.024,47.567,4.312,3.688,0,5.151,10.0,3.105,22.481,-0.389,1.609,0,0,0,OFFBOARD
124,OUTBOUND,12.59,20.912,-0.186,1.371,-47.567,-1.518,-0.372,20.912,0.064,47.567,3.964,3.389,0,6.011,6.84,2.936,22.84,-0.443,1.638,0,0,0,OFFBOARD
125,OUTBOUND,12.69,21.034,-0.114,1.392,-47.567,-1.518,-0.372,21.034,0.136,47.567,3.702,3.176,0,6.024,6.044,2.803,23.118,-0.488,1.665,0,0,0,OFFBOARD
126,OUTBOUND,12.79,21.17,-0.06,1.415,-47.567,-1.518,-0.372,21.169,0.19,47.567,3.579,3.085,0,6.927,5.67,2.743,23.371,-0.533,1.691,0,0,0,OFFBOARD
127,OUTBOUND,12.89,21.317,-0.024,1.438,-47.567,-1.518,-0.372,21.317,0.226,47.567,3.607,3.123,0,6.905,5.685,2.768,23.632,-0.581,1.715,0,0,0,OFFBOARD
128,OUTBOUND,13.0,21.479,-0.005,1.463,-47.567,-1.518,-0.372,21.479,0.245,47.567,3.779,3.286,0,6.633,6.064,2.875,23.929,-0.637,1.737,0,0,0,OFFBOARD
129,OUTBOUND,13.1,21.652,-0.002,1.488,-47.567,-1.518,-0.372,21.652,0.248,47.567,4.087,3.202,0,5.522,6.646,3.056,24.257,-0.711,1.755,0,0,0,OFFBOARD
130,OUTBOUND,13.2,21.834,-0.014,1.514,-47.567,-1.518,-0.372,21.834,0.236,47.567,4.497,3.028,0,5.332,10.0,3.286,24.573,-0.806,1.769,0,0,0,OFFBOARD
131,OUTBOUND,13.3,22.023,-0.039,1.539,-47.567,-1.518,-0.372,22.023,0.211,47.567,4.975,2.947,0,5.061,10.0,3.541,24.853,-0.91,1.777,0,0,0,OFFBOARD
