step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
19,OUTBOUND,1.93,1.156,-0.215,1.577,1.664,-0.247,-0.767,1.156,-0.515,1.664,5.723,3.618,0,4.747,10.0,3.845,2.242,-0.888,1.687,0,0,0,OFFBOARD
20,OUTBOUND,2.03,1.27,-0.283,1.587,1.664,-0.247,-0.767,1.27,-0.583,1.664,5.812,3.507,0,4.68,10.0,3.89,2.401,-0.939,1.693,0,0,0,OFFBOARD
21,OUTBOUND,2.13,1.385,-0.351,1.597,1.664,-0.247,-0.767,1.385,-0.651,1.664,5.802,3.393,0,4.632,10.0,3.913,2.59,-0.98,1.698,0,0,0,OFFBOARD
22,OUTBOUND,2.23,1.501,-0.422,1.607,1.664,-0.247,-0.767,1.501,-0.722,1.664,5.759,3.275,0,4.512,10.0,3.902,2.83,-1.012,1.702,0,0,0,OFFBOARD
23,OUTBOUND,2.34,1.619,-0.494,1.617,1.664,-0.247,-0.767,1.619,-0.794,1.664,5.642,3.152,0,4.382,10.0,3.848,3.114,-1.031,1.704,0,0,0,OFFBOARD
24,OUTBOUND,2.44,1.74,-0.566,1.626,1.664,-0.247,-0.767,1.74,-0.866,1.664,5.47,3.034,0,4.257,10.0,3.738,3.434,-1.036,1.705,0,0,0,OFFBOARD
25,OUTBOUND,2.54,1.865,-0.638,1.635,1.664,-0.247,-0.767,1.865,-0.938,1.664,5.129,2.985,0,4.811,10.0,3.59,3.79,-1.039,1.704,0,0,0,OFFBOARD
26,OUTBOUND,2.64,1.998,-0.709,1.644,1.664,-0.247,-0.767,1.998,-1.009,1.664,4.784,2.938,0,4.998,10.0,3.432,4.157,-1.043,1.703,0,0,0,OFFBOARD
27,OUTBOUND,2.74,2.139,-0.776,1.652,1.664,-0.247,-0.767,2.139,-1.076,1.664,4.547,3.15,0,4.977,10.0,3.324,4.478,-1.063,1.7,0,0,0,OFFBOARD
28,OUTBOUND,2.84,2.293,-0.841,1.659,1.664,-0.247,-0.767,2.293,-1.141,1.664,4.468,3.068,0,4.837,6.952,3.294,4.724,-1.084,1.696,0,0,0,OFFBOARD
29,OUTBOUND,2.94,2.458,-0.9,1.665,1.664,-0.247,-0.767,2.458,-1.2,1.664,4.542,2.96,0,4.691,10.0,3.343,4.89,-1.103,1.69,0,0,0,OFFBOARD
30,OUTBOUND,3.05,2.631,-0.954,1.67,1.664,-0.247,-0.767,2.631,-1.254,1.664,4.742,2.827,0,4.543,10.0,3.462,5.034,-1.11,1.684,0,0,0,OFFBOARD
31,OUTBOUND,3.15,2.817,-1.002,1.674,1.664,-0.247,-0.767,2.816,-1.302,1.664,5.081,2.681,0,4.354,10.0,3.635,5.177,-1.101,1.678,0,0,0,OFFBOARD
32,OUTBOUND,3.25,3.006,-1.045,1.677,1.664,-0.247,-0.767,3.006,-1.345,1.664,5.453,2.574,0,4.109,6.999,3.736,5.337,-1.078,1.671,0,0,0,OFFBOARD
33,OUTBOUND,3.35,3.2,-1.081,1.68,1.664,-0.247,-0.767,3.2,-1.381,1.664,5.363,2.48,0,3.89,6.654,3.843,5.456,-1.034,1.664,0,0,0,OFFBOARD
34,OUTBOUND,3.45,3.389,-1.112,1.681,1.664,-0.247,-0.767,3.389,-1.412,1.664,5.034,2.378,0,3.677,6.4,4.161,5.584,-0.952,1.656,0,0,0,OFFBOARD
35,OUTBOUND,3.56,3.591,-1.139,1.681,1.664,-0.247,-0.767,3.591,-1.439,1.664,4.895,2.339,0,3.593,6.211,4.241,5.728,-0.831,1.649,0,0,0,OFFBOARD
36,OUTBOUND,3.66,3.785,-1.16,1.68,1.664,-0.247,-0.767,3.785,-1.46,1.664,4.765,2.25,0,3.509,6.021,4.248,5.899,-0.673,1.642,0,0,0,OFFBOARD
37,OUTBOUND,3.76,3.983,-1.174,1.679,1.664,-0.247,-0.767,3.983,-1.474,1.664,4.57,1.996,1,3.314,5.955,4.219,6.128,-0.48,1.635,0,0,0,OFFBOARD
38,OUTBOUND,3.86,4.177,-1.18,1.677,1.664,-0.247,-0.767,4.177,-1.48,1.664,4.374,1.741,1,3.125,6.695,4.173,6.412,-0.271,1.616,0,0,0,OFFBOARD
39,OUTBOUND,3.96,4.374,-1.175,1.673,1.664,-0.247,-0.767,4.374,-1.475,1.664,4.344,1.487,1,3.596,6.69,4.128,6.71,-0.031,1.59,0,0,0,OFFBOARD
40,OUTBOUND,4.06,4.57,-1.158,1.669,1.664,-0.247,-0.767,4.57,-1.458,1.664,5.159,1.256,1,3.794,6.501,4.093,6.974,0.184,1.558,0,0,0,OFFBOARD
41,OUTBOUND,4.17,4.77,-1.126,1.663,1.664,-0.247,-0.767,4.77,-1.425,1.664,5.039,2.378,0,3.78,6.31,4.072,7.194,0.305,1.523,0,0,0,OFFBOARD
42,OUTBOUND,4.27,4.968,-1.075,1.656,1.664,-0.247,-0.767,4.968,-1.375,1.664,4.846,2.339,0,3.588,6.3,4.064,7.419,0.42,1.499,0,0,0,OFFBOARD
43,OUTBOUND,4.37,5.168,-1.005,1.646,1.664,-0.247,-0.767,5.168,-1.305,1.664,4.828,2.224,0,3.541,10.0,4.063,7.607,0.55,1.482,0,0,0,OFFBOARD
44,OUTBOUND,4.47,5.368,-0.915,1.635,1.664,-0.247,-0.767,5.368,-1.214,1.664,5.71,2.651,0,4.157,6.977,4.067,7.774,0.635,1.471,0,0,0,OFFBOARD
45,OUTBOUND,4.57,5.569,-0.805,1.622,1.664,-0.247,-0.767,5.569,-1.105,1.664,5.517,2.785,0,4.26,10.0,4.069,7.888,0.698,1.465,0,0,0,OFFBOARD
46,OUTBOUND,4.67,5.773,-0.677,1.609,1.664,-0.247,-0.767,5.773,-0.977,1.664,5.322,2.81,0,4.065,10.0,4.066,8.062,0.746,1.464,0,0,0,OFFBOARD
47,OUTBOUND,4.77,5.974,-0.537,1.595,1.664,-0.247,-0.767,5.974,-0.837,1.664,5.93,3.129,0,3.958,10.0,4.054,8.27,0.765,1.466,0,0,0,OFFBOARD
48,OUTBOUND,4.88,6.175,-0.388,1.581,1.664,-0.247,-0.767,6.175,-0.688,1.664,5.984,3.426,0,4.479,10.0,4.025,8.516,0.781,1.472,0,0,0,OFFBOARD
49,OUTBOUND,4.98,6.379,-0.232,1.568,1.664,-0.247,-0.767,6.379,-0.532,1.664,5.848,3.47,0,4.562,10.0,3.987,8.754,0.785,1.48,0,0,0,OFFBOARD
50,OUTBOUND,5.08,6.58,-0.078,1.556,1.664,-0.247,-0.767,6.58,-0.378,1.664,5.758,3.872,0,4.526,10.0,3.954,8.962,0.764,1.49,0,0,0,OFFBOARD
51,OUTBOUND,5.18,6.781,0.072,1.546,1.664,-0.247,-0.767,6.781,-0.228,1.664,5.751,3.957,0,4.326,10.0,3.928,9.129,0.721,1.502,0,0,0,OFFBOARD
52,OUTBOUND,5.28,6.985,0.217,1.537,1.664,-0.247,-0.767,6.985,-0.083,1.664,5.745,3.769,0,4.324,10.0,3.903,9.247,0.667,1.516,0,0,0,OFFBOARD
53,OUTBOUND,5.38,7.186,0.35,1.53,1.664,-0.247,-0.767,7.186,0.05,1.664,5.664,3.6,0,4.694,10.0,3.879,9.347,0.614,1.531,0,0,0,OFFBOARD
54,OUTBOUND,5.48,7.39,0.471,1.524,1.664,-0.247,-0.767,7.39,0.171,1.664,5.608,3.448,0,4.646,10.0,3.861,9.447,0.56,1.547,0,0,0,OFFBOARD
55,OUTBOUND,5.59,7.591,0.577,1.521,1.664,-0.247,-0.767,7.591,0.277,1.664,5.572,3.31,0,4.558,10.0,3.85,9.547,0.515,1.564,0,0,0,OFFBOARD
56,OUTBOUND,5.69,7.795,0.668,1.519,1.664,-0.247,-0.767,7.795,0.368,1.664,5.556,3.179,0,4.419,10.0,3.846,9.647,0.476,1.581,0,0,0,OFFBOARD
57,OUTBOUND,5.79,7.995,0.741,1.52,1.664,-0.247,-0.767,7.995,0.441,1.664,5.558,3.024,0,4.318,10.0,3.85,9.747,0.449,1.598,0,0,0,OFFBOARD
58,OUTBOUND,5.89,8.203,0.799,1.522,1.664,-0.247,-0.767,8.203,0.499,1.664,5.399,2.862,0,4.119,10.0,3.862,9.847,0.418,1.614,0,0,0,OFFBOARD
59,OUTBOUND,5.99,8.405,0.839,1.526,1.664,-0.247,-0.767,8.405,0.539,1.664,5.255,2.664,0,3.924,10.0,3.908,9.947,0.379,1.63,0,0,0,OFFBOARD
60,OUTBOUND,6.09,8.608,0.863,1.532,1.664,-0.247,-0.767,8.608,0.563,1.664,5.062,2.511,0,3.753,10.0,4.014,10.047,0.336,1.645,0,0,0,OFFBOARD
61,OUTBOUND,6.2,8.81,0.873,1.539,1.664,-0.247,-0.767,8.81,0.573,1.664,4.829,2.459,0,3.609,10.0,4.187,10.147,0.289,1.659,0,0,0,OFFBOARD
62,OUTBOUND,6.3,9.007,0.869,1.548,1.664,-0.247,-0.767,9.007,0.569,1.664,4.654,2.716,0,3.459,10.0,4.419,10.247,0.257,1.672,0,0,0,OFFBOARD
63,OUTBOUND,6.4,9.199,0.854,1.557,1.664,-0.247,-0.767,9.199,0.554,1.664,4.49,2.712,0,3.32,6.939,4.686,10.347,0.231,1.683,0,0,0,OFFBOARD
64,OUTBOUND,6.5,9.384,0.828,1.567,1.664,-0.247,-0.767,9.384,0.528,1.664,4.329,2.715,0,3.207,6.761,4.952,10.447,0.215,1.691,0,0,0,OFFBOARD
65,OUTBOUND,6.6,9.56,0.794,1.578,1.664,-0.247,-0.767,9.56,0.494,1.664,4.171,2.692,0,3.128,6.602,5.175,10.547,0.203,1.697,0,0,0,OFFBOARD
66,OUTBOUND,6.7,9.729,0.752,1.589,1.664,-0.247,-0.767,9.729,0.452,1.664,4.059,2.671,0,3.443,6.454,5.321,10.647,0.197,1.7,0,0,0,OFFBOARD
67,OUTBOUND,6.8,9.887,0.704,1.6,1.664,-0.247,-0.767,9.886,0.404,1.664,4.063,2.536,0,3.491,6.324,5.374,10.747,0.192,1.7,0,0,0,OFFBOARD
68,OUTBOUND,6.9,10.034,0.652,1.611,1.664,-0.247,-0.767,10.034,0.352,1.664,4.573,2.499,0,3.526,6.192,5.346,10.847,0.184,1.7,0,0,0,OFFBOARD
69,OUTBOUND,7.01,10.172,0.598,1.621,1.664,-0.247,-0.767,10.172,0.298,1.664,4.726,2.896,0,3.546,10.0,5.261,10.947,0.196,1.699,0,0,0,OFFBOARD
70,OUTBOUND,7.11,10.301,0.542,1.63,1.664,-0.247,-0.767,10.301,0.242,1.664,4.666,2.986,0,3.42,10.0,5.135,11.047,0.219,1.698,0,0,0,OFFBOARD
71,OUTBOUND,7.21,10.423,0.486,1.639,1.664,-0.247,-0.767,10.423,0.186,1.664,4.538,3.043,0,3.361,6.986,5.024,11.147,0.245,1.695,0,0,0,OFFBOARD
72,OUTBOUND,7.31,10.537,0.432,1.647,1.664,-0.247,-0.767,10.537,0.132,1.664,4.6,3.096,0,3.676,6.878,4.908,11.247,0.278,1.692,0,0,0,OFFBOARD
73,OUTBOUND,7.41,10.647,0.381,1.654,1.664,-0.247,-0.767,10.647,0.081,1.664,5.411,2.996,0,3.833,6.772,4.808,11.347,0.315,1.688,0,0,0,OFFBOARD
74,OUTBOUND,7.51,10.75,0.335,1.66,1.664,-0.247,-0.767,10.75,0.035,1.664,5.422,3.012,0,3.895,6.671,4.722,11.447,0.351,1.683,0,0,0,OFFBOARD
75,OUTBOUND,7.61,10.85,0.294,1.665,1.664,-0.247,-0.767,10.85,-0.006,1.664,5.317,3.43,0,3.968,6.575,4.649,11.547,0.402,1.678,0,0,0,OFFBOARD
76,OUTBOUND,7.72,10.946,0.26,1.669,1.664,-0.247,-0.767,10.946,-0.04,1.664,5.214,3.519,0,3.956,6.482,4.584,11.647,0.45,1.671,0,0,0,OFFBOARD
77,OUTBOUND,7.82,11.038,0.233,1.672,1.664,-0.247,-0.767,11.038,-0.067,1.664,5.18,3.542,0,3.923,6.452,4.564,11.747,0.496,1.662,0,0,0,OFFBOARD
78,OUTBOUND,7.92,11.128,0.214,1.674,1.664,-0.247,-0.767,11.128,-0.086,1.664,5.917,3.628,0,3.775,6.304,4.467,11.847,0.538,1.647,0,0,0,OFFBOARD
79,OUTBOUND,8.02,11.216,0.203,1.675,1.664,-0.247,-0.767,11.216,-0.097,1.664,6.043,3.643,0,3.82,6.219,4.411,11.947,0.594,1.633,0,0,0,OFFBOARD
80,OUTBOUND,8.12,11.303,0.201,1.675,1.664,-0.247,-0.767,11.303,-0.099,1.664,6.061,3.556,0,4.18,6.135,4.357,12.047,0.655,1.621,0,0,0,OFFBOARD
81,OUTBOUND,8.22,11.389,0.207,1.673,1.664,-0.247,-0.767,11.389,-0.093,1.664,5.955,3.439,0,4.279,6.025,4.286,12.147,0.71,1.609,0,0,0,OFFBOARD
82,OUTBOUND,8.32,11.474,0.221,1.67,1.664,-0.247,-0.767,11.474,-0.079,1.664,5.864,3.358,0,4.328,5.943,4.236,12.247,0.766,1.593,0,0,0,OFFBOARD
83,OUTBOUND,8.43,11.56,0.243,1.666,1.664,-0.247,-0.767,11.56,-0.057,1.664,5.773,3.345,0,4.376,5.86,4.189,12.347,0.821,1.573,0,0,0,OFFBOARD
84,OUTBOUND,8.53,11.646,0.272,1.661,1.664,-0.247,-0.767,11.646,-0.028,1.664,5.683,3.32,0,4.417,5.776,4.146,12.447,0.868,1.549,0,0,0,OFFBOARD
85,OUTBOUND,8.63,11.732,0.307,1.654,1.664,-0.247,-0.767,11.732,0.007,1.664,5.637,3.284,0,4.337,5.694,4.106,12.547,0.908,1.523,0,0,0,OFFBOARD
86,OUTBOUND,8.73,11.819,0.349,1.646,1.664,-0.247,-0.767,11.819,0.049,1.664,5.607,3.237,0,4.248,5.608,4.068,12.647,0.946,1.495,0,0,0,OFFBOARD
87,OUTBOUND,8.83,11.906,0.396,1.636,1.664,-0.247,-0.767,11.906,0.096,1.664,5.522,3.492,0,4.161,5.523,4.033,12.747,0.996,1.466,0,0,0,OFFBOARD
88,OUTBOUND,8.93,11.996,0.449,1.625,1.664,-0.247,-0.767,11.996,0.149,1.664,5.435,3.443,0,4.074,5.436,3.998,12.847,1.047,1.438,0,0,0,OFFBOARD
89,OUTBOUND,9.03,12.086,0.504,1.611,1.664,-0.247,-0.767,12.086,0.204,1.664,5.346,3.387,0,4.054,5.347,3.963,12.947,1.094,1.413,0,0,0,OFFBOARD
90,OUTBOUND,9.14,12.177,0.562,1.597,1.664,-0.247,-0.767,12.177,0.262,1.664,5.258,3.326,0,4.031,5.257,3.929,13.047,1.139,1.397,0,0,0,OFFBOARD
91,OUTBOUND,9.24,12.27,0.622,1.581,1.664,-0.247,-0.767,12.27,0.323,1.664,5.175,3.263,0,4.003,5.171,3.895,13.161,1.183,1.39,0,0,0,OFFBOARD
92,OUTBOUND,9.34,12.364,0.685,1.563,1.664,-0.247,-0.767,12.364,0.385,1.664,5.371,3.194,0,4.347,5.454,3.858,13.361,1.224,1.39,0,0,0,OFFBOARD
93,OUTBOUND,9.44,12.459,0.747,1.546,1.664,-0.247,-0.767,12.459,0.447,1.664,5.488,3.127,0,4.363,5.739,3.804,13.64,1.262,1.395,0,0,0,OFFBOARD
94,OUTBOUND,9.54,12.555,0.809,1.53,1.664,-0.247,-0.767,12.555,0.509,1.664,5.396,3.068,0,4.465,6.944,3.695,13.975,1.297,1.406,0,0,0,OFFBOARD
95,OUTBOUND,9.64,12.654,0.872,1.514,1.664,-0.247,-0.767,12.654,0.572,1.664,5.139,2.998,0,4.514,10.0,3.517,14.342,1.328,1.42,0,0,0,OFFBOARD
96,OUTBOUND,9.74,12.758,0.933,1.5,1.664,-0.247,-0.767,12.758,0.633,1.664,4.641,2.982,0,4.485,10.0,3.268,14.592,1.342,1.437,0,0,0,OFFBOARD
97,OUTBOUND,9.84,12.87,0.993,1.488,1.664,-0.247,-0.767,12.87,0.693,1.664,4.171,2.939,0,5.178,6.651,3.025,14.772,1.348,1.457,0,0,0,OFFBOARD
98,OUTBOUND,9.95,12.994,1.053,1.478,1.664,-0.247,-0.767,12.994,0.753,1.664,3.848,2.84,0,5.368,5.925,2.85,15.046,1.371,1.479,0,0,0,OFFBOARD
99,OUTBOUND,10.05,13.132,1.109,1.471,1.664,-0.247,-0.767,13.132,0.809,1.664,3.719,2.755,0,5.245,5.654,2.78,15.381,1.404,1.503,0,0,0,OFFBOARD
100,OUTBOUND,10.15,13.285,1.163,1.466,1.664,-0.247,-0.767,13.285,0.863,1.664,3.762,2.686,0,5.107,5.778,2.805,15.757,1.437,1.527,0,0,0,OFFBOARD
101,OUTBOUND,10.25,13.451,1.213,1.464,1.664,-0.247,-0.767,13.451,0.913,1.664,3.959,2.594,0,4.966,6.201,2.913,16.158,1.461,1.552,0,0,0,OFFBOARD
102,OUTBOUND,10.35,13.628,1.26,1.465,1.664,-0.247,-0.767,13.628,0.96,1.664,4.289,2.445,0,4.565,6.135,3.088,16.577,1.475,1.577,0,0,0,OFFBOARD
103,OUTBOUND,10.45,13.815,1.304,1.469,1.664,-0.247,-0.767,13.814,1.004,1.664,4.709,2.286,0,3.613,5.934,3.3,17.006,1.482,1.601,0,0,0,OFFBOARD
104,OUTBOUND,10.55,14.004,1.344,1.475,1.664,-0.247,-0.767,14.004,1.044,1.664,4.68,2.172,0,3.414,5.787,3.447,17.443,1.483,1.625,0,0,0,OFFBOARD
105,OUTBOUND,10.66,14.195,1.38,1.483,1.664,-0.247,-0.767,14.195,1.08,1.664,4.449,1.941,1,3.193,5.489,3.684,17.884,1.471,1.646,0,0,0,OFFBOARD
106,OUTBOUND,10.76,14.387,1.413,1.493,1.664,-0.247,-0.767,14.387,1.114,1.664,4.271,1.809,1,3.016,5.264,3.791,18.328,1.403,1.655,0,0,0,OFFBOARD
107,OUTBOUND,10.86,14.581,1.444,1.505,1.664,-0.247,-0.767,14.581,1.144,1.664,4.084,1.751,1,2.91,5.04,3.833,18.774,1.287,1.653,0,0,0,OFFBOARD
108,OUTBOUND,10.96,14.774,1.471,1.518,1.664,-0.247,-0.767,14.774,1.171,1.664,3.824,1.933,1,3.331,4.74,3.822,19.21,1.152,1.644,0,0,0,OFFBOARD
109,OUTBOUND,11.06,14.966,1.493,1.531,1.664,-0.247,-0.767,14.966,1.193,1.664,3.795,1.89,1,3.384,4.512,3.798,19.637,1.0,1.629,0,0,0,OFFBOARD
110,OUTBOUND,11.16,15.163,1.51,1.543,1.664,-0.247,-0.767,15.163,1.21,1.664,4.203,1.87,1,3.377,4.285,3.785,19.986,0.831,1.611,0,0,0,OFFBOARD
111,OUTBOUND,11.26,15.358,1.518,1.554,1.664,-0.247,-0.767,15.358,1.218,1.664,4.011,1.864,1,3.231,4.052,3.785,20.221,0.624,1.597,0,0,0,OFFBOARD
112,OUTBOUND,11.37,15.554,1.515,1.564,1.664,-0.247,-0.767,15.554,1.216,1.664,3.791,1.793,1,3.04,3.817,3.739,20.375,0.404,1.588,0,0,0,OFFBOARD
113,OUTBOUND,11.47,15.751,1.5,1.571,1.664,-0.247,-0.767,15.751,1.2,1.664,3.553,1.623,1,2.91,3.58,3.537,20.476,0.18,1.583,0,0,0,OFFBOARD
114,OUTBOUND,11.57,15.951,1.468,1.577,1.664,-0.247,-0.767,15.951,1.168,1.664,3.311,1.916,1,3.512,3.34,3.295,20.576,-0.03,1.581,0,0,0,OFFBOARD
115,OUTBOUND,11.67,16.151,1.418,1.581,1.664,-0.247,-0.767,16.151,1.118,1.664,3.074,1.993,1,3.615,3.1,3.051,20.676,-0.236,1.576,0,0,0,OFFBOARD
116,OUTBOUND,11.77,16.354,1.348,1.584,1.664,-0.247,-0.767,16.354,1.048,1.664,2.844,2.151,0,3.52,2.898,2.823,20.776,-0.447,1.566,0,0,0,OFFBOARD
117,OUTBOUND,11.87,16.557,1.255,1.586,1.664,-0.247,-0.767,16.557,0.955,1.664,2.697,2.071,0,3.327,5.739,2.601,20.975,-0.612,1.549,0,0,0,OFFBOARD
118,OUTBOUND,11.97,16.758,1.143,1.586,1.664,-0.247,-0.767,16.758,0.844,1.664,4.483,2.076,0,3.919,6.794,2.572,21.259,-0.747,1.528,0,0,0,OFFBOARD
119,OUTBOUND,12.08,16.959,1.013,1.585,1.664,-0.247,-0.767,16.959,0.713,1.664,5.344,2.091,0,4.023,6.6,4.022,21.551,-0.866,1.51,0,0,0,OFFBOARD
120,OUTBOUND,12.18,17.162,0.864,1.582,1.664,-0.247,-0.767,17.162,0.564,1.664,5.146,1.851,1,3.889,10.0,4.021,21.859,-0.962,1.495,0,0,0,OFFBOARD
121,OUTBOUND,12.28,17.366,0.7,1.578,1.664,-0.247,-0.767,17.366,0.401,1.664,5.775,1.814,1,3.835,10.0,4.01,22.06,-1.049,1.486,0,0,0,OFFBOARD
122,OUTBOUND,12.38,17.567,0.531,1.573,1.664,-0.247,-0.767,17.567,0.231,1.664,5.918,3.182,0,4.412,10.0,3.988,22.194,-1.106,1.482,0,0,0,OFFBOARD
123,OUTBOUND,12.48,17.77,0.353,1.566,1.664,-0.247,-0.767,17.77,0.053,1.664,5.801,3.29,0,4.375,10.0,3.96,22.294,-1.136,1.483,0,0,0,OFFBOARD
124,OUTBOUND,12.58,17.971,0.173,1.559,1.664,-0.247,-0.767,17.971,-0.127,1.664,5.752,3.722,0,4.344,6.966,3.936,22.394,-1.155,1.487,0,0,0,OFFBOARD
125,OUTBOUND,12.69,18.172,-0.007,1.552,1.664,-0.247,-0.767,18.172,-0.307,1.664,5.921,3.994,0,4.146,6.761,3.917,22.494,-1.144,1.495,0,0,0,OFFBOARD
126,OUTBOUND,12.79,18.374,-0.186,1.545,1.664,-0.247,-0.767,18.374,-0.486,1.664,5.879,3.882,0,4.154,6.547,3.904,22.594,-1.109,1.504,0,0,0,OFFBOARD
127,OUTBOUND,12.89,18.578,-0.362,1.539,1.664,-0.247,-0.767,18.578,-0.662,1.664,5.795,3.613,0,4.562,6.335,3.899,22.694,-1.049,1.516,0,0,0,OFFBOARD
128,OUTBOUND,12.99,18.775,-0.526,1.533,1.664,-0.247,-0.767,18.775,-0.826,1.664,5.695,3.292,0,4.57,6.056,3.889,22.794,-0.966,1.53,0,0,0,OFFBOARD
129,OUTBOUND,13.09,18.981,-0.685,1.529,1.664,-0.247,-0.767,18.981,-0.985,1.664,5.649,3.147,0,4.556,5.916,3.882,22.894,-0.877,1.544,0,0,0,OFFBOARD
130,OUTBOUND,13.19,19.185,-0.828,1.527,1.664,-0.247,-0.767,19.185,-1.128,1.664,5.591,2.948,0,4.404,5.705,3.871,22.994,-0.78,1.559,0,0,0,OFFBOARD
131,OUTBOUND,13.29,19.387,-0.952,1.525,1.664,-0.247,-0.767,19.387,-1.252,1.664,5.37,2.734,0,4.141,5.432,3.861,23.094,-0.682,1.575,0,0,0,OFFBOARD
132,OUTBOUND,13.4,19.593,-1.057,1.526,1.664,-0.247,-0.767,19.593,-1.357,1.664,5.176,2.603,0,3.941,5.214,3.857,23.194,-0.583,1.591,0,0,0,OFFBOARD
133,OUTBOUND,13.5,19.795,-1.138,1.528,1.664,-0.247,-0.767,19.795,-1.438,1.664,4.984,2.484,0,3.741,5.006,3.858,23.294,-0.488,1.606,0,0,0,OFFBOARD
134,OUTBOUND,13.6,19.999,-1.196,1.531,1.664,-0.247,-0.767,19.999,-1.496,1.664,4.786,2.283,0,3.541,4.8,3.864,23.394,-0.372,1.621,0,0,0,OFFBOARD
