step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
15,OUTBOUND,1.52,1.094,-0.054,1.537,1.573,0.34,-0.769,1.094,-0.104,1.573,5.174,3.753,0,4.909,10.0,3.579,2.683,-0.407,1.649,0,0,0,OFFBOARD
16,OUTBOUND,1.62,1.252,-0.082,1.545,1.573,0.34,-0.769,1.252,-0.132,1.573,5.284,3.684,0,4.77,10.0,3.633,2.793,-0.429,1.662,0,0,0,OFFBOARD
17,OUTBOUND,1.72,1.415,-0.114,1.554,1.573,0.34,-0.769,1.415,-0.164,1.573,5.379,3.606,0,4.574,10.0,3.676,2.913,-0.45,1.674,0,0,0,OFFBOARD
18,OUTBOUND,1.83,1.577,-0.149,1.563,1.573,0.34,-0.769,1.577,-0.199,1.573,5.493,3.511,0,4.503,10.0,3.723,3.096,-0.457,1.684,0,0,0,OFFBOARD
19,OUTBOUND,1.93,1.744,-0.186,1.573,1.573,0.34,-0.769,1.744,-0.236,1.573,5.625,3.393,0,4.42,10.0,3.79,3.307,-0.45,1.693,0,0,0,OFFBOARD
20,OUTBOUND,2.03,1.911,-0.224,1.584,1.573,0.34,-0.769,1.911,-0.273,1.573,5.686,3.273,0,4.367,10.0,3.851,3.59,-0.42,1.7,0,0,0,OFFBOARD
21,OUTBOUND,2.13,2.08,-0.261,1.595,1.573,0.34,-0.769,2.08,-0.311,1.573,5.779,3.159,0,4.646,10.0,3.885,3.927,-0.372,1.705,0,0,0,OFFBOARD
22,OUTBOUND,2.23,2.25,-0.297,1.605,1.573,0.34,-0.769,2.25,-0.347,1.573,5.722,3.049,0,4.711,10.0,3.861,4.284,-0.313,1.708,0,0,0,OFFBOARD
23,OUTBOUND,2.33,2.423,-0.33,1.616,1.573,0.34,-0.769,2.423,-0.38,1.573,5.541,2.94,0,4.661,10.0,3.799,4.672,-0.238,1.709,0,0,0,OFFBOARD
24,OUTBOUND,2.43,2.599,-0.36,1.626,1.573,0.34,-0.769,2.599,-0.41,1.573,5.391,2.831,0,4.586,10.0,3.748,5.081,-0.152,1.71,0,0,0,OFFBOARD
25,OUTBOUND,2.54,2.781,-0.385,1.636,1.573,0.34,-0.769,2.781,-0.435,1.573,5.31,2.72,0,4.45,10.0,3.731,5.504,-0.058,1.708,0,0,0,OFFBOARD
26,OUTBOUND,2.64,2.965,-0.404,1.645,1.573,0.34,-0.769,2.965,-0.454,1.573,5.32,2.609,0,4.278,10.0,3.755,5.937,0.035,1.696,0,0,0,OFFBOARD
27,OUTBOUND,2.74,3.154,-0.414,1.653,1.573,0.34,-0.769,3.154,-0.464,1.573,5.407,2.501,0,4.196,10.0,3.816,6.375,0.128,1.674,0,0,0,OFFBOARD
28,OUTBOUND,2.84,3.347,-0.416,1.66,1.573,0.34,-0.769,3.347,-0.466,1.573,5.556,2.389,0,4.093,10.0,3.904,6.818,0.225,1.645,0,0,0,OFFBOARD
29,OUTBOUND,2.94,3.544,-0.408,1.665,1.573,0.34,-0.769,3.544,-0.458,1.573,5.73,3.276,0,4.004,10.0,4.0,7.263,0.285,1.611,0,0,0,OFFBOARD
30,OUTBOUND,3.04,3.741,-0.389,1.667,1.573,0.34,-0.769,3.741,-0.439,1.573,5.903,3.375,0,4.344,10.0,4.089,7.709,0.342,1.576,0,0,0,OFFBOARD
31,OUTBOUND,3.14,3.941,-0.359,1.666,1.573,0.34,-0.769,3.941,-0.409,1.573,5.893,3.379,0,4.393,10.0,4.156,8.157,0.378,1.544,0,0,0,OFFBOARD
32,OUTBOUND,3.25,4.14,-0.318,1.663,1.573,0.34,-0.769,4.14,-0.368,1.573,5.704,3.187,0,4.416,10.0,4.194,8.603,0.4,1.515,0,0,0,OFFBOARD
33,OUTBOUND,3.35,4.339,-0.268,1.657,1.573,0.34,-0.769,4.339,-0.318,1.573,5.669,3.182,0,4.254,10.0,4.2,9.042,0.427,1.492,0,0,0,OFFBOARD
34,OUTBOUND,3.45,4.539,-0.21,1.648,1.573,0.34,-0.769,4.539,-0.26,1.573,6.145,3.398,0,4.063,10.0,4.179,9.48,0.455,1.465,0,0,0,OFFBOARD
35,OUTBOUND,3.55,4.738,-0.145,1.636,1.573,0.34,-0.769,4.738,-0.195,1.573,6.174,3.47,0,4.09,10.0,4.136,9.921,0.49,1.436,0,0,0,OFFBOARD
36,OUTBOUND,3.65,4.937,-0.077,1.623,1.573,0.34,-0.769,4.937,-0.127,1.573,6.147,3.533,0,4.535,10.0,4.087,10.362,0.527,1.415,0,0,0,OFFBOARD
37,OUTBOUND,3.75,5.138,-0.006,1.608,1.573,0.34,-0.769,5.138,-0.056,1.573,5.972,3.554,0,4.58,10.0,4.037,10.765,0.583,1.402,0,0,0,OFFBOARD
38,OUTBOUND,3.85,5.337,0.064,1.591,1.573,0.34,-0.769,5.337,0.014,1.573,5.856,4.013,0,4.517,10.0,3.992,11.116,0.622,1.385,0,0,0,OFFBOARD
39,OUTBOUND,3.96,5.542,0.135,1.573,1.573,0.34,-0.769,5.542,0.085,1.573,5.825,3.914,0,4.32,10.0,3.951,11.443,0.638,1.372,0,0,0,OFFBOARD
40,OUTBOUND,4.06,5.744,0.204,1.555,1.573,0.34,-0.769,5.744,0.154,1.573,5.906,3.816,0,4.327,10.0,3.904,11.788,0.653,1.369,0,0,0,OFFBOARD
41,OUTBOUND,4.16,5.945,0.27,1.536,1.573,0.34,-0.769,5.945,0.22,1.573,5.859,3.73,0,4.685,10.0,3.872,12.147,0.674,1.372,0,0,0,OFFBOARD
42,OUTBOUND,4.26,6.149,0.334,1.518,1.573,0.34,-0.769,6.149,0.284,1.573,5.815,3.662,0,4.711,10.0,3.84,12.493,0.702,1.38,0,0,0,OFFBOARD
43,OUTBOUND,4.36,6.35,0.395,1.502,1.573,0.34,-0.769,6.35,0.345,1.573,5.769,3.464,0,4.72,10.0,3.81,12.776,0.72,1.393,0,0,0,OFFBOARD
44,OUTBOUND,4.47,6.554,0.454,1.486,1.573,0.34,-0.769,6.554,0.404,1.573,5.672,3.265,0,4.522,10.0,3.78,12.985,0.722,1.409,0,0,0,OFFBOARD
45,OUTBOUND,4.57,6.758,0.51,1.473,1.573,0.34,-0.769,6.758,0.46,1.573,5.579,3.117,0,4.324,10.0,3.751,13.129,0.699,1.428,0,0,0,OFFBOARD
46,OUTBOUND,4.67,6.961,0.562,1.461,1.573,0.34,-0.769,6.961,0.512,1.573,5.531,3.055,0,4.242,10.0,3.725,13.232,0.65,1.449,0,0,0,OFFBOARD
47,OUTBOUND,4.77,7.163,0.61,1.453,1.573,0.34,-0.769,7.163,0.56,1.573,5.568,3.332,0,4.606,10.0,3.703,13.332,0.589,1.473,0,0,0,OFFBOARD
48,OUTBOUND,4.87,7.365,0.654,1.447,1.573,0.34,-0.769,7.365,0.604,1.573,5.524,3.284,0,4.63,10.0,3.688,13.432,0.553,1.499,0,0,0,OFFBOARD
49,OUTBOUND,4.97,7.568,0.692,1.444,1.573,0.34,-0.769,7.568,0.642,1.573,5.481,3.243,0,4.568,10.0,3.68,13.532,0.537,1.526,0,0,0,OFFBOARD
50,OUTBOUND,5.07,7.77,0.723,1.444,1.573,0.34,-0.769,7.77,0.673,1.573,5.455,3.198,0,4.448,10.0,3.678,13.632,0.533,1.552,0,0,0,OFFBOARD
51,OUTBOUND,5.18,7.972,0.746,1.446,1.573,0.34,-0.769,7.972,0.696,1.573,5.448,3.124,0,4.381,10.0,3.683,13.766,0.545,1.579,0,0,0,OFFBOARD
52,OUTBOUND,5.28,8.174,0.761,1.452,1.573,0.34,-0.769,8.174,0.711,1.573,5.438,2.925,0,4.181,10.0,3.695,13.969,0.557,1.605,0,0,0,OFFBOARD
53,OUTBOUND,5.38,8.378,0.768,1.46,1.573,0.34,-0.769,8.378,0.718,1.573,5.421,2.752,0,4.03,10.0,3.713,14.223,0.55,1.631,0,0,0,OFFBOARD
54,OUTBOUND,5.48,8.58,0.767,1.47,1.573,0.34,-0.769,8.58,0.717,1.573,5.523,2.742,0,3.994,10.0,3.735,14.499,0.508,1.655,0,0,0,OFFBOARD
55,OUTBOUND,5.58,8.782,0.76,1.482,1.573,0.34,-0.769,8.782,0.71,1.573,5.626,3.052,0,4.411,10.0,3.761,14.746,0.454,1.677,0,0,0,OFFBOARD
56,OUTBOUND,5.68,8.986,0.748,1.496,1.573,0.34,-0.769,8.986,0.698,1.573,5.673,3.033,0,4.432,10.0,3.792,14.985,0.422,1.697,0,0,0,OFFBOARD
57,OUTBOUND,5.78,9.19,0.732,1.512,1.573,0.34,-0.769,9.19,0.682,1.573,5.695,3.08,0,4.421,10.0,3.828,15.255,0.409,1.715,0,0,0,OFFBOARD
58,OUTBOUND,5.89,9.392,0.714,1.529,1.573,0.34,-0.769,9.392,0.664,1.573,5.496,2.983,0,4.239,10.0,3.866,15.568,0.413,1.731,0,0,0,OFFBOARD
59,OUTBOUND,5.99,9.596,0.693,1.546,1.573,0.34,-0.769,9.595,0.643,1.573,5.368,2.783,0,4.039,10.0,3.906,15.922,0.393,1.744,0,0,0,OFFBOARD
60,OUTBOUND,6.09,9.797,0.669,1.564,1.573,0.34,-0.769,9.797,0.619,1.573,5.536,2.786,0,3.897,10.0,3.948,16.306,0.346,1.754,0,0,0,OFFBOARD
61,OUTBOUND,6.19,9.997,0.644,1.582,1.573,0.34,-0.769,9.997,0.594,1.573,5.769,3.115,0,4.263,10.0,4.005,16.711,0.283,1.762,0,0,0,OFFBOARD
62,OUTBOUND,6.29,10.201,0.616,1.601,1.573,0.34,-0.769,10.201,0.566,1.573,5.81,3.148,0,4.254,10.0,4.047,17.127,0.246,1.767,0,0,0,OFFBOARD
63,OUTBOUND,6.4,10.413,0.585,1.619,1.573,0.34,-0.769,10.413,0.535,1.573,5.682,3.17,0,4.266,10.0,4.089,17.554,0.239,1.769,0,0,0,OFFBOARD
64,OUTBOUND,6.5,10.615,0.553,1.636,1.573,0.34,-0.769,10.615,0.503,1.573,5.484,2.972,0,4.227,6.82,4.129,17.989,0.21,1.768,0,0,0,OFFBOARD
65,OUTBOUND,6.6,10.817,0.52,1.652,1.573,0.34,-0.769,10.817,0.47,1.573,5.341,2.899,0,4.028,6.62,4.167,18.429,0.196,1.758,0,0,0,OFFBOARD
66,OUTBOUND,6.7,11.021,0.485,1.666,1.573,0.34,-0.769,11.021,0.435,1.573,5.85,3.296,0,3.847,6.418,4.202,18.873,0.188,1.743,0,0,0,OFFBOARD
67,OUTBOUND,6.8,11.223,0.449,1.679,1.573,0.34,-0.769,11.223,0.399,1.573,5.948,3.325,0,3.849,6.22,4.233,19.319,0.164,1.721,0,0,0,OFFBOARD
68,OUTBOUND,6.9,11.427,0.412,1.69,1.573,0.34,-0.769,11.427,0.362,1.573,5.94,3.348,0,4.228,6.02,4.255,19.766,0.139,1.695,0,0,0,OFFBOARD
69,OUTBOUND,7.0,11.629,0.375,1.698,1.573,0.34,-0.769,11.629,0.325,1.573,5.74,3.227,0,4.247,5.821,4.28,20.21,0.138,1.662,0,0,0,OFFBOARD
70,OUTBOUND,7.11,11.831,0.339,1.703,1.573,0.34,-0.769,11.831,0.289,1.573,5.54,3.097,0,4.247,5.621,4.293,20.656,0.143,1.63,0,0,0,OFFBOARD
71,OUTBOUND,7.21,12.035,0.303,1.705,1.573,0.34,-0.769,12.035,0.253,1.573,5.421,3.469,0,4.084,5.421,4.3,21.101,0.169,1.596,0,0,0,OFFBOARD
72,OUTBOUND,7.31,12.237,0.269,1.704,1.573,0.34,-0.769,12.237,0.22,1.573,5.221,3.526,0,3.89,5.221,4.299,21.548,0.195,1.56,0,0,0,OFFBOARD
73,OUTBOUND,7.41,12.439,0.238,1.699,1.573,0.34,-0.769,12.439,0.188,1.573,5.021,3.593,0,3.906,5.021,4.291,21.996,0.227,1.526,0,0,0,OFFBOARD
74,OUTBOUND,7.51,12.643,0.209,1.692,1.573,0.34,-0.769,12.643,0.159,1.573,4.819,3.481,0,4.279,4.819,4.275,22.444,0.262,1.493,0,0,0,OFFBOARD
75,OUTBOUND,7.61,12.847,0.184,1.681,1.573,0.34,-0.769,12.847,0.134,1.573,4.621,3.352,0,4.304,4.621,4.253,22.893,0.296,1.458,0,0,0,OFFBOARD
76,OUTBOUND,7.71,13.049,0.163,1.667,1.573,0.34,-0.769,13.049,0.113,1.573,4.421,3.631,0,4.189,4.421,4.224,23.291,0.345,1.423,0,0,0,OFFBOARD
77,OUTBOUND,7.82,13.251,0.147,1.651,1.573,0.34,-0.769,13.251,0.097,1.573,4.221,3.477,0,4.072,4.221,4.188,23.694,0.402,1.389,0,0,0,OFFBOARD
78,OUTBOUND,7.92,13.453,0.137,1.632,1.573,0.34,-0.769,13.453,0.087,1.573,4.021,3.229,0,3.94,4.021,4.021,24.112,0.464,1.36,0,0,0,OFFBOARD
79,OUTBOUND,8.02,13.655,0.133,1.611,1.573,0.34,-0.769,13.655,0.083,1.573,3.821,3.05,0,3.952,3.821,3.821,24.54,0.536,1.333,0,0,0,OFFBOARD
80,OUTBOUND,8.12,13.859,0.135,1.589,1.573,0.34,-0.769,13.859,0.085,1.573,3.689,3.059,0,4.411,3.689,3.689,24.973,0.613,1.317,0,0,0,OFFBOARD
81,OUTBOUND,8.22,14.061,0.145,1.565,1.573,0.34,-0.769,14.061,0.095,1.573,3.421,3.421,0,4.592,3.421,3.421,25.394,0.708,1.31,0,0,0,OFFBOARD
82,OUTBOUND,8.32,14.265,0.162,1.541,1.573,0.34,-0.769,14.265,0.112,1.573,3.219,3.219,0,4.394,3.219,3.219,25.818,0.816,1.312,0,0,0,OFFBOARD
83,OUTBOUND,8.42,14.465,0.186,1.517,1.573,0.34,-0.769,14.465,0.136,1.573,2.955,2.955,0,4.315,2.98,2.955,26.248,0.964,1.321,0,0,0,OFFBOARD
84,OUTBOUND,8.53,14.669,0.219,1.494,1.573,0.34,-0.769,14.669,0.169,1.573,2.762,2.755,0,4.717,3.07,2.755,26.684,1.111,1.335,0,0,0,OFFBOARD
85,OUTBOUND,8.63,14.875,0.26,1.473,1.573,0.34,-0.769,14.875,0.21,1.573,2.958,2.555,0,4.753,3.224,2.555,27.125,1.252,1.354,0,0,0,OFFBOARD
86,OUTBOUND,8.73,15.079,0.31,1.454,1.573,0.34,-0.769,15.079,0.261,1.573,3.197,2.355,0,4.778,10.0,2.621,27.568,1.379,1.374,0,0,0,OFFBOARD
87,OUTBOUND,8.83,15.281,0.37,1.438,1.573,0.34,-0.769,15.281,0.32,1.573,5.398,2.152,0,4.584,10.0,2.853,27.857,1.532,1.399,0,0,0,OFFBOARD
88,OUTBOUND,8.93,15.483,0.44,1.425,1.573,0.34,-0.769,15.483,0.39,1.573,5.345,1.954,1,4.386,10.0,3.566,28.049,1.711,1.427,0,0,0,OFFBOARD
89,OUTBOUND,9.03,15.685,0.52,1.415,1.573,0.34,-0.769,15.685,0.47,1.573,5.307,1.752,1,4.317,10.0,3.618,28.33,1.864,1.456,0,0,0,OFFBOARD
90,OUTBOUND,9.13,15.887,0.611,1.409,1.573,0.34,-0.769,15.887,0.561,1.573,5.211,1.57,1,4.604,10.0,3.603,28.67,1.966,1.486,0,0,0,OFFBOARD
91,OUTBOUND,9.24,16.091,0.714,1.407,1.573,0.34,-0.769,16.091,0.664,1.573,5.148,1.743,1,4.531,10.0,3.596,29.048,2.025,1.514,0,0,0,OFFBOARD
92,OUTBOUND,9.34,16.293,0.827,1.408,1.573,0.34,-0.769,16.293,0.777,1.573,5.144,1.935,1,4.406,10.0,3.597,29.452,2.008,1.542,0,0,0,OFFBOARD
93,OUTBOUND,9.44,16.497,0.95,1.412,1.573,0.34,-0.769,16.497,0.9,1.573,5.165,2.882,0,4.219,10.0,3.605,29.871,1.896,1.564,0,0,0,OFFBOARD
94,OUTBOUND,9.54,16.699,1.079,1.419,1.573,0.34,-0.769,16.699,1.029,1.573,5.177,2.686,0,4.051,6.992,3.616,30.297,1.81,1.589,0,0,0,OFFBOARD
95,OUTBOUND,9.64,16.901,1.212,1.429,1.573,0.34,-0.769,16.901,1.162,1.573,5.172,2.486,0,3.9,6.655,3.633,30.731,1.74,1.614,0,0,0,OFFBOARD
96,OUTBOUND,9.74,17.103,1.343,1.44,1.573,0.34,-0.769,17.103,1.294,1.573,5.09,2.287,0,3.765,6.455,3.664,31.17,1.675,1.638,0,0,0,OFFBOARD
97,OUTBOUND,9.84,17.307,1.471,1.454,1.573,0.34,-0.769,17.307,1.421,1.573,4.765,2.092,0,3.629,5.129,3.7,31.61,1.607,1.662,0,0,0,OFFBOARD
98,OUTBOUND,9.95,17.509,1.585,1.47,1.573,0.34,-0.769,17.509,1.535,1.573,4.448,1.906,1,3.448,4.797,3.712,32.048,1.531,1.685,0,0,0,OFFBOARD
99,OUTBOUND,10.05,17.713,1.686,1.487,1.573,0.34,-0.769,17.713,1.636,1.573,3.544,1.742,1,3.258,4.597,3.665,32.437,1.395,1.699,0,0,0,OFFBOARD
100,OUTBOUND,10.15,17.915,1.767,1.505,1.573,0.34,-0.769,17.915,1.718,1.573,3.288,1.601,1,3.087,4.399,3.558,32.833,1.212,1.704,0,0,0,OFFBOARD
101,OUTBOUND,10.25,18.117,1.829,1.523,1.573,0.34,-0.769,18.117,1.779,1.573,3.058,1.502,1,2.937,4.199,3.392,33.242,0.992,1.701,0,0,0,OFFBOARD
102,OUTBOUND,10.35,18.321,1.87,1.542,1.573,0.34,-0.769,18.321,1.82,1.573,2.879,1.425,1,2.743,3.97,3.243,33.634,0.743,1.693,0,0,0,OFFBOARD
103,OUTBOUND,10.45,18.525,1.889,1.56,1.573,0.34,-0.769,18.525,1.839,1.573,2.768,1.382,1,2.543,3.799,3.215,33.949,0.47,1.684,0,0,0,OFFBOARD
104,OUTBOUND,10.55,18.727,1.886,1.576,1.573,0.34,-0.769,18.727,1.836,1.573,3.494,1.186,1,2.343,3.599,3.254,34.173,0.195,1.672,0,0,0,OFFBOARD
105,OUTBOUND,10.66,18.929,1.859,1.591,1.573,0.34,-0.769,18.929,1.809,1.573,3.399,1.068,1,2.159,3.399,3.346,34.326,-0.095,1.663,0,0,0,OFFBOARD
106,OUTBOUND,10.76,19.133,1.807,1.603,1.573,0.34,-0.769,19.133,1.757,1.573,3.199,1.417,1,2.81,3.199,3.199,34.433,-0.369,1.653,0,0,0,OFFBOARD
107,OUTBOUND,10.86,19.331,1.731,1.614,1.573,0.34,-0.769,19.331,1.681,1.573,3.162,1.556,1,2.933,4.189,3.598,34.66,-0.631,1.635,0,0,0,OFFBOARD
108,OUTBOUND,10.96,19.543,1.623,1.623,1.573,0.34,-0.769,19.543,1.573,1.573,3.989,1.477,1,2.733,3.989,3.837,34.926,-0.877,1.611,0,0,0,OFFBOARD
109,OUTBOUND,11.06,19.747,1.496,1.629,1.573,0.34,-0.769,19.747,1.446,1.573,3.789,1.848,1,2.742,5.003,4.012,35.203,-1.103,1.592,0,0,0,OFFBOARD
110,OUTBOUND,11.16,19.949,1.353,1.632,1.573,0.34,-0.769,19.949,1.303,1.573,4.537,2.049,0,3.471,4.845,4.122,35.53,-1.305,1.569,0,0,0,OFFBOARD
111,OUTBOUND,11.27,20.151,1.195,1.633,1.573,0.34,-0.769,20.151,1.145,1.573,4.594,2.133,0,3.389,4.689,4.137,35.9,-1.445,1.552,0,0,0,OFFBOARD
112,OUTBOUND,11.37,20.353,1.028,1.632,1.573,0.34,-0.769,20.353,0.978,1.573,4.408,2.458,0,3.307,4.511,4.134,36.298,-1.533,1.534,0,0,0,OFFBOARD
113,OUTBOUND,11.47,20.555,0.855,1.628,1.573,0.34,-0.769,20.555,0.805,1.573,4.185,2.747,0,4.018,4.311,4.121,36.714,-1.582,1.511,0,0,0,OFFBOARD
114,OUTBOUND,11.57,20.757,0.678,1.623,1.573,0.34,-0.769,20.757,0.628,1.573,4.001,2.789,0,4.045,4.112,4.011,37.142,-1.609,1.484,0,0,0,OFFBOARD
115,OUTBOUND,11.67,20.957,0.5,1.615,1.573,0.34,-0.769,20.957,0.451,1.573,5.797,3.285,0,3.917,10.0,4.022,37.577,-1.619,1.458,0,0,0,OFFBOARD
116,OUTBOUND,11.77,21.159,0.319,1.606,1.573,0.34,-0.769,21.159,0.269,1.573,5.998,3.522,0,4.449,10.0,4.003,38.018,-1.657,1.441,0,0,0,OFFBOARD
117,OUTBOUND,11.87,21.361,0.136,1.594,1.573,0.34,-0.769,21.361,0.086,1.573,5.845,3.343,0,4.567,10.0,4.041,38.461,-1.675,1.432,0,0,0,OFFBOARD
118,OUTBOUND,11.97,21.563,-0.049,1.582,1.573,0.34,-0.769,21.563,-0.099,1.573,5.787,3.139,0,4.502,10.0,4.012,38.903,-1.665,1.417,0,0,0,OFFBOARD
119,OUTBOUND,12.07,21.767,-0.239,1.568,1.573,0.34,-0.769,21.767,-0.289,1.573,5.738,3.15,0,4.302,10.0,3.98,39.198,-1.662,1.399,0,0,0,OFFBOARD
120,OUTBOUND,12.18,21.969,-0.429,1.554,1.573,0.34,-0.769,21.969,-0.479,1.573,5.657,3.533,0,4.163,10.0,3.946,39.401,-1.654,1.384,0,0,0,OFFBOARD
121,OUTBOUND,12.28,22.173,-0.622,1.539,1.573,0.34,-0.769,22.173,-0.672,1.573,5.633,3.245,0,4.033,10.0,3.911,39.567,-1.639,1.379,0,0,0,OFFBOARD
122,OUTBOUND,12.38,22.375,-0.811,1.523,1.573,0.34,-0.769,22.375,-0.861,1.573,5.616,2.943,0,3.885,10.0,3.879,39.744,-1.608,1.382,0,0,0,OFFBOARD
123,OUTBOUND,12.48,22.579,-0.996,1.508,1.573,0.34,-0.769,22.579,-1.046,1.573,5.578,2.451,0,3.724,10.0,3.849,39.985,-1.535,1.391,0,0,0,OFFBOARD
124,OUTBOUND,12.58,22.781,-1.169,1.494,1.573,0.34,-0.769,22.781,-1.219,1.573,5.373,2.219,0,3.968,10.0,3.809,40.281,-1.446,1.405,0,0,0,OFFBOARD
125,OUTBOUND,12.68,22.985,-1.329,1.481,1.573,0.34,-0.769,22.985,-1.379,1.573,4.563,2.001,0,3.831,5.703,3.768,40.616,-1.346,1.423,0,0,0,OFFBOARD
126,OUTBOUND,12.79,23.187,-1.468,1.47,1.573,0.34,-0.769,23.187,-1.518,1.573,4.311,1.811,1,3.727,5.414,3.729,40.874,-1.204,1.439,0,0,0,OFFBOARD
127,OUTBOUND,12.89,23.391,-1.586,1.461,1.573,0.34,-0.769,23.391,-1.636,1.573,4.065,1.643,1,3.647,5.214,3.652,41.199,-1.069,1.457,0,0,0,OFFBOARD
128,OUTBOUND,12.99,23.595,-1.68,1.454,1.573,0.34,-0.769,23.595,-1.73,1.573,3.834,1.749,1,3.462,4.986,3.526,41.568,-0.952,1.477,0,0,0,OFFBOARD
129,OUTBOUND,13.09,23.797,-1.746,1.449,1.573,0.34,-0.769,23.797,-1.796,1.573,3.64,1.652,1,3.308,4.544,3.428,41.965,-0.837,1.498,0,0,0,OFFBOARD
130,OUTBOUND,13.19,23.997,-1.785,1.447,1.573,0.34,-0.769,23.997,-1.835,1.573,3.449,1.557,1,3.184,4.29,3.288,42.378,-0.727,1.522,0,0,0,OFFBOARD
131,OUTBOUND,13.29,24.205,-1.799,1.448,1.573,0.34,-0.769,24.205,-1.849,1.573,3.736,1.543,1,3.09,4.335,3.175,42.804,-0.615,1.546,0,0,0,OFFBOARD
132,OUTBOUND,13.4,24.411,-1.787,1.45,1.573,0.34,-0.769,24.411,-1.837,1.573,3.948,1.566,1,2.89,4.146,3.376,43.239,-0.498,1.572,0,0,0,OFFBOARD
133,OUTBOUND,13.5,24.613,-1.751,1.455,1.573,0.34,-0.769,24.613,-1.801,1.573,3.946,1.434,1,2.69,3.946,3.426,43.678,-0.384,1.597,0,0,0,OFFBOARD
134,OUTBOUND,13.6,24.817,-1.694,1.463,1.573,0.34,-0.769,24.817,-1.744,1.573,3.742,1.404,1,2.678,3.946,3.587,44.121,-0.264,1.621,0,0,0,OFFBOARD
135,OUTBOUND,13.7,25.019,-1.618,1.472,1.573,0.34,-0.769,25.019,-1.668,1.573,3.661,1.757,1,3.288,4.802,3.657,44.564,-0.166,1.644,0,0,0,OFFBOARD
136,OUTBOUND,13.8,25.221,-1.527,1.483,1.573,0.34,-0.769,25.221,-1.577,1.573,4.592,1.872,1,3.346,4.62,3.752,45.01,-0.071,1.666,0,0,0,OFFBOARD
