step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
13,OUTBOUND,1.32,0.519,0.046,1.532,-36.285,-1.173,-0.853,0.519,-0.154,36.285,0.418,0.416,1,10.0,0.869,0.273,1.582,-0.663,1.626,0,1,0,OFFBOARD
14,OUTBOUND,1.42,0.618,-0.001,1.537,-36.285,-1.173,-0.853,0.618,-0.201,36.285,0.418,0.416,1,10.0,0.869,0.273,1.682,-0.743,1.64,0,1,0,OFFBOARD
15,OUTBOUND,1.52,0.719,-0.055,1.544,-36.285,-1.173,-0.853,0.719,-0.254,36.285,0.418,0.416,1,10.0,0.869,0.273,1.782,-0.823,1.654,0,1,0,OFFBOARD
16,OUTBOUND,1.62,0.826,-0.114,1.551,-36.285,-1.173,-0.853,0.825,-0.314,36.285,0.418,0.416,1,10.0,0.869,0.273,1.882,-0.904,1.666,0,1,0,OFFBOARD
17,OUTBOUND,1.72,0.933,-0.179,1.56,-36.285,-1.173,-0.853,0.933,-0.378,36.285,0.418,0.416,1,10.0,0.869,0.273,1.982,-0.984,1.676,0,1,0,OFFBOARD
18,OUTBOUND,1.83,1.044,-0.248,1.569,-36.285,-1.173,-0.853,1.044,-0.448,36.285,0.418,0.416,1,10.0,0.869,0.273,2.082,-1.064,1.686,0,1,0,OFFBOARD
19,OUTBOUND,1.93,1.156,-0.321,1.579,-36.285,-1.173,-0.853,1.156,-0.521,36.285,0.418,0.416,1,10.0,0.869,0.273,2.182,-1.145,1.694,0,1,0,OFFBOARD
20,OUTBOUND,2.03,1.271,-0.399,1.59,-36.285,-1.173,-0.853,1.271,-0.599,36.285,0.418,0.416,1,10.0,0.869,0.273,2.282,-1.225,1.7,0,1,0,OFFBOARD
21,OUTBOUND,2.13,1.385,-0.479,1.6,-36.285,-1.173,-0.853,1.385,-0.679,36.285,0.418,0.416,1,10.0,0.869,0.273,2.382,-1.306,1.705,0,1,0,OFFBOARD
22,OUTBOUND,2.23,1.5,-0.562,1.611,-36.285,-1.173,-0.853,1.5,-0.762,36.285,0.418,0.416,1,10.0,0.869,0.273,2.482,-1.386,1.709,0,1,0,OFFBOARD
23,OUTBOUND,2.33,1.617,-0.648,1.621,-36.285,-1.173,-0.853,1.617,-0.848,36.285,0.418,0.416,1,10.0,0.869,0.273,2.582,-1.467,1.71,0,1,0,OFFBOARD
24,OUTBOUND,2.44,1.733,-0.735,1.631,-36.285,-1.173,-0.853,1.733,-0.935,36.285,0.418,0.416,1,10.0,0.869,0.273,2.682,-1.548,1.711,0,1,0,OFFBOARD
25,OUTBOUND,2.54,1.849,-0.825,1.64,-36.285,-1.173,-0.853,1.849,-1.025,36.285,0.418,0.416,1,10.0,0.869,0.273,2.782,-1.628,1.71,0,1,0,OFFBOARD
26,OUTBOUND,2.64,1.963,-0.915,1.649,-36.285,-1.173,-0.853,1.963,-1.115,36.285,0.418,0.416,1,10.0,0.869,0.273,2.882,-1.709,1.707,0,1,0,OFFBOARD
27,OUTBOUND,2.74,2.076,-1.005,1.657,-36.285,-1.173,-0.853,2.076,-1.205,36.285,0.418,0.416,1,10.0,0.869,0.273,2.982,-1.789,1.704,0,1,0,OFFBOARD
28,OUTBOUND,2.84,2.188,-1.096,1.664,-36.285,-1.173,-0.853,2.188,-1.296,36.285,0.418,0.416,1,10.0,0.869,0.273,3.082,-1.87,1.699,0,1,0,OFFBOARD
29,OUTBOUND,2.94,2.297,-1.187,1.67,-36.285,-1.173,-0.853,2.297,-1.386,36.285,0.418,0.416,1,10.0,0.869,0.273,3.187,-1.95,1.693,0,1,0,OFFBOARD
30,OUTBOUND,3.05,2.399,-1.271,1.675,-36.285,-1.173,-0.853,2.399,-1.471,36.285,0.418,0.416,1,10.0,0.869,0.273,3.329,-2.03,1.687,0,1,0,OFFBOARD
31,OUTBOUND,3.15,2.512,-1.366,1.679,-36.285,-1.173,-0.853,2.512,-1.566,36.285,0.418,0.416,1,10.0,0.869,0.273,3.506,-2.11,1.68,0,1,0,OFFBOARD
32,OUTBOUND,3.25,2.619,-1.456,1.682,-36.285,-1.173,-0.853,2.619,-1.656,36.285,0.418,0.416,1,10.0,0.869,0.273,3.721,-2.189,1.673,0,1,0,OFFBOARD
33,OUTBOUND,3.35,2.725,-1.545,1.684,-36.285,-1.173,-0.853,2.725,-1.745,36.285,0.418,0.416,1,10.0,0.869,0.273,3.965,-2.269,1.665,0,1,0,OFFBOARD
34,OUTBOUND,3.45,2.832,-1.633,1.685,-36.285,-1.173,-0.853,2.831,-1.833,36.285,0.418,0.416,1,10.0,0.869,0.273,4.228,-2.348,1.657,0,1,0,OFFBOARD
35,OUTBOUND,3.55,2.94,-1.72,1.685,-36.285,-1.173,-0.853,2.94,-1.92,36.285,0.418,0.416,1,10.0,0.869,0.273,4.517,-2.427,1.649,0,1,0,OFFBOARD
36,OUTBOUND,3.65,3.052,-1.806,1.684,-36.285,-1.173,-0.853,3.052,-2.006,36.285,0.418,0.416,1,10.0,0.869,0.273,4.818,-2.5,1.642,0,1,0,OFFBOARD
37,OUTBOUND,3.76,3.173,-1.892,1.682,-36.285,-1.173,-0.853,3.173,-2.092,36.285,0.418,0.416,1,10.0,0.869,0.273,5.13,-2.5,1.634,0,1,0,OFFBOARD
38,OUTBOUND,3.86,3.305,-1.977,1.68,-36.285,-1.173,-0.853,3.305,-2.177,36.285,0.418,0.416,1,10.0,0.869,0.273,5.463,-2.5,1.674,0,1,0,OFFBOARD
39,OUTBOUND,3.96,3.447,-2.06,1.677,-36.285,-1.173,-0.853,3.447,-2.259,36.285,0.418,0.416,1,10.0,0.869,0.273,5.818,-2.5,1.714,0,1,0,OFFBOARD
40,OUTBOUND,4.06,3.602,-2.141,1.676,-36.285,-1.173,-0.853,3.602,-2.341,36.285,0.418,0.416,1,10.0,0.869,0.273,6.193,-2.5,1.754,0,1,0,OFFBOARD
41,OUTBOUND,4.16,3.77,-2.219,1.677,-36.285,-1.173,-0.853,3.77,-2.419,36.285,0.418,0.416,1,10.0,0.869,0.273,6.583,-2.5,1.794,0,1,0,OFFBOARD
42,OUTBOUND,4.26,3.913,-2.256,1.679,-36.285,-1.173,-0.853,3.913,-2.456,36.285,0.418,0.416,1,10.0,0.869,0.273,6.982,-2.5,1.833,0,1,0,OFFBOARD
43,OUTBOUND,4.36,4.042,-2.268,1.683,-36.285,-1.173,-0.853,4.042,-2.468,36.285,0.418,0.416,1,10.0,0.869,0.273,7.389,-2.5,1.873,0,1,0,OFFBOARD
44,OUTBOUND,4.46,4.176,-2.273,1.692,-36.285,-1.173,-0.853,4.176,-2.473,36.285,0.418,0.416,1,10.0,0.869,0.273,7.802,-2.5,1.913,0,1,0,OFFBOARD
45,OUTBOUND,4.57,4.315,-2.272,1.704,-36.285,-1.173,-0.853,4.315,-2.472,36.285,0.418,0.416,1,10.0,0.869,0.273,8.22,-2.5,1.953,0,1,0,OFFBOARD
46,OUTBOUND,4.67,4.462,-2.267,1.719,-36.285,-1.173,-0.853,4.462,-2.467,36.285,0.418,0.416,1,10.0,0.869,0.273,8.641,-2.5,1.992,0,1,0,OFFBOARD
47,OUTBOUND,4.77,4.621,-2.257,1.737,-36.285,-1.173,-0.853,4.621,-2.457,36.285,0.418,0.416,1,10.0,0.869,0.273,9.067,-2.5,2.032,0,1,0,OFFBOARD
48,OUTBOUND,4.87,4.716,-2.228,1.752,-36.285,-1.173,-0.853,4.716,-2.428,36.285,0.418,0.416,1,10.0,0.869,0.273,9.495,-2.5,2.072,0,1,0,OFFBOARD
49,OUTBOUND,4.97,4.767,-2.194,1.769,-36.285,-1.173,-0.853,4.767,-2.394,36.285,0.418,0.416,1,10.0,0.869,0.273,9.926,-2.5,2.111,0,1,0,OFFBOARD
50,OUTBOUND,5.07,4.824,-2.172,1.786,-36.285,-1.173,-0.853,4.824,-2.372,36.285,0.418,0.416,1,10.0,0.869,0.273,10.358,-2.5,2.151,0,1,0,OFFBOARD
51,OUTBOUND,5.18,4.883,-2.166,1.803,-36.285,-1.173,-0.853,4.883,-2.366,36.285,0.418,0.416,1,10.0,0.869,0.273,10.792,-2.5,2.19,0,1,0,OFFBOARD
52,OUTBOUND,5.28,4.947,-2.173,1.82,-36.285,-1.173,-0.853,4.947,-2.373,36.285,0.418,0.416,1,10.0,0.869,0.273,11.227,-2.5,2.23,0,1,0,OFFBOARD
53,OUTBOUND,5.38,5.017,-2.198,1.837,-36.285,-1.173,-0.853,5.017,-2.398,36.285,0.418,0.416,1,10.0,0.869,0.273,11.663,-2.5,2.269,0,1,0,OFFBOARD
54,OUTBOUND,5.48,5.086,-2.241,1.85,-36.285,-1.173,-0.853,5.086,-2.441,36.285,0.418,0.416,1,10.0,0.869,0.273,12.102,-2.5,2.307,0,1,0,OFFBOARD
55,OUTBOUND,5.58,5.146,-2.29,1.859,-36.285,-1.173,-0.853,5.146,-2.49,36.285,0.418,0.416,1,10.0,0.869,0.273,12.543,-2.5,2.343,0,1,0,OFFBOARD
56,OUTBOUND,5.68,5.193,-2.306,1.859,-36.285,-1.173,-0.853,5.193,-2.506,36.285,0.418,0.416,1,10.0,0.869,0.273,12.986,-2.5,2.375,0,1,0,OFFBOARD
57,OUTBOUND,5.78,5.228,-2.328,1.857,-36.285,-1.173,-0.853,5.228,-2.528,36.285,0.418,0.416,1,10.0,0.869,0.273,13.43,-2.5,2.406,0,1,0,OFFBOARD
58,OUTBOUND,5.89,5.251,-2.354,1.853,-36.285,-1.173,-0.853,5.251,-2.554,36.285,0.418,0.416,1,10.0,0.869,0.273,13.876,-2.5,2.436,0,1,0,OFFBOARD
59,OUTBOUND,5.99,5.264,-2.361,1.852,-36.285,-1.173,-0.853,5.264,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,14.321,-2.5,2.466,0,1,0,OFFBOARD
60,OUTBOUND,6.09,5.264,-2.362,1.853,-36.285,-1.173,-0.853,5.264,-2.562,36.285,0.418,0.416,1,10.0,0.869,0.273,14.766,-2.5,2.496,0,1,0,OFFBOARD
61,OUTBOUND,6.19,5.259,-2.363,1.858,-36.285,-1.173,-0.853,5.259,-2.563,36.285,0.418,0.416,1,10.0,0.869,0.273,15.212,-2.5,2.526,0,1,0,OFFBOARD
62,OUTBOUND,6.29,5.257,-2.359,1.858,-36.285,-1.173,-0.853,5.257,-2.559,36.285,0.418,0.416,1,10.0,0.869,0.273,15.658,-2.5,2.555,0,1,0,OFFBOARD
63,OUTBOUND,6.39,5.256,-2.358,1.858,-36.285,-1.173,-0.853,5.256,-2.558,36.285,0.418,0.416,1,10.0,0.869,0.273,16.104,-2.5,2.582,0,1,0,OFFBOARD
64,OUTBOUND,6.49,5.256,-2.358,1.857,-36.285,-1.173,-0.853,5.256,-2.558,36.285,0.418,0.416,1,10.0,0.869,0.273,16.551,-2.5,2.611,0,1,0,OFFBOARD
65,OUTBOUND,6.59,5.256,-2.36,1.855,-36.285,-1.173,-0.853,5.256,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,16.997,-2.5,2.638,0,1,0,OFFBOARD
66,OUTBOUND,6.7,5.256,-2.361,1.853,-36.285,-1.173,-0.853,5.256,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,17.443,-2.5,2.663,0,1,0,OFFBOARD
67,OUTBOUND,6.8,5.255,-2.36,1.85,-36.285,-1.173,-0.853,5.255,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,17.889,-2.5,2.69,0,1,0,OFFBOARD
68,OUTBOUND,6.9,5.254,-2.36,1.848,-36.285,-1.173,-0.853,5.254,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,18.336,-2.5,2.718,0,1,0,OFFBOARD
69,OUTBOUND,7.0,5.253,-2.36,1.845,-36.285,-1.173,-0.853,5.253,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,18.782,-2.5,2.747,0,1,0,OFFBOARD
70,OUTBOUND,7.1,5.251,-2.36,1.842,-36.285,-1.173,-0.853,5.251,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,19.228,-2.5,2.776,0,1,0,OFFBOARD
71,OUTBOUND,7.2,5.25,-2.36,1.839,-36.285,-1.173,-0.853,5.25,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,19.674,-2.5,2.805,0,1,0,OFFBOARD
72,OUTBOUND,7.3,5.249,-2.36,1.837,-36.285,-1.173,-0.853,5.249,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,20.119,-2.5,2.836,0,1,0,OFFBOARD
73,OUTBOUND,7.4,5.249,-2.36,1.836,-36.285,-1.173,-0.853,5.249,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,20.565,-2.5,2.867,0,1,0,OFFBOARD
74,OUTBOUND,7.51,5.249,-2.36,1.838,-36.285,-1.173,-0.853,5.249,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,21.011,-2.5,2.898,0,1,0,OFFBOARD
75,OUTBOUND,7.61,5.249,-2.361,1.838,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,21.456,-2.5,2.931,0,1,0,OFFBOARD
76,OUTBOUND,7.71,5.249,-2.361,1.837,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,21.901,-2.5,2.963,0,1,0,OFFBOARD
77,OUTBOUND,7.81,5.249,-2.361,1.836,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,22.346,-2.5,2.996,0,1,0,OFFBOARD
78,OUTBOUND,7.91,5.249,-2.361,1.836,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,22.791,-2.5,3.029,0,1,0,OFFBOARD
79,OUTBOUND,8.01,5.249,-2.361,1.836,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,23.237,-2.5,3.061,0,1,0,OFFBOARD
80,OUTBOUND,8.11,5.249,-2.361,1.836,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,23.681,-2.5,3.095,0,1,0,OFFBOARD
81,OUTBOUND,8.21,5.249,-2.361,1.836,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,24.126,-2.5,3.128,0,1,0,OFFBOARD
82,OUTBOUND,8.31,5.249,-2.361,1.836,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,24.571,-2.5,3.162,0,1,0,OFFBOARD
83,OUTBOUND,8.42,5.249,-2.361,1.837,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,25.016,-2.5,3.194,0,1,0,OFFBOARD
84,OUTBOUND,8.52,5.249,-2.361,1.837,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,25.462,-2.5,3.228,0,1,0,OFFBOARD
85,OUTBOUND,8.62,5.249,-2.361,1.837,-36.285,-1.173,-0.853,5.249,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,25.907,-2.5,3.26,0,1,0,OFFBOARD
86,OUTBOUND,8.72,5.25,-2.361,1.837,-36.285,-1.173,-0.853,5.25,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,26.352,-2.5,3.293,0,1,0,OFFBOARD
87,OUTBOUND,8.82,5.25,-2.361,1.838,-36.285,-1.173,-0.853,5.25,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,26.798,-2.5,3.326,0,1,0,OFFBOARD
88,OUTBOUND,8.92,5.251,-2.361,1.841,-36.285,-1.173,-0.853,5.251,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,27.243,-2.5,3.358,0,1,0,OFFBOARD
89,OUTBOUND,9.02,5.253,-2.361,1.844,-36.285,-1.173,-0.853,5.253,-2.56,36.285,0.418,0.416,1,10.0,0.869,0.273,27.688,-2.5,3.389,0,1,0,OFFBOARD
90,OUTBOUND,9.12,5.255,-2.361,1.848,-36.285,-1.173,-0.853,5.255,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,28.134,-2.5,3.421,0,1,0,OFFBOARD
91,OUTBOUND,9.23,5.257,-2.361,1.853,-36.285,-1.173,-0.853,5.257,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,28.58,-2.5,3.451,0,1,0,OFFBOARD
92,OUTBOUND,9.33,5.259,-2.361,1.858,-36.285,-1.173,-0.853,5.259,-2.561,36.285,0.418,0.416,1,10.0,0.869,0.273,29.026,-2.5,3.481,0,1,0,OFFBOARD
93,OUTBOUND,9.43,5.261,-2.362,1.864,-36.285,-1.173,-0.853,5.261,-2.562,36.285,0.418,0.416,1,10.0,0.869,0.273,29.472,-2.5,3.51,0,1,0,OFFBOARD
94,OUTBOUND,9.53,5.263,-2.363,1.869,-36.285,-1.173,-0.853,5.263,-2.563,36.285,0.418,0.416,1,10.0,0.869,0.273,29.919,-2.5,3.538,0,1,0,OFFBOARD
95,OUTBOUND,9.63,5.265,-2.363,1.874,-36.285,-1.173,-0.853,5.265,-2.563,36.285,0.418,0.416,1,10.0,0.869,0.273,30.366,-2.5,3.565,0,1,0,OFFBOARD
96,OUTBOUND,9.73,5.266,-2.364,1.879,-36.285,-1.173,-0.853,5.266,-2.564,36.285,0.418,0.416,1,10.0,0.869,0.273,30.813,-2.5,3.592,0,1,0,OFFBOARD
97,OUTBOUND,9.83,5.268,-2.366,1.884,-36.285,-1.173,-0.853,5.268,-2.565,36.285,0.418,0.416,1,10.0,0.869,0.273,31.26,-2.5,3.615,0,1,0,OFFBOARD
98,OUTBOUND,9.93,5.269,-2.367,1.888,-36.285,-1.173,-0.853,5.269,-2.567,36.285,0.418,0.416,1,10.0,0.869,0.273,31.707,-2.5,3.635,0,1,0,OFFBOARD
99,OUTBOUND,10.03,5.27,-2.368,1.893,-36.285,-1.173,-0.853,5.27,-2.568,36.285,0.418,0.416,1,10.0,0.869,0.273,32.155,-2.5,3.652,0,1,0,OFFBOARD
100,OUTBOUND,10.14,5.271,-2.369,1.897,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,32.603,-2.5,3.666,0,1,0,OFFBOARD
101,OUTBOUND,10.24,5.271,-2.369,1.899,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,33.051,-2.5,3.676,0,1,0,OFFBOARD
102,OUTBOUND,10.34,5.271,-2.368,1.9,-36.285,-1.173,-0.853,5.271,-2.568,36.285,0.418,0.416,1,10.0,0.869,0.273,33.499,-2.5,3.684,0,1,0,OFFBOARD
103,OUTBOUND,10.44,5.271,-2.369,1.9,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,33.947,-2.5,3.691,0,1,0,OFFBOARD
104,OUTBOUND,10.54,5.271,-2.369,1.899,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,34.395,-2.5,3.696,0,1,0,OFFBOARD
105,OUTBOUND,10.64,5.271,-2.369,1.897,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,34.844,-2.5,3.702,0,1,0,OFFBOARD
106,OUTBOUND,10.74,5.271,-2.369,1.897,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,35.292,-2.5,3.709,0,1,0,OFFBOARD
107,OUTBOUND,10.84,5.271,-2.369,1.898,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,35.74,-2.5,3.715,0,1,0,OFFBOARD
108,OUTBOUND,10.94,5.271,-2.369,1.898,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,36.188,-2.5,3.721,0,1,0,OFFBOARD
109,OUTBOUND,11.05,5.271,-2.37,1.898,-36.285,-1.173,-0.853,5.271,-2.569,36.285,0.418,0.416,1,10.0,0.869,0.273,36.636,-2.5,3.724,0,1,0,OFFBOARD
110,OUTBOUND,11.15,5.271,-2.37,1.898,-36.285,-1.173,-0.853,5.271,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,37.085,-2.5,3.728,0,1,0,OFFBOARD
111,OUTBOUND,11.25,5.271,-2.37,1.898,-36.285,-1.173,-0.853,5.271,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,37.533,-2.5,3.733,0,1,0,OFFBOARD
112,OUTBOUND,11.35,5.271,-2.37,1.898,-36.285,-1.173,-0.853,5.271,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,37.981,-2.5,3.739,0,1,0,OFFBOARD
113,OUTBOUND,11.45,5.272,-2.37,1.898,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,38.429,-2.5,3.745,0,1,0,OFFBOARD
114,OUTBOUND,11.55,5.272,-2.37,1.899,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,38.878,-2.5,3.752,0,1,0,OFFBOARD
115,OUTBOUND,11.65,5.272,-2.37,1.899,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,39.326,-2.5,3.758,0,1,0,OFFBOARD
116,OUTBOUND,11.75,5.272,-2.37,1.899,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,39.774,-2.5,3.763,0,1,0,OFFBOARD
117,OUTBOUND,11.85,5.272,-2.37,1.899,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,40.222,-2.5,3.769,0,1,0,OFFBOARD
118,OUTBOUND,11.95,5.272,-2.37,1.899,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,40.671,-2.5,3.775,0,1,0,OFFBOARD
119,OUTBOUND,12.06,5.272,-2.37,1.899,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,41.119,-2.5,3.782,0,1,0,OFFBOARD
120,OUTBOUND,12.16,5.272,-2.37,1.9,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,41.567,-2.5,3.791,0,1,0,OFFBOARD
121,OUTBOUND,12.26,5.272,-2.371,1.9,-36.285,-1.173,-0.853,5.272,-2.57,36.285,0.418,0.416,1,10.0,0.869,0.273,42.015,-2.5,3.794,0,1,0,OFFBOARD
122,OUTBOUND,12.36,5.272,-2.371,1.9,-36.285,-1.173,-0.853,5.272,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,42.463,-2.5,3.798,0,1,0,OFFBOARD
123,OUTBOUND,12.46,5.272,-2.371,1.9,-36.285,-1.173,-0.853,5.272,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,42.912,-2.5,3.801,0,1,0,OFFBOARD
124,OUTBOUND,12.56,5.272,-2.371,1.9,-36.285,-1.173,-0.853,5.272,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,43.36,-2.5,3.805,0,1,0,OFFBOARD
125,OUTBOUND,12.66,5.272,-2.371,1.901,-36.285,-1.173,-0.853,5.272,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,43.808,-2.5,3.808,0,1,0,OFFBOARD
126,OUTBOUND,12.76,5.272,-2.371,1.901,-36.285,-1.173,-0.853,5.272,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,44.256,-2.5,3.811,0,1,0,OFFBOARD
127,OUTBOUND,12.87,5.273,-2.371,1.901,-36.285,-1.173,-0.853,5.272,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,44.705,-2.5,3.815,0,1,0,OFFBOARD
128,OUTBOUND,12.97,5.273,-2.371,1.901,-36.285,-1.173,-0.853,5.273,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,45.153,-2.5,3.818,0,1,0,OFFBOARD
129,OUTBOUND,13.07,5.273,-2.371,1.902,-36.285,-1.173,-0.853,5.273,-2.571,36.285,0.418,0.416,1,10.0,0.869,0.273,45.601,-2.5,3.823,0,1,0,OFFBOARD
130,OUTBOUND,13.17,5.273,-2.372,1.902,-36.285,-1.173,-0.853,5.273,-2.572,36.285,0.418,0.416,1,10.0,0.869,0.273,46.049,-2.5,3.827,0,1,0,OFFBOARD
131,OUTBOUND,13.27,5.273,-2.372,1.902,-36.285,-1.173,-0.853,5.273,-2.572,36.285,0.418,0.416,1,10.0,0.869,0.273,46.498,-2.5,3.831,0,1,0,OFFBOARD
