step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
32,OUTBOUND,3.25,4.689,1.123,1.682,-40.363,0.34,-0.702,4.689,1.473,40.363,3.913,2.398,0,3.704,6.403,2.673,10.135,1.263,1.669,0,0,0,OFFBOARD
33,OUTBOUND,3.35,4.889,1.18,1.684,-40.363,0.34,-0.702,4.889,1.53,40.363,4.765,2.334,0,3.612,6.205,2.622,10.563,1.24,1.661,0,0,0,OFFBOARD
34,OUTBOUND,3.45,5.09,1.231,1.685,-40.363,0.34,-0.702,5.09,1.581,40.363,4.747,2.237,0,3.491,6.007,2.615,10.998,1.207,1.653,0,0,0,OFFBOARD
35,OUTBOUND,3.55,5.294,1.276,1.684,-40.363,0.34,-0.702,5.294,1.626,40.363,4.549,2.039,0,3.293,5.808,2.611,11.436,1.166,1.645,0,0,0,OFFBOARD
36,OUTBOUND,3.65,5.495,1.313,1.683,-40.363,0.34,-0.702,5.495,1.663,40.363,4.351,1.84,1,3.095,5.609,2.608,11.875,1.114,1.638,0,0,0,OFFBOARD
37,OUTBOUND,3.76,5.699,1.342,1.681,-40.363,0.34,-0.702,5.699,1.692,40.363,4.153,1.751,1,2.897,5.41,2.604,12.175,1.052,1.631,0,0,0,OFFBOARD
38,OUTBOUND,3.86,5.903,1.363,1.678,-40.363,0.34,-0.702,5.903,1.714,40.363,3.954,1.985,1,2.768,5.211,2.599,12.388,0.998,1.624,0,0,0,OFFBOARD
39,OUTBOUND,3.96,6.107,1.376,1.674,-40.363,0.34,-0.702,6.107,1.726,40.363,3.755,1.964,1,3.177,5.011,4.243,12.544,0.941,1.618,0,0,0,OFFBOARD
40,OUTBOUND,4.06,6.309,1.38,1.67,-40.363,0.34,-0.702,6.309,1.73,40.363,3.677,1.953,1,3.269,4.965,4.233,12.659,0.883,1.612,0,0,0,OFFBOARD
41,OUTBOUND,4.16,6.509,1.375,1.666,-40.363,0.34,-0.702,6.509,1.725,40.363,4.32,1.992,1,3.293,5.797,4.224,12.759,0.814,1.606,0,0,0,OFFBOARD
42,OUTBOUND,4.26,6.713,1.36,1.661,-40.363,0.34,-0.702,6.712,1.71,40.363,4.412,1.9,1,3.156,5.668,4.211,12.859,0.73,1.601,0,0,0,OFFBOARD
43,OUTBOUND,4.36,6.916,1.337,1.656,-40.363,0.34,-0.702,6.916,1.687,40.363,4.21,1.748,1,2.954,5.467,4.197,12.959,0.638,1.596,0,0,0,OFFBOARD
44,OUTBOUND,4.47,7.116,1.306,1.651,-40.363,0.34,-0.702,7.116,1.656,40.363,3.944,2.087,0,2.9,5.319,4.177,13.059,0.571,1.593,0,0,0,OFFBOARD
45,OUTBOUND,4.57,7.324,1.265,1.645,-40.363,0.34,-0.702,7.324,1.615,40.363,4.578,2.147,0,3.417,6.257,4.162,13.26,0.52,1.59,0,0,0,OFFBOARD
46,OUTBOUND,4.67,7.53,1.216,1.639,-40.363,0.34,-0.702,7.53,1.566,40.363,4.8,2.221,0,3.543,6.057,4.149,13.549,0.475,1.589,0,0,0,OFFBOARD
47,OUTBOUND,4.77,7.732,1.161,1.634,-40.363,0.34,-0.702,7.732,1.511,40.363,4.6,2.088,0,3.344,5.953,4.136,13.893,0.439,1.588,0,0,0,OFFBOARD
48,OUTBOUND,4.87,7.934,1.099,1.629,-40.363,0.34,-0.702,7.934,1.449,40.363,4.4,2.113,0,3.223,6.913,4.123,14.275,0.409,1.589,0,0,0,OFFBOARD
49,OUTBOUND,4.97,8.136,1.032,1.624,-40.363,0.34,-0.702,8.136,1.382,40.363,5.094,2.577,0,3.812,6.711,4.11,14.68,0.408,1.59,0,0,0,OFFBOARD
50,OUTBOUND,5.08,8.34,0.961,1.62,-40.363,0.34,-0.702,8.34,1.311,40.363,5.257,2.696,0,3.869,10.0,4.099,15.101,0.41,1.592,0,0,0,OFFBOARD
51,OUTBOUND,5.18,8.542,0.887,1.616,-40.363,0.34,-0.702,8.542,1.237,40.363,5.057,2.544,0,3.801,10.0,4.089,15.531,0.417,1.594,0,0,0,OFFBOARD
52,OUTBOUND,5.28,8.746,0.813,1.612,-40.363,0.34,-0.702,8.746,1.163,40.363,4.91,2.535,0,3.601,10.0,4.081,15.967,0.43,1.597,0,0,0,OFFBOARD
53,OUTBOUND,5.38,8.948,0.74,1.609,-40.363,0.34,-0.702,8.948,1.09,40.363,5.597,2.951,0,3.613,10.0,4.075,16.407,0.46,1.601,0,0,0,OFFBOARD
54,OUTBOUND,5.48,9.15,0.671,1.607,-40.363,0.34,-0.702,9.15,1.021,40.363,5.683,3.087,0,4.146,10.0,4.071,16.85,0.495,1.605,0,0,0,OFFBOARD
55,OUTBOUND,5.58,9.352,0.607,1.605,-40.363,0.34,-0.702,9.352,0.957,40.363,5.513,3.0,0,4.224,10.0,4.069,17.295,0.535,1.609,0,0,0,OFFBOARD
56,OUTBOUND,5.68,9.554,0.549,1.604,-40.363,0.34,-0.702,9.554,0.899,40.363,5.384,2.949,0,4.052,10.0,4.068,17.741,0.579,1.613,0,0,0,OFFBOARD
57,OUTBOUND,5.78,9.756,0.498,1.603,-40.363,0.34,-0.702,9.756,0.848,40.363,5.561,3.335,0,3.933,10.0,4.066,18.189,0.631,1.617,0,0,0,OFFBOARD
58,OUTBOUND,5.89,9.96,0.456,1.603,-40.363,0.34,-0.702,9.96,0.806,40.363,5.756,3.403,0,4.273,10.0,4.065,18.636,0.683,1.622,0,0,0,OFFBOARD
59,OUTBOUND,5.99,10.164,0.424,1.603,-40.363,0.34,-0.702,10.164,0.774,40.363,5.779,3.456,0,4.319,10.0,4.065,19.084,0.743,1.626,0,0,0,OFFBOARD
60,OUTBOUND,6.09,10.368,0.401,1.604,-40.363,0.34,-0.702,10.368,0.751,40.363,5.769,3.256,0,4.355,10.0,4.067,19.533,0.798,1.63,0,0,0,OFFBOARD
61,OUTBOUND,6.19,10.572,0.389,1.605,-40.363,0.34,-0.702,10.572,0.739,40.363,5.569,3.207,0,4.313,6.906,4.069,19.981,0.852,1.634,0,0,0,OFFBOARD
62,OUTBOUND,6.29,10.774,0.386,1.607,-40.363,0.34,-0.702,10.774,0.736,40.363,5.543,3.556,0,4.113,6.706,4.073,20.425,0.917,1.638,0,0,0,OFFBOARD
63,OUTBOUND,6.4,10.978,0.394,1.609,-40.363,0.34,-0.702,10.978,0.744,40.363,5.681,3.555,0,4.017,6.506,4.078,20.869,0.981,1.641,0,0,0,OFFBOARD
64,OUTBOUND,6.5,11.178,0.411,1.612,-40.363,0.34,-0.702,11.178,0.761,40.363,5.8,3.493,0,4.345,6.24,4.086,21.314,1.038,1.645,0,0,0,OFFBOARD
65,OUTBOUND,6.6,11.382,0.437,1.614,-40.363,0.34,-0.702,11.382,0.787,40.363,5.817,3.447,0,4.369,6.04,4.092,21.759,1.096,1.647,0,0,0,OFFBOARD
66,OUTBOUND,6.7,11.592,0.472,1.617,-40.363,0.34,-0.702,11.592,0.822,40.363,5.759,3.247,0,4.32,5.84,4.098,22.203,1.148,1.65,0,0,0,OFFBOARD
67,OUTBOUND,6.8,11.794,0.515,1.62,-40.363,0.34,-0.702,11.794,0.865,40.363,5.559,3.047,0,4.302,5.64,4.104,22.647,1.194,1.652,0,0,0,OFFBOARD
68,OUTBOUND,6.91,11.998,0.564,1.623,-40.363,0.34,-0.702,11.998,0.914,40.363,5.359,2.93,0,4.103,5.44,4.109,23.093,1.236,1.653,0,0,0,OFFBOARD
69,OUTBOUND,7.01,12.2,0.619,1.626,-40.363,0.34,-0.702,12.2,0.969,40.363,5.24,2.846,0,3.903,5.539,4.114,23.54,1.271,1.655,0,0,0,OFFBOARD
70,OUTBOUND,7.11,12.404,0.679,1.629,-40.363,0.34,-0.702,12.404,1.029,40.363,5.143,3.094,0,3.727,5.832,4.119,23.986,1.312,1.655,0,0,0,OFFBOARD
71,OUTBOUND,7.21,12.606,0.742,1.632,-40.363,0.34,-0.702,12.606,1.092,40.363,5.587,3.021,0,3.652,10.0,4.125,24.432,1.347,1.655,0,0,0,OFFBOARD
72,OUTBOUND,7.31,12.808,0.808,1.634,-40.363,0.34,-0.702,12.808,1.158,40.363,5.566,2.918,0,3.959,10.0,4.13,24.88,1.377,1.654,0,0,0,OFFBOARD
73,OUTBOUND,7.41,13.01,0.876,1.637,-40.363,0.34,-0.702,13.01,1.226,40.363,5.471,2.839,0,3.937,6.884,4.136,25.328,1.401,1.65,0,0,0,OFFBOARD
74,OUTBOUND,7.51,13.214,0.944,1.639,-40.363,0.34,-0.702,13.214,1.294,40.363,5.348,2.745,0,3.899,6.693,4.141,25.776,1.422,1.647,0,0,0,OFFBOARD
75,OUTBOUND,7.61,13.416,1.012,1.641,-40.363,0.34,-0.702,13.416,1.362,40.363,5.215,2.652,0,3.828,6.472,4.146,26.225,1.438,1.644,0,0,0,OFFBOARD
76,OUTBOUND,7.72,13.62,1.078,1.642,-40.363,0.34,-0.702,13.62,1.428,40.363,5.015,2.503,0,3.759,6.208,4.15,26.675,1.449,1.641,0,0,0,OFFBOARD
77,OUTBOUND,7.82,13.822,1.142,1.643,-40.363,0.34,-0.702,13.822,1.492,40.363,4.815,2.303,0,3.559,5.979,4.154,27.125,1.461,1.639,0,0,0,OFFBOARD
78,OUTBOUND,7.92,14.024,1.202,1.644,-40.363,0.34,-0.702,14.024,1.552,40.363,4.615,2.103,0,3.359,5.75,4.156,27.574,1.468,1.637,0,0,0,OFFBOARD
79,OUTBOUND,8.02,14.224,1.259,1.644,-40.363,0.34,-0.702,14.224,1.609,40.363,4.415,1.908,1,3.159,5.52,4.158,28.024,1.462,1.635,0,0,0,OFFBOARD
80,OUTBOUND,8.12,14.428,1.312,1.644,-40.363,0.34,-0.702,14.428,1.662,40.363,4.215,1.83,1,2.959,5.289,4.159,28.374,1.439,1.632,0,0,0,OFFBOARD
81,OUTBOUND,8.22,14.63,1.36,1.644,-40.363,0.34,-0.702,14.63,1.71,40.363,4.015,2.024,0,2.811,5.058,4.158,28.673,1.402,1.63,0,0,0,OFFBOARD
82,OUTBOUND,8.32,14.834,1.404,1.643,-40.363,0.34,-0.702,14.834,1.754,40.363,3.811,1.979,1,2.74,4.822,4.157,29.024,1.363,1.628,0,0,0,OFFBOARD
83,OUTBOUND,8.43,15.036,1.442,1.643,-40.363,0.34,-0.702,15.036,1.792,40.363,3.615,1.905,1,3.213,4.594,4.155,29.307,1.289,1.623,0,0,0,OFFBOARD
84,OUTBOUND,8.53,15.24,1.474,1.641,-40.363,0.34,-0.702,15.24,1.824,40.363,3.513,1.866,1,3.195,4.36,4.138,29.509,1.173,1.615,0,0,0,OFFBOARD
85,OUTBOUND,8.63,15.442,1.498,1.64,-40.363,0.34,-0.702,15.442,1.848,40.363,3.877,1.851,1,3.147,4.12,4.029,29.648,1.003,1.603,0,0,0,OFFBOARD
86,OUTBOUND,8.73,15.644,1.515,1.638,-40.363,0.34,-0.702,15.644,1.865,40.363,3.8,1.759,1,3.015,3.886,3.823,29.748,0.811,1.59,0,0,0,OFFBOARD
87,OUTBOUND,8.83,15.846,1.523,1.635,-40.363,0.34,-0.702,15.846,1.873,40.363,3.6,1.559,1,2.815,3.645,3.585,29.848,0.606,1.579,0,0,0,OFFBOARD
88,OUTBOUND,8.93,16.048,1.52,1.632,-40.363,0.34,-0.702,16.048,1.87,40.363,3.285,1.523,1,2.634,3.325,3.267,29.948,0.398,1.57,0,0,0,OFFBOARD
89,OUTBOUND,9.04,16.254,1.503,1.628,-40.363,0.34,-0.702,16.254,1.853,40.363,3.048,1.805,1,3.23,3.084,3.029,30.048,0.202,1.564,0,0,0,OFFBOARD
90,OUTBOUND,9.14,16.452,1.471,1.624,-40.363,0.34,-0.702,16.452,1.821,40.363,2.808,1.886,1,3.365,2.846,2.792,30.148,0.003,1.56,0,0,0,OFFBOARD
91,OUTBOUND,9.24,16.664,1.418,1.618,-40.363,0.34,-0.702,16.664,1.768,40.363,2.572,1.949,1,3.206,2.635,2.56,30.248,-0.211,1.559,0,0,0,OFFBOARD
92,OUTBOUND,9.34,16.866,1.347,1.613,-40.363,0.34,-0.702,16.866,1.697,40.363,2.394,1.788,1,3.059,5.352,2.332,30.348,-0.436,1.558,0,0,0,OFFBOARD
93,OUTBOUND,9.44,17.068,1.256,1.608,-40.363,0.34,-0.702,17.068,1.606,40.363,3.962,2.073,0,3.735,5.436,2.179,30.536,-0.647,1.556,0,0,0,OFFBOARD
94,OUTBOUND,9.54,17.272,1.143,1.602,-40.363,0.34,-0.702,17.272,1.494,40.363,5.016,1.825,1,3.76,6.272,4.038,30.816,-0.887,1.557,0,0,0,OFFBOARD
95,OUTBOUND,9.65,17.474,1.013,1.597,-40.363,0.34,-0.702,17.474,1.363,40.363,4.816,1.594,1,3.56,10.0,4.041,31.067,-1.12,1.554,0,0,0,OFFBOARD
96,OUTBOUND,9.75,17.676,0.867,1.592,-40.363,0.34,-0.702,17.676,1.217,40.363,5.636,1.523,1,4.079,10.0,4.036,31.345,-1.274,1.551,0,0,0,OFFBOARD
97,OUTBOUND,9.85,17.88,0.706,1.588,-40.363,0.34,-0.702,17.88,1.057,40.363,5.674,2.93,0,4.217,6.966,4.03,31.55,-1.333,1.55,0,0,0,OFFBOARD
98,OUTBOUND,9.95,18.082,0.538,1.583,-40.363,0.34,-0.702,18.082,0.888,40.363,5.484,2.96,0,4.143,6.861,4.02,31.84,-1.354,1.552,0,0,0,OFFBOARD
99,OUTBOUND,10.05,18.284,0.362,1.579,-40.363,0.34,-0.702,18.284,0.712,40.363,5.879,3.47,0,4.018,6.748,4.005,32.184,-1.338,1.557,0,0,0,OFFBOARD
100,OUTBOUND,10.15,18.488,0.181,1.576,-40.363,0.34,-0.702,18.488,0.531,40.363,6.047,3.715,0,4.034,6.475,3.994,32.556,-1.298,1.563,0,0,0,OFFBOARD
101,OUTBOUND,10.25,18.69,-0.001,1.573,-40.363,0.34,-0.702,18.69,0.349,40.363,6.066,3.619,0,4.561,10.0,3.985,32.954,-1.242,1.57,0,0,0,OFFBOARD
102,OUTBOUND,10.35,18.892,-0.184,1.57,-40.363,0.34,-0.702,18.892,0.166,40.363,5.931,3.517,0,4.613,10.0,3.979,33.37,-1.163,1.578,0,0,0,OFFBOARD
103,OUTBOUND,10.46,19.094,-0.366,1.569,-40.363,0.34,-0.702,19.094,-0.015,40.363,5.741,3.258,0,4.474,10.0,3.978,33.798,-1.068,1.587,0,0,0,OFFBOARD
104,OUTBOUND,10.56,19.298,-0.544,1.568,-40.363,0.34,-0.702,19.298,-0.193,40.363,5.66,3.018,0,4.274,10.0,3.982,34.232,-0.961,1.596,0,0,0,OFFBOARD
105,OUTBOUND,10.66,19.5,-0.71,1.568,-40.363,0.34,-0.702,19.5,-0.36,40.363,5.463,2.818,0,4.074,10.0,3.977,34.672,-0.836,1.605,0,0,0,OFFBOARD
106,OUTBOUND,10.76,19.702,-0.863,1.569,-40.363,0.34,-0.702,19.702,-0.513,40.363,5.262,2.618,0,3.874,10.0,3.969,35.114,-0.699,1.615,0,0,0,OFFBOARD
107,OUTBOUND,10.86,19.904,-0.996,1.571,-40.363,0.34,-0.702,19.904,-0.646,40.363,5.075,2.418,0,3.74,10.0,3.963,35.559,-0.548,1.624,0,0,0,OFFBOARD
108,OUTBOUND,10.96,20.108,-1.107,1.574,-40.363,0.34,-0.702,20.108,-0.757,40.363,4.906,2.221,0,3.636,10.0,3.961,36.004,-0.385,1.633,0,0,0,OFFBOARD
109,OUTBOUND,11.06,20.31,-1.191,1.577,-40.363,0.34,-0.702,20.31,-0.841,40.363,4.757,2.101,0,4.001,5.981,3.965,36.442,-0.212,1.641,0,0,0,OFFBOARD
110,OUTBOUND,11.17,20.516,-1.247,1.582,-40.363,0.34,-0.702,20.516,-0.897,40.363,5.181,2.014,0,3.983,5.702,3.972,36.798,-0.035,1.648,0,0,0,OFFBOARD
111,OUTBOUND,11.27,20.72,-1.272,1.587,-40.363,0.34,-0.702,20.72,-0.921,40.363,5.188,2.204,0,3.908,5.52,3.988,37.122,0.132,1.655,0,0,0,OFFBOARD
112,OUTBOUND,11.37,20.918,-1.267,1.592,-40.363,0.34,-0.702,20.918,-0.917,40.363,5.183,2.2,0,3.927,6.227,3.995,37.454,0.301,1.662,0,0,0,OFFBOARD
113,OUTBOUND,11.47,21.126,-1.234,1.598,-40.363,0.34,-0.702,21.126,-0.883,40.363,4.987,2.223,0,3.731,6.243,4.011,37.82,0.471,1.667,0,0,0,OFFBOARD
114,OUTBOUND,11.57,21.33,-1.173,1.604,-40.363,0.34,-0.702,21.33,-0.823,40.363,4.719,2.206,0,3.463,5.975,4.034,38.2,0.626,1.671,0,0,0,OFFBOARD
115,OUTBOUND,11.68,21.534,-1.087,1.61,-40.363,0.34,-0.702,21.534,-0.737,40.363,4.697,2.143,0,3.477,6.994,4.053,38.573,0.774,1.675,0,0,0,OFFBOARD
116,OUTBOUND,11.78,21.738,-0.979,1.616,-40.363,0.34,-0.702,21.738,-0.629,40.363,5.575,2.543,0,4.047,6.831,4.074,38.961,0.873,1.677,0,0,0,OFFBOARD
117,OUTBOUND,11.88,21.94,-0.853,1.622,-40.363,0.34,-0.702,21.94,-0.503,40.363,5.375,2.744,0,4.119,10.0,4.097,39.371,0.947,1.678,0,0,0,OFFBOARD
118,OUTBOUND,11.98,22.142,-0.712,1.628,-40.363,0.34,-0.702,22.142,-0.362,40.363,5.175,2.524,0,3.919,10.0,4.119,39.795,0.982,1.675,0,0,0,OFFBOARD
119,OUTBOUND,12.08,22.346,-0.557,1.634,-40.363,0.34,-0.702,22.346,-0.207,40.363,5.943,2.335,0,3.865,10.0,4.137,40.228,1.003,1.667,0,0,0,OFFBOARD
120,OUTBOUND,12.18,22.542,-0.399,1.639,-40.363,0.34,-0.702,22.542,-0.049,40.363,2.387,2.129,0,4.337,2.328,2.277,40.667,1.049,1.66,0,0,0,OFFBOARD
121,OUTBOUND,12.28,22.75,-0.226,1.644,-40.363,0.34,-0.702,22.75,0.124,40.363,1.937,1.937,1,4.354,2.093,1.922,40.952,1.084,1.654,0,0,0,OFFBOARD
122,OUTBOUND,12.39,22.952,-0.055,1.647,-40.363,0.34,-0.702,22.952,0.295,40.363,1.74,1.74,1,4.247,1.896,1.721,41.235,1.139,1.648,0,0,0,OFFBOARD
123,OUTBOUND,12.49,23.154,0.116,1.65,-40.363,0.34,-0.702,23.154,0.466,40.363,1.545,1.545,1,4.12,1.7,1.529,41.419,1.27,1.644,0,0,0,OFFBOARD
124,OUTBOUND,12.59,23.358,0.285,1.651,-40.363,0.34,-0.702,23.358,0.635,40.363,6.117,1.348,1,3.975,10.0,4.169,41.55,1.461,1.639,0,0,0,OFFBOARD
125,OUTBOUND,12.69,23.56,0.447,1.652,-40.363,0.34,-0.702,23.56,0.797,40.363,6.062,1.173,1,3.794,10.0,4.182,41.65,1.621,1.635,0,0,0,OFFBOARD
126,OUTBOUND,12.79,23.764,0.603,1.653,-40.363,0.34,-0.702,23.764,0.953,40.363,5.916,3.191,0,3.721,10.0,4.043,41.775,1.645,1.631,0,0,0,OFFBOARD
127,OUTBOUND,12.89,23.966,0.75,1.652,-40.363,0.34,-0.702,23.966,1.1,40.363,4.695,2.952,0,3.673,10.0,3.778,42.014,1.661,1.627,0,0,0,OFFBOARD
128,OUTBOUND,12.99,24.168,0.891,1.651,-40.363,0.34,-0.702,24.168,1.242,40.363,3.729,2.741,0,3.939,10.0,3.514,42.326,1.662,1.623,0,0,0,OFFBOARD
129,OUTBOUND,13.09,24.37,1.027,1.65,-40.363,0.34,-0.702,24.37,1.377,40.363,3.411,2.572,0,3.859,6.744,3.278,42.687,1.649,1.62,0,0,0,OFFBOARD
130,OUTBOUND,13.2,24.572,1.157,1.648,-40.363,0.34,-0.702,24.572,1.507,40.363,3.156,2.388,0,3.685,6.544,3.062,43.079,1.62,1.618,0,0,0,OFFBOARD
131,OUTBOUND,13.3,24.776,1.282,1.646,-40.363,0.34,-0.702,24.776,1.632,40.363,2.942,2.209,0,3.523,6.344,2.862,43.491,1.576,1.616,0,0,0,OFFBOARD
132,OUTBOUND,13.4,24.98,1.399,1.643,-40.363,0.34,-0.702,24.98,1.749,40.363,2.846,2.043,0,3.397,5.85,2.658,43.916,1.508,1.614,0,0,0,OFFBOARD
133,OUTBOUND,13.5,25.182,1.504,1.641,-40.363,0.34,-0.702,25.182,1.854,40.363,2.855,1.991,1,3.355,4.972,2.592,44.317,1.438,1.612,0,0,0,OFFBOARD
134,OUTBOUND,13.6,25.384,1.597,1.638,-40.363,0.34,-0.702,25.384,1.947,40.363,2.715,1.712,1,3.067,4.422,2.201,44.58,1.329,1.61,0,0,0,OFFBOARD
135,OUTBOUND,13.7,25.59,1.677,1.636,-40.363,0.34,-0.702,25.59,2.027,40.363,3.104,1.595,1,2.942,4.222,2.008,44.752,1.186,1.606,0,0,0,OFFBOARD
