step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
25,OUTBOUND,2.54,2.07,-0.242,1.635,1.581,-0.469,-0.609,2.07,-0.342,1.581,5.805,2.715,0,4.605,10.0,3.926,3.471,-0.412,1.703,0,0,0,OFFBOARD
26,OUTBOUND,2.64,2.225,-0.269,1.643,1.581,-0.469,-0.609,2.225,-0.369,1.581,5.897,2.655,0,4.57,10.0,3.974,3.602,-0.389,1.702,0,0,0,OFFBOARD
27,OUTBOUND,2.74,2.377,-0.295,1.651,1.581,-0.469,-0.609,2.377,-0.395,1.581,5.937,2.658,0,4.544,10.0,4.006,3.72,-0.357,1.699,0,0,0,OFFBOARD
28,OUTBOUND,2.84,2.532,-0.32,1.658,1.581,-0.469,-0.609,2.532,-0.42,1.581,6.009,3.504,0,4.46,10.0,4.081,3.827,-0.351,1.695,0,0,0,OFFBOARD
29,OUTBOUND,2.94,2.687,-0.344,1.664,1.581,-0.469,-0.609,2.687,-0.444,1.581,5.868,3.358,0,4.368,10.0,4.161,3.93,-0.327,1.69,0,0,0,OFFBOARD
30,OUTBOUND,3.04,2.843,-0.365,1.669,1.581,-0.469,-0.609,2.843,-0.465,1.581,5.731,3.214,0,4.242,10.0,4.261,4.03,-0.29,1.684,0,0,0,OFFBOARD
31,OUTBOUND,3.15,2.997,-0.382,1.673,1.581,-0.469,-0.609,2.997,-0.482,1.581,5.594,3.072,0,4.111,10.0,4.383,4.13,-0.245,1.678,0,0,0,OFFBOARD
32,OUTBOUND,3.25,3.149,-0.396,1.676,1.581,-0.469,-0.609,3.149,-0.496,1.581,5.458,2.95,0,3.982,10.0,4.516,4.23,-0.212,1.671,0,0,0,OFFBOARD
33,OUTBOUND,3.35,3.299,-0.405,1.679,1.581,-0.469,-0.609,3.299,-0.505,1.581,5.325,2.899,0,3.86,10.0,4.644,4.33,-0.172,1.664,0,0,0,OFFBOARD
34,OUTBOUND,3.45,3.444,-0.41,1.68,1.581,-0.469,-0.609,3.444,-0.509,1.581,5.192,2.862,0,3.746,10.0,4.754,4.493,-0.128,1.657,0,0,0,OFFBOARD
35,OUTBOUND,3.55,3.589,-0.409,1.68,1.581,-0.469,-0.609,3.589,-0.509,1.581,5.06,3.164,0,3.639,10.0,4.819,4.728,-0.084,1.649,0,0,0,OFFBOARD
36,OUTBOUND,3.66,3.726,-0.403,1.68,1.581,-0.469,-0.609,3.726,-0.502,1.581,4.922,3.181,0,3.547,10.0,4.791,5.026,-0.031,1.642,0,0,0,OFFBOARD
37,OUTBOUND,3.76,3.859,-0.391,1.678,1.581,-0.469,-0.609,3.859,-0.491,1.581,4.937,3.216,0,3.515,10.0,4.626,5.36,0.029,1.635,0,0,0,OFFBOARD
38,OUTBOUND,3.86,3.989,-0.374,1.676,1.581,-0.469,-0.609,3.989,-0.474,1.581,5.856,3.337,0,4.048,10.0,4.325,5.696,0.074,1.628,0,0,0,OFFBOARD
39,OUTBOUND,3.96,4.119,-0.352,1.673,1.581,-0.469,-0.609,4.119,-0.452,1.581,5.705,3.184,0,4.406,10.0,3.962,5.953,0.093,1.622,0,0,0,OFFBOARD
40,OUTBOUND,4.06,4.254,-0.325,1.67,1.581,-0.469,-0.609,4.254,-0.425,1.581,5.072,3.16,0,5.166,10.0,3.62,6.123,0.067,1.616,0,0,0,OFFBOARD
41,OUTBOUND,4.16,4.397,-0.293,1.666,1.581,-0.469,-0.609,4.397,-0.393,1.581,4.629,3.047,0,5.258,10.0,3.384,6.245,0.011,1.61,0,0,0,OFFBOARD
42,OUTBOUND,4.27,4.548,-0.257,1.662,1.581,-0.469,-0.609,4.548,-0.357,1.581,4.423,2.862,0,6.023,6.968,3.259,6.345,-0.064,1.603,0,0,0,OFFBOARD
43,OUTBOUND,4.37,4.715,-0.218,1.657,1.581,-0.469,-0.609,4.714,-0.318,1.581,4.519,2.695,0,5.92,10.0,3.294,6.482,-0.158,1.587,0,0,0,OFFBOARD
44,OUTBOUND,4.47,4.901,-0.176,1.652,1.581,-0.469,-0.609,4.901,-0.276,1.581,4.762,2.906,0,5.518,10.0,3.417,6.582,-0.252,1.573,0,0,0,OFFBOARD
45,OUTBOUND,4.57,5.087,-0.138,1.646,1.581,-0.469,-0.609,5.087,-0.238,1.581,5.111,3.295,0,4.715,10.0,3.616,6.682,-0.341,1.562,0,0,0,OFFBOARD
46,OUTBOUND,4.67,5.28,-0.104,1.639,1.581,-0.469,-0.609,5.28,-0.204,1.581,5.597,3.974,0,4.486,10.0,3.88,6.782,-0.397,1.554,0,0,0,OFFBOARD
47,OUTBOUND,4.78,5.473,-0.078,1.632,1.581,-0.469,-0.609,5.473,-0.178,1.581,5.743,3.884,0,4.353,10.0,4.186,6.882,-0.454,1.55,0,0,0,OFFBOARD
48,OUTBOUND,4.88,5.666,-0.06,1.625,1.581,-0.469,-0.609,5.666,-0.16,1.581,5.475,3.792,0,4.154,10.0,4.499,6.982,-0.515,1.547,0,0,0,OFFBOARD
49,OUTBOUND,4.98,5.854,-0.054,1.618,1.581,-0.469,-0.609,5.854,-0.154,1.581,5.325,3.681,0,3.98,10.0,4.78,7.082,-0.573,1.547,0,0,0,OFFBOARD
50,OUTBOUND,5.08,6.037,-0.059,1.611,1.581,-0.469,-0.609,6.037,-0.159,1.581,5.169,3.627,0,3.875,10.0,4.99,7.182,-0.623,1.549,0,0,0,OFFBOARD
51,OUTBOUND,5.18,6.213,-0.076,1.604,1.581,-0.469,-0.609,6.213,-0.175,1.581,5.011,3.624,0,3.754,10.0,5.106,7.282,-0.664,1.552,0,0,0,OFFBOARD
52,OUTBOUND,5.28,6.38,-0.102,1.597,1.581,-0.469,-0.609,6.38,-0.202,1.581,4.852,3.534,0,3.596,10.0,5.129,7.382,-0.69,1.557,0,0,0,OFFBOARD
53,OUTBOUND,5.38,6.537,-0.138,1.591,1.581,-0.469,-0.609,6.537,-0.238,1.581,4.807,3.382,0,3.508,10.0,5.081,7.499,-0.716,1.562,0,0,0,OFFBOARD
54,OUTBOUND,5.48,6.688,-0.181,1.586,1.581,-0.469,-0.609,6.688,-0.281,1.581,5.292,3.228,0,3.771,10.0,4.983,7.631,-0.741,1.568,0,0,0,OFFBOARD
55,OUTBOUND,5.59,6.83,-0.23,1.582,1.581,-0.469,-0.609,6.83,-0.33,1.581,5.449,3.168,0,3.902,10.0,4.86,7.753,-0.75,1.576,0,0,0,OFFBOARD
56,OUTBOUND,5.69,6.966,-0.283,1.578,1.581,-0.469,-0.609,6.966,-0.383,1.581,5.471,3.135,0,3.973,10.0,4.721,7.876,-0.754,1.583,0,0,0,OFFBOARD
57,OUTBOUND,5.79,7.094,-0.338,1.576,1.581,-0.469,-0.609,7.094,-0.438,1.581,5.333,3.395,0,4.063,10.0,4.584,7.995,-0.767,1.592,0,0,0,OFFBOARD
58,OUTBOUND,5.89,7.219,-0.394,1.575,1.581,-0.469,-0.609,7.219,-0.493,1.581,5.194,3.368,0,3.938,10.0,4.453,8.156,-0.788,1.6,0,0,0,OFFBOARD
59,OUTBOUND,5.99,7.339,-0.449,1.574,1.581,-0.469,-0.609,7.339,-0.549,1.581,5.201,3.333,0,3.82,10.0,4.351,8.294,-0.808,1.609,0,0,0,OFFBOARD
60,OUTBOUND,6.09,7.455,-0.502,1.575,1.581,-0.469,-0.609,7.455,-0.602,1.581,5.851,3.291,0,3.854,10.0,4.244,8.414,-0.826,1.617,0,0,0,OFFBOARD
61,OUTBOUND,6.2,7.57,-0.554,1.577,1.581,-0.469,-0.609,7.57,-0.654,1.581,5.959,3.243,0,4.23,10.0,4.151,8.537,-0.842,1.626,0,0,0,OFFBOARD
62,OUTBOUND,6.3,7.683,-0.603,1.579,1.581,-0.469,-0.609,7.683,-0.703,1.581,5.913,3.188,0,4.296,10.0,4.076,8.687,-0.854,1.634,0,0,0,OFFBOARD
63,OUTBOUND,6.4,7.795,-0.649,1.582,1.581,-0.469,-0.609,7.795,-0.749,1.581,5.805,3.136,0,4.317,10.0,4.023,8.892,-0.861,1.641,0,0,0,OFFBOARD
64,OUTBOUND,6.5,7.91,-0.693,1.586,1.581,-0.469,-0.609,7.91,-0.793,1.581,5.686,3.115,0,4.233,10.0,3.975,9.128,-0.863,1.648,0,0,0,OFFBOARD
65,OUTBOUND,6.6,8.022,-0.733,1.591,1.581,-0.469,-0.609,8.021,-0.833,1.581,5.516,3.012,0,4.193,10.0,3.871,9.376,-0.862,1.655,0,0,0,OFFBOARD
66,OUTBOUND,6.7,8.138,-0.77,1.596,1.581,-0.469,-0.609,8.138,-0.87,1.581,5.384,2.89,0,4.121,10.0,3.752,9.66,-0.86,1.66,0,0,0,OFFBOARD
67,OUTBOUND,6.81,8.258,-0.804,1.601,1.581,-0.469,-0.609,8.258,-0.904,1.581,5.145,2.765,0,4.114,10.0,3.6,9.968,-0.859,1.665,0,0,0,OFFBOARD
68,OUTBOUND,6.91,8.383,-0.834,1.607,1.581,-0.469,-0.609,8.383,-0.934,1.581,4.801,2.718,0,4.913,10.0,3.433,10.295,-0.861,1.669,0,0,0,OFFBOARD
69,OUTBOUND,7.01,8.514,-0.861,1.612,1.581,-0.469,-0.609,8.514,-0.961,1.581,4.515,2.731,0,4.885,10.0,3.289,10.601,-0.867,1.672,0,0,0,OFFBOARD
70,OUTBOUND,7.11,8.656,-0.883,1.618,1.581,-0.469,-0.609,8.656,-0.983,1.581,4.362,2.986,0,4.748,6.943,3.211,10.882,-0.887,1.673,0,0,0,OFFBOARD
71,OUTBOUND,7.21,8.811,-0.902,1.624,1.581,-0.469,-0.609,8.811,-1.002,1.581,4.362,2.953,0,4.614,6.921,3.214,11.201,-0.892,1.672,0,0,0,OFFBOARD
72,OUTBOUND,7.31,8.976,-0.916,1.629,1.581,-0.469,-0.609,8.976,-1.016,1.581,4.511,2.904,0,4.463,10.0,3.293,11.547,-0.874,1.668,0,0,0,OFFBOARD
73,OUTBOUND,7.41,9.151,-0.928,1.634,1.581,-0.469,-0.609,9.151,-1.028,1.581,4.783,2.815,0,4.315,10.0,3.434,11.863,-0.855,1.664,0,0,0,OFFBOARD
74,OUTBOUND,7.51,9.335,-0.936,1.639,1.581,-0.469,-0.609,9.335,-1.036,1.581,5.157,2.755,0,4.165,10.0,3.621,12.171,-0.83,1.661,0,0,0,OFFBOARD
75,OUTBOUND,7.62,9.524,-0.942,1.643,1.581,-0.469,-0.609,9.524,-1.042,1.581,5.282,2.729,0,4.018,10.0,3.811,12.5,-0.793,1.657,0,0,0,OFFBOARD
76,OUTBOUND,7.72,9.715,-0.945,1.646,1.581,-0.469,-0.609,9.715,-1.045,1.581,5.119,2.617,0,3.859,10.0,3.982,12.852,-0.748,1.654,0,0,0,OFFBOARD
77,OUTBOUND,7.82,9.91,-0.946,1.649,1.581,-0.469,-0.609,9.91,-1.046,1.581,4.945,2.436,0,3.688,10.0,4.103,13.218,-0.689,1.65,0,0,0,OFFBOARD
78,OUTBOUND,7.92,10.104,-0.943,1.651,1.581,-0.469,-0.609,10.104,-1.043,1.581,4.823,2.338,0,3.566,10.0,4.15,13.594,-0.616,1.645,0,0,0,OFFBOARD
79,OUTBOUND,8.02,10.297,-0.938,1.652,1.581,-0.469,-0.609,10.297,-1.038,1.581,4.672,2.614,0,3.406,10.0,4.17,13.958,-0.555,1.639,0,0,0,OFFBOARD
80,OUTBOUND,8.12,10.491,-0.928,1.653,1.581,-0.469,-0.609,10.491,-1.028,1.581,5.291,2.652,0,3.924,6.973,4.143,14.335,-0.495,1.633,0,0,0,OFFBOARD
81,OUTBOUND,8.22,10.685,-0.914,1.653,1.581,-0.469,-0.609,10.685,-1.014,1.581,5.431,2.68,0,3.977,6.782,4.104,14.734,-0.414,1.628,0,0,0,OFFBOARD
82,OUTBOUND,8.33,10.882,-0.894,1.652,1.581,-0.469,-0.609,10.882,-0.994,1.581,5.233,2.714,0,3.975,6.591,4.07,15.149,-0.318,1.623,0,0,0,OFFBOARD
83,OUTBOUND,8.43,11.079,-0.868,1.651,1.581,-0.469,-0.609,11.079,-0.968,1.581,5.039,2.533,0,3.78,6.398,4.05,15.576,-0.214,1.619,0,0,0,OFFBOARD
84,OUTBOUND,8.53,11.276,-0.836,1.649,1.581,-0.469,-0.609,11.276,-0.936,1.581,5.046,2.489,0,3.645,6.201,4.047,16.008,-0.108,1.615,0,0,0,OFFBOARD
85,OUTBOUND,8.63,11.475,-0.797,1.647,1.581,-0.469,-0.609,11.475,-0.897,1.581,5.757,2.831,0,4.083,6.006,4.059,16.444,-0.005,1.611,0,0,0,OFFBOARD
86,OUTBOUND,8.73,11.677,-0.751,1.644,1.581,-0.469,-0.609,11.677,-0.851,1.581,5.709,2.884,0,4.188,5.808,4.079,16.884,0.097,1.609,0,0,0,OFFBOARD
87,OUTBOUND,8.83,11.877,-0.698,1.641,1.581,-0.469,-0.609,11.877,-0.798,1.581,5.516,2.977,0,4.227,5.608,4.103,17.327,0.194,1.607,0,0,0,OFFBOARD
88,OUTBOUND,8.93,12.08,-0.637,1.638,1.581,-0.469,-0.609,12.08,-0.737,1.581,5.322,2.811,0,4.065,5.408,4.124,17.773,0.275,1.605,0,0,0,OFFBOARD
89,OUTBOUND,9.04,12.277,-0.571,1.635,1.581,-0.469,-0.609,12.277,-0.671,1.581,5.142,3.125,0,3.864,5.142,4.139,18.22,0.344,1.604,0,0,0,OFFBOARD
90,OUTBOUND,9.14,12.485,-0.494,1.632,1.581,-0.469,-0.609,12.485,-0.594,1.581,4.942,3.245,0,4.266,4.943,4.14,18.667,0.425,1.604,0,0,0,OFFBOARD
91,OUTBOUND,9.24,12.688,-0.412,1.629,1.581,-0.469,-0.609,12.688,-0.512,1.581,4.743,3.346,0,4.367,4.744,4.132,19.116,0.502,1.604,0,0,0,OFFBOARD
92,OUTBOUND,9.34,12.891,-0.324,1.626,1.581,-0.469,-0.609,12.891,-0.424,1.581,4.545,3.208,0,4.281,4.545,4.119,19.564,0.585,1.605,0,0,0,OFFBOARD
93,OUTBOUND,9.44,13.094,-0.233,1.624,1.581,-0.469,-0.609,13.094,-0.332,1.581,4.346,3.58,0,4.172,4.346,4.104,20.013,0.661,1.606,0,0,0,OFFBOARD
94,OUTBOUND,9.54,13.295,-0.138,1.621,1.581,-0.469,-0.609,13.295,-0.238,1.581,4.147,3.743,0,4.064,4.147,4.091,20.463,0.74,1.608,0,0,0,OFFBOARD
95,OUTBOUND,9.64,13.496,-0.042,1.619,1.581,-0.469,-0.609,13.496,-0.142,1.581,4.081,3.779,0,3.998,4.081,4.082,20.912,0.821,1.61,0,0,0,OFFBOARD
96,OUTBOUND,9.75,13.698,0.055,1.617,1.581,-0.469,-0.609,13.698,-0.045,1.581,3.749,3.665,0,4.401,3.749,3.749,21.361,0.906,1.613,0,0,0,OFFBOARD
97,OUTBOUND,9.85,13.899,0.153,1.616,1.581,-0.469,-0.609,13.899,0.053,1.581,3.549,3.475,0,4.47,3.549,3.55,21.81,0.982,1.615,0,0,0,OFFBOARD
98,OUTBOUND,9.95,14.101,0.25,1.615,1.581,-0.469,-0.609,14.101,0.15,1.581,3.35,3.344,0,4.49,3.459,3.35,22.258,1.062,1.618,0,0,0,OFFBOARD
99,OUTBOUND,10.05,14.303,0.347,1.614,1.581,-0.469,-0.609,14.303,0.247,1.581,3.586,3.149,0,4.323,3.929,3.15,22.707,1.161,1.621,0,0,0,OFFBOARD
100,OUTBOUND,10.15,14.505,0.443,1.614,1.581,-0.469,-0.609,14.505,0.343,1.581,5.74,2.949,0,4.124,10.0,3.508,23.155,1.254,1.624,0,0,0,OFFBOARD
101,OUTBOUND,10.25,14.707,0.539,1.614,1.581,-0.469,-0.609,14.707,0.439,1.581,5.816,2.749,0,3.934,10.0,4.015,23.451,1.325,1.627,0,0,0,OFFBOARD
102,OUTBOUND,10.35,14.909,0.633,1.614,1.581,-0.469,-0.609,14.909,0.533,1.581,5.781,2.549,0,3.842,10.0,4.082,23.645,1.392,1.629,0,0,0,OFFBOARD
103,OUTBOUND,10.45,15.113,0.728,1.615,1.581,-0.469,-0.609,15.113,0.628,1.581,5.733,2.349,0,3.741,10.0,4.085,23.773,1.464,1.632,0,0,0,OFFBOARD
104,OUTBOUND,10.56,15.317,0.822,1.616,1.581,-0.469,-0.609,15.317,0.722,1.581,5.681,2.147,0,4.064,10.0,4.086,23.873,1.523,1.635,0,0,0,OFFBOARD
105,OUTBOUND,10.66,15.519,0.914,1.617,1.581,-0.469,-0.609,15.519,0.815,1.581,5.515,2.132,0,3.98,10.0,4.088,23.973,1.536,1.637,0,0,0,OFFBOARD
106,OUTBOUND,10.76,15.723,1.006,1.618,1.581,-0.469,-0.609,15.723,0.906,1.581,5.304,2.295,0,3.861,10.0,4.091,24.073,1.472,1.637,0,0,0,OFFBOARD
107,OUTBOUND,10.86,15.925,1.095,1.62,1.581,-0.469,-0.609,15.925,0.995,1.581,5.106,2.32,0,3.738,6.449,4.094,24.173,1.403,1.637,0,0,0,OFFBOARD
108,OUTBOUND,10.96,16.129,1.182,1.621,1.581,-0.469,-0.609,16.128,1.082,1.581,4.935,2.183,0,3.642,6.192,4.063,24.335,1.292,1.625,0,0,0,OFFBOARD
109,OUTBOUND,11.06,16.33,1.264,1.623,1.581,-0.469,-0.609,16.33,1.164,1.581,4.737,2.05,0,3.564,5.994,3.985,24.588,1.184,1.612,0,0,0,OFFBOARD
110,OUTBOUND,11.16,16.534,1.339,1.624,1.581,-0.469,-0.609,16.534,1.239,1.581,4.393,1.899,1,3.381,5.794,2.014,24.903,1.076,1.603,0,0,0,OFFBOARD
111,OUTBOUND,11.27,16.738,1.404,1.624,1.581,-0.469,-0.609,16.738,1.304,1.581,1.863,1.755,1,3.181,5.594,1.813,25.193,0.891,1.59,0,0,0,OFFBOARD
112,OUTBOUND,11.37,16.934,1.454,1.623,1.581,-0.469,-0.609,16.934,1.354,1.581,1.617,1.564,1,2.915,5.328,1.597,25.523,0.681,1.569,0,0,0,OFFBOARD
113,OUTBOUND,11.47,17.146,1.492,1.621,1.581,-0.469,-0.609,17.146,1.392,1.581,1.462,1.42,1,2.785,5.128,1.447,25.891,0.442,1.544,0,0,0,OFFBOARD
114,OUTBOUND,11.57,17.35,1.509,1.618,1.581,-0.469,-0.609,17.35,1.409,1.581,1.322,1.276,1,3.26,4.928,1.304,26.287,0.195,1.515,0,0,0,OFFBOARD
115,OUTBOUND,11.67,17.552,1.506,1.613,1.581,-0.469,-0.609,17.552,1.406,1.581,1.22,1.134,1,3.359,4.724,1.166,26.7,-0.109,1.484,0,0,0,OFFBOARD
116,OUTBOUND,11.78,17.754,1.48,1.607,1.581,-0.469,-0.609,17.754,1.38,1.581,4.528,1.004,1,3.272,4.611,1.051,27.126,-0.414,1.452,0,0,0,OFFBOARD
117,OUTBOUND,11.88,17.958,1.428,1.598,1.581,-0.469,-0.609,17.958,1.329,1.581,4.394,0.923,1,3.138,5.511,3.913,27.521,-0.748,1.427,0,0,0,OFFBOARD
118,OUTBOUND,11.98,18.162,1.351,1.587,1.581,-0.469,-0.609,18.162,1.251,1.581,4.22,1.809,1,3.701,5.382,3.992,27.858,-0.929,1.411,0,0,0,OFFBOARD
119,OUTBOUND,12.08,18.352,1.257,1.575,1.581,-0.469,-0.609,18.352,1.157,1.581,5.137,2.266,0,3.886,6.335,3.974,28.22,-1.085,1.396,0,0,0,OFFBOARD
120,OUTBOUND,12.18,18.564,1.127,1.561,1.581,-0.469,-0.609,18.564,1.027,1.581,4.984,2.441,0,3.728,6.24,3.95,28.612,-1.195,1.39,0,0,0,OFFBOARD
121,OUTBOUND,12.28,18.768,0.983,1.546,1.581,-0.469,-0.609,18.768,0.883,1.581,4.91,2.317,0,3.631,6.04,3.926,29.025,-1.266,1.392,0,0,0,OFFBOARD
122,OUTBOUND,12.39,18.972,0.824,1.531,1.581,-0.469,-0.609,18.972,0.724,1.581,5.716,2.846,0,4.26,5.913,3.899,29.45,-1.289,1.399,0,0,0,OFFBOARD
123,OUTBOUND,12.49,19.176,0.655,1.516,1.581,-0.469,-0.609,19.176,0.555,1.581,5.587,3.087,0,4.382,5.712,3.864,29.884,-1.284,1.411,0,0,0,OFFBOARD
124,OUTBOUND,12.59,19.378,0.481,1.502,1.581,-0.469,-0.609,19.378,0.382,1.581,5.406,3.04,0,4.184,5.501,3.827,30.323,-1.268,1.426,0,0,0,OFFBOARD
125,OUTBOUND,12.69,19.583,0.302,1.49,1.581,-0.469,-0.609,19.582,0.202,1.581,5.218,3.596,0,4.69,5.29,3.795,30.67,-1.239,1.445,0,0,0,OFFBOARD
126,OUTBOUND,12.79,19.785,0.123,1.48,1.581,-0.469,-0.609,19.784,0.023,1.581,5.202,3.784,0,4.799,5.102,3.769,30.96,-1.212,1.466,0,0,0,OFFBOARD
127,OUTBOUND,12.89,19.987,-0.058,1.472,1.581,-0.469,-0.609,19.986,-0.158,1.581,5.738,3.802,0,4.84,10.0,3.742,31.186,-1.188,1.489,0,0,0,OFFBOARD
128,OUTBOUND,12.99,20.191,-0.239,1.466,1.581,-0.469,-0.609,20.191,-0.339,1.581,5.671,3.553,0,4.64,10.0,3.734,31.362,-1.175,1.512,0,0,0,OFFBOARD
129,OUTBOUND,13.1,20.393,-0.416,1.463,1.581,-0.469,-0.609,20.393,-0.516,1.581,5.584,3.305,0,4.44,10.0,3.729,31.564,-1.177,1.535,0,0,0,OFFBOARD
130,OUTBOUND,13.2,20.597,-0.587,1.463,1.581,-0.469,-0.609,20.597,-0.687,1.581,5.503,3.065,0,4.287,10.0,3.73,31.75,-1.186,1.559,0,0,0,OFFBOARD
131,OUTBOUND,13.3,20.799,-0.747,1.465,1.581,-0.469,-0.609,20.799,-0.847,1.581,5.443,2.84,0,4.155,10.0,3.73,31.893,-1.201,1.582,0,0,0,OFFBOARD
132,OUTBOUND,13.4,21.003,-0.894,1.47,1.581,-0.469,-0.609,21.003,-0.994,1.581,5.408,2.632,0,4.015,10.0,3.733,31.997,-1.218,1.605,0,0,0,OFFBOARD
133,OUTBOUND,13.5,21.205,-1.024,1.477,1.581,-0.469,-0.609,21.205,-1.124,1.581,5.402,2.444,0,3.855,10.0,3.744,32.097,-1.232,1.628,0,0,0,OFFBOARD
