step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
12,OUTBOUND,1.23,0.849,-0.222,1.51,-2.909,1.238,-0.88,0.849,-0.071,2.909,4.657,3.438,0,5.107,10.0,3.291,4.942,-0.382,1.45,0,0,0,OFFBOARD
13,OUTBOUND,1.33,1.031,-0.245,1.506,-2.909,1.238,-0.88,1.031,-0.095,2.909,5.273,3.226,0,4.967,10.0,3.571,5.365,-0.388,1.451,0,0,0,OFFBOARD
14,OUTBOUND,1.43,1.213,-0.269,1.501,-2.909,1.238,-0.88,1.213,-0.119,2.909,5.709,3.024,0,4.798,10.0,3.76,5.798,-0.408,1.459,0,0,0,OFFBOARD
15,OUTBOUND,1.53,1.397,-0.292,1.496,-2.909,1.238,-0.88,1.397,-0.142,2.909,5.776,2.85,0,4.671,10.0,3.824,6.237,-0.433,1.471,0,0,0,OFFBOARD
16,OUTBOUND,1.63,1.579,-0.313,1.492,-2.909,1.238,-0.88,1.579,-0.163,2.909,5.697,2.704,0,4.491,10.0,3.783,6.68,-0.458,1.485,0,0,0,OFFBOARD
17,OUTBOUND,1.73,1.764,-0.333,1.488,-2.909,1.238,-0.88,1.764,-0.183,2.909,5.538,2.602,0,4.454,10.0,3.692,7.125,-0.484,1.502,0,0,0,OFFBOARD
18,OUTBOUND,1.83,1.948,-0.35,1.486,-2.909,1.238,-0.88,1.948,-0.199,2.909,5.344,2.544,0,4.942,10.0,3.597,7.572,-0.506,1.521,0,0,0,OFFBOARD
19,OUTBOUND,1.94,2.134,-0.365,1.485,-2.909,1.238,-0.88,2.134,-0.215,2.909,5.214,2.417,0,4.957,10.0,3.531,8.02,-0.524,1.541,0,0,0,OFFBOARD
20,OUTBOUND,2.04,2.326,-0.379,1.486,-2.909,1.238,-0.88,2.326,-0.229,2.909,5.171,3.722,0,4.863,10.0,3.505,8.468,-0.587,1.561,0,0,0,OFFBOARD
21,OUTBOUND,2.14,2.517,-0.393,1.488,-2.909,1.238,-0.88,2.516,-0.243,2.909,5.202,3.54,0,4.764,10.0,3.522,8.917,-0.647,1.581,0,0,0,OFFBOARD
22,OUTBOUND,2.24,2.714,-0.408,1.492,-2.909,1.238,-0.88,2.714,-0.258,2.909,5.294,3.357,0,4.585,10.0,3.572,9.366,-0.705,1.601,0,0,0,OFFBOARD
23,OUTBOUND,2.34,2.912,-0.425,1.498,-2.909,1.238,-0.88,2.912,-0.275,2.909,5.428,3.29,0,4.405,10.0,3.644,9.816,-0.763,1.621,0,0,0,OFFBOARD
24,OUTBOUND,2.45,3.113,-0.444,1.505,-2.909,1.238,-0.88,3.113,-0.294,2.909,5.485,3.483,0,4.223,10.0,3.724,10.265,-0.827,1.64,0,0,0,OFFBOARD
25,OUTBOUND,2.55,3.315,-0.466,1.514,-2.909,1.238,-0.88,3.315,-0.316,2.909,5.515,3.448,0,4.079,10.0,3.799,10.715,-0.894,1.657,0,0,0,OFFBOARD
26,OUTBOUND,2.65,3.517,-0.491,1.525,-2.909,1.238,-0.88,3.517,-0.341,2.909,5.703,3.402,0,3.978,10.0,3.876,11.165,-0.963,1.673,0,0,0,OFFBOARD
27,OUTBOUND,2.75,3.718,-0.52,1.536,-2.909,1.238,-0.88,3.718,-0.37,2.909,5.755,3.364,0,4.319,10.0,3.914,11.615,-1.03,1.687,0,0,0,OFFBOARD
28,OUTBOUND,2.85,3.92,-0.554,1.548,-2.909,1.238,-0.88,3.92,-0.404,2.909,5.746,3.329,0,4.384,10.0,3.939,12.065,-1.098,1.7,0,0,0,OFFBOARD
29,OUTBOUND,2.95,4.12,-0.592,1.561,-2.909,1.238,-0.88,4.12,-0.442,2.909,5.696,3.182,0,4.383,10.0,3.956,12.515,-1.16,1.711,0,0,0,OFFBOARD
30,OUTBOUND,3.05,4.322,-0.635,1.575,-2.909,1.238,-0.88,4.322,-0.485,2.909,5.496,2.983,0,4.239,10.0,3.971,12.965,-1.213,1.719,0,0,0,OFFBOARD
31,OUTBOUND,3.16,4.522,-0.682,1.589,-2.909,1.238,-0.88,4.522,-0.532,2.909,5.323,2.805,0,4.037,10.0,3.99,13.414,-1.253,1.726,0,0,0,OFFBOARD
32,OUTBOUND,3.26,4.723,-0.733,1.602,-2.909,1.238,-0.88,4.723,-0.582,2.909,5.207,2.722,0,3.84,10.0,4.014,13.864,-1.282,1.731,0,0,0,OFFBOARD
33,OUTBOUND,3.36,4.924,-0.787,1.615,-2.909,1.238,-0.88,4.924,-0.637,2.909,5.072,2.87,0,3.665,10.0,4.045,14.314,-1.313,1.733,0,0,0,OFFBOARD
34,OUTBOUND,3.46,5.127,-0.845,1.628,-2.909,1.238,-0.88,5.127,-0.695,2.909,4.926,2.799,0,3.566,10.0,4.08,14.764,-1.338,1.734,0,0,0,OFFBOARD
35,OUTBOUND,3.56,5.329,-0.904,1.641,-2.909,1.238,-0.88,5.329,-0.754,2.909,5.258,2.721,0,3.466,10.0,4.117,15.214,-1.355,1.733,0,0,0,OFFBOARD
36,OUTBOUND,3.66,5.53,-0.964,1.652,-2.909,1.238,-0.88,5.53,-0.814,2.909,5.142,2.629,0,3.863,6.923,4.148,15.664,-1.363,1.73,0,0,0,OFFBOARD
37,OUTBOUND,3.77,5.734,-1.025,1.663,-2.909,1.238,-0.88,5.734,-0.875,2.909,5.038,2.539,0,3.795,6.618,4.188,16.104,-1.361,1.725,0,0,0,OFFBOARD
38,OUTBOUND,3.87,5.938,-1.084,1.672,-2.909,1.238,-0.88,5.938,-0.934,2.909,4.964,2.456,0,3.699,6.418,4.218,16.524,-1.35,1.718,0,0,0,OFFBOARD
39,OUTBOUND,3.97,6.14,-1.14,1.68,-2.909,1.238,-0.88,6.14,-0.99,2.909,4.893,2.379,0,3.611,6.215,4.242,16.913,-1.329,1.71,0,0,0,OFFBOARD
40,OUTBOUND,4.07,6.344,-1.194,1.687,-2.909,1.238,-0.88,6.344,-1.044,2.909,4.763,2.25,0,3.506,6.019,4.26,17.297,-1.297,1.7,0,0,0,OFFBOARD
41,OUTBOUND,4.17,6.546,-1.243,1.692,-2.909,1.238,-0.88,6.546,-1.093,2.909,4.563,2.05,0,3.306,5.819,4.274,17.664,-1.261,1.689,0,0,0,OFFBOARD
42,OUTBOUND,4.27,6.748,-1.286,1.696,-2.909,1.238,-0.88,6.748,-1.136,2.909,4.363,1.85,1,3.106,5.619,4.284,18.035,-1.211,1.677,0,0,0,OFFBOARD
43,OUTBOUND,4.37,6.95,-1.323,1.698,-2.909,1.238,-0.88,6.95,-1.173,2.909,4.163,1.765,1,2.906,5.419,4.289,18.344,-1.139,1.664,0,0,0,OFFBOARD
44,OUTBOUND,4.47,7.153,-1.354,1.699,-2.909,1.238,-0.88,7.153,-1.204,2.909,3.961,2.054,0,2.737,5.217,4.292,18.618,-1.067,1.653,0,0,0,OFFBOARD
45,OUTBOUND,4.58,7.355,-1.377,1.699,-2.909,1.238,-0.88,7.355,-1.227,2.909,3.763,2.061,0,2.705,5.02,4.291,18.948,-0.998,1.642,0,0,0,OFFBOARD
46,OUTBOUND,4.68,7.559,-1.391,1.697,-2.909,1.238,-0.88,7.559,-1.241,2.909,3.62,2.019,0,3.166,4.882,4.283,19.311,-0.933,1.631,0,0,0,OFFBOARD
47,OUTBOUND,4.78,7.763,-1.396,1.694,-2.909,1.238,-0.88,7.763,-1.246,2.909,4.196,2.004,0,3.202,4.852,4.279,19.552,-0.866,1.62,0,0,0,OFFBOARD
48,OUTBOUND,4.88,7.965,-1.391,1.689,-2.909,1.238,-0.88,7.965,-1.241,2.909,4.302,1.905,1,3.161,5.673,4.273,19.717,-0.793,1.605,0,0,0,OFFBOARD
49,OUTBOUND,4.98,8.169,-1.377,1.684,-2.909,1.238,-0.88,8.169,-1.227,2.909,4.151,1.684,1,2.895,5.408,4.259,19.888,-0.71,1.593,0,0,0,OFFBOARD
50,OUTBOUND,5.08,8.373,-1.352,1.678,-2.909,1.238,-0.88,8.373,-1.202,2.909,3.951,1.96,1,2.785,5.208,4.246,20.061,-0.636,1.584,0,0,0,OFFBOARD
51,OUTBOUND,5.19,8.575,-1.319,1.671,-2.909,1.238,-0.88,8.575,-1.169,2.909,3.837,2.024,0,3.315,5.216,4.231,20.268,-0.571,1.576,0,0,0,OFFBOARD
52,OUTBOUND,5.29,8.779,-1.276,1.663,-2.909,1.238,-0.88,8.779,-1.126,2.909,4.568,2.096,0,3.402,6.064,4.213,20.443,-0.513,1.568,0,0,0,OFFBOARD
53,OUTBOUND,5.39,8.981,-1.225,1.655,-2.909,1.238,-0.88,8.981,-1.075,2.909,4.607,2.095,0,3.351,5.864,4.194,20.678,-0.471,1.559,0,0,0,OFFBOARD
54,OUTBOUND,5.49,9.183,-1.167,1.647,-2.909,1.238,-0.88,9.183,-1.017,2.909,4.407,2.004,0,3.151,6.422,4.172,20.946,-0.429,1.548,0,0,0,OFFBOARD
55,OUTBOUND,5.59,9.387,-1.102,1.638,-2.909,1.238,-0.88,9.387,-0.952,2.909,4.348,2.351,0,3.56,6.72,4.149,21.256,-0.415,1.54,0,0,0,OFFBOARD
56,OUTBOUND,5.69,9.589,-1.033,1.629,-2.909,1.238,-0.88,9.589,-0.883,2.909,5.178,2.497,0,3.811,6.52,4.125,21.606,-0.406,1.535,0,0,0,OFFBOARD
57,OUTBOUND,5.79,9.791,-0.96,1.62,-2.909,1.238,-0.88,9.791,-0.81,2.909,5.063,2.551,0,3.807,10.0,4.102,21.943,-0.409,1.53,0,0,0,OFFBOARD
58,OUTBOUND,5.9,9.995,-0.885,1.611,-2.909,1.238,-0.88,9.995,-0.735,2.909,4.864,2.433,0,3.607,10.0,4.08,22.32,-0.41,1.528,0,0,0,OFFBOARD
59,OUTBOUND,6.0,10.197,-0.81,1.602,-2.909,1.238,-0.88,10.197,-0.66,2.909,5.461,2.823,0,3.601,10.0,4.059,22.722,-0.434,1.529,0,0,0,OFFBOARD
60,OUTBOUND,6.1,10.399,-0.737,1.594,-2.909,1.238,-0.88,10.399,-0.587,2.909,5.635,2.971,0,4.154,10.0,4.04,23.141,-0.461,1.533,0,0,0,OFFBOARD
61,OUTBOUND,6.2,10.601,-0.668,1.586,-2.909,1.238,-0.88,10.601,-0.518,2.909,5.52,3.007,0,4.224,6.857,4.024,23.571,-0.499,1.538,0,0,0,OFFBOARD
62,OUTBOUND,6.3,10.803,-0.603,1.579,-2.909,1.238,-0.88,10.803,-0.453,2.909,5.364,2.885,0,4.064,6.657,4.01,24.005,-0.535,1.544,0,0,0,OFFBOARD
63,OUTBOUND,6.4,11.005,-0.546,1.573,-2.909,1.238,-0.88,11.005,-0.395,2.909,5.49,3.345,0,3.945,6.457,3.997,24.443,-0.57,1.55,0,0,0,OFFBOARD
64,OUTBOUND,6.5,11.209,-0.495,1.568,-2.909,1.238,-0.88,11.209,-0.345,2.909,5.687,3.408,0,4.316,6.257,3.985,24.879,-0.578,1.556,0,0,0,OFFBOARD
65,OUTBOUND,6.6,11.411,-0.453,1.564,-2.909,1.238,-0.88,11.411,-0.303,2.909,5.728,3.464,0,4.408,6.057,3.974,25.29,-0.581,1.561,0,0,0,OFFBOARD
66,OUTBOUND,6.71,11.613,-0.421,1.561,-2.909,1.238,-0.88,11.613,-0.271,2.909,5.739,3.264,0,4.452,5.857,3.966,25.696,-0.561,1.566,0,0,0,OFFBOARD
67,OUTBOUND,6.81,11.815,-0.398,1.559,-2.909,1.238,-0.88,11.815,-0.248,2.909,5.574,3.227,0,4.318,5.655,3.96,26.108,-0.545,1.57,0,0,0,OFFBOARD
68,OUTBOUND,6.91,12.017,-0.383,1.557,-2.909,1.238,-0.88,12.017,-0.233,2.909,5.455,3.563,0,4.136,5.455,3.957,26.457,-0.527,1.574,0,0,0,OFFBOARD
69,OUTBOUND,7.01,12.219,-0.376,1.557,-2.909,1.238,-0.88,12.219,-0.226,2.909,5.257,3.562,0,4.149,5.257,3.954,26.707,-0.486,1.576,0,0,0,OFFBOARD
70,OUTBOUND,7.11,12.421,-0.375,1.557,-2.909,1.238,-0.88,12.421,-0.225,2.909,5.057,3.539,0,4.505,5.057,3.95,26.886,-0.425,1.579,0,0,0,OFFBOARD
71,OUTBOUND,7.21,12.623,-0.378,1.558,-2.909,1.238,-0.88,12.623,-0.228,2.909,4.857,3.52,0,4.536,4.857,3.949,27.05,-0.357,1.583,0,0,0,OFFBOARD
72,OUTBOUND,7.31,12.829,-0.384,1.559,-2.909,1.238,-0.88,12.829,-0.234,2.909,4.655,3.318,0,4.406,4.655,3.95,27.237,-0.28,1.586,0,0,0,OFFBOARD
73,OUTBOUND,7.42,13.031,-0.391,1.561,-2.909,1.238,-0.88,13.031,-0.241,2.909,4.391,3.182,0,4.253,4.391,3.954,27.464,-0.194,1.59,0,0,0,OFFBOARD
74,OUTBOUND,7.52,13.235,-0.396,1.563,-2.909,1.238,-0.88,13.235,-0.246,2.909,4.191,3.442,0,4.11,4.191,3.96,27.733,-0.107,1.594,0,0,0,OFFBOARD
75,OUTBOUND,7.62,13.441,-0.398,1.565,-2.909,1.238,-0.88,13.441,-0.248,2.909,3.991,3.446,0,3.989,3.991,3.968,28.03,-0.008,1.599,0,0,0,OFFBOARD
76,OUTBOUND,7.72,13.643,-0.395,1.567,-2.909,1.238,-0.88,13.643,-0.245,2.909,3.791,3.439,0,4.329,3.791,3.791,28.332,0.098,1.604,0,0,0,OFFBOARD
77,OUTBOUND,7.82,13.845,-0.387,1.57,-2.909,1.238,-0.88,13.845,-0.237,2.909,3.723,3.436,0,4.405,3.723,3.723,28.637,0.206,1.609,0,0,0,OFFBOARD
78,OUTBOUND,7.92,14.047,-0.371,1.573,-2.909,1.238,-0.88,14.047,-0.221,2.909,3.391,3.31,0,4.56,3.391,3.391,28.942,0.319,1.613,0,0,0,OFFBOARD
79,OUTBOUND,8.02,14.251,-0.346,1.576,-2.909,1.238,-0.88,14.251,-0.196,2.909,3.191,3.178,0,4.366,3.191,3.191,29.264,0.438,1.618,0,0,0,OFFBOARD
80,OUTBOUND,8.13,14.453,-0.313,1.58,-2.909,1.238,-0.88,14.453,-0.163,2.909,2.991,2.991,0,4.19,2.991,2.991,29.608,0.554,1.623,0,0,0,OFFBOARD
81,OUTBOUND,8.23,14.655,-0.271,1.583,-2.909,1.238,-0.88,14.655,-0.121,2.909,2.789,2.789,0,4.199,2.789,2.789,29.965,0.698,1.627,0,0,0,OFFBOARD
82,OUTBOUND,8.33,14.859,-0.218,1.587,-2.909,1.238,-0.88,14.859,-0.068,2.909,2.589,2.589,0,4.575,2.589,2.589,30.303,0.856,1.631,0,0,0,OFFBOARD
83,OUTBOUND,8.43,15.061,-0.156,1.591,-2.909,1.238,-0.88,15.061,-0.006,2.909,2.391,2.391,0,4.587,2.391,2.391,30.603,1.027,1.633,0,0,0,OFFBOARD
84,OUTBOUND,8.53,15.263,-0.085,1.595,-2.909,1.238,-0.88,15.263,0.065,2.909,2.191,2.191,0,4.579,2.229,2.191,30.878,1.256,1.634,0,0,0,OFFBOARD
85,OUTBOUND,8.63,15.467,-0.003,1.599,-2.909,1.238,-0.88,15.467,0.147,2.909,1.991,1.991,1,4.423,2.53,1.991,31.092,1.481,1.628,0,0,0,OFFBOARD
86,OUTBOUND,8.73,15.669,0.089,1.603,-2.909,1.238,-0.88,15.669,0.239,2.909,1.959,1.791,1,4.223,10.0,1.791,31.372,1.712,1.624,0,0,0,OFFBOARD
87,OUTBOUND,8.84,15.873,0.193,1.606,-2.909,1.238,-0.88,15.873,0.343,2.909,2.447,1.591,1,4.122,10.0,1.979,31.711,1.958,1.622,0,0,0,OFFBOARD
88,OUTBOUND,8.94,16.075,0.308,1.609,-2.909,1.238,-0.88,16.075,0.458,2.909,5.845,1.391,1,4.423,10.0,3.829,32.088,2.207,1.621,0,0,0,OFFBOARD
89,OUTBOUND,9.04,16.277,0.435,1.611,-2.909,1.238,-0.88,16.277,0.585,2.909,5.768,1.287,1,4.351,10.0,4.078,32.458,2.394,1.622,0,0,0,OFFBOARD
90,OUTBOUND,9.14,16.479,0.576,1.614,-2.909,1.238,-0.88,16.479,0.726,2.909,5.742,1.355,1,4.319,10.0,4.08,32.855,2.5,1.623,0,0,0,OFFBOARD
91,OUTBOUND,9.25,16.699,0.744,1.615,-2.909,1.238,-0.88,16.699,0.894,2.909,5.634,1.746,1,4.137,10.0,4.09,33.27,2.5,1.624,0,0,0,OFFBOARD
92,OUTBOUND,9.35,16.903,0.911,1.617,-2.909,1.238,-0.88,16.903,1.061,2.909,5.369,2.752,0,3.899,10.0,4.098,33.698,2.465,1.625,0,0,0,OFFBOARD
93,OUTBOUND,9.45,17.105,1.085,1.618,-2.909,1.238,-0.88,17.105,1.236,2.909,5.032,2.494,0,3.626,6.51,4.099,34.133,2.378,1.615,0,0,0,OFFBOARD
94,OUTBOUND,9.55,17.309,1.268,1.619,-2.909,1.238,-0.88,17.309,1.418,2.909,4.616,2.23,0,3.385,6.225,4.095,34.574,2.27,1.609,0,0,0,OFFBOARD
95,OUTBOUND,9.66,17.513,1.452,1.619,-2.909,1.238,-0.88,17.513,1.602,2.909,3.601,1.966,1,3.156,4.913,4.095,35.017,2.126,1.605,0,0,0,OFFBOARD
96,OUTBOUND,9.76,17.715,1.631,1.619,-2.909,1.238,-0.88,17.715,1.781,2.909,3.464,1.879,1,3.077,4.699,4.095,35.434,1.952,1.602,0,0,0,OFFBOARD
97,OUTBOUND,9.86,17.919,1.803,1.619,-2.909,1.238,-0.88,17.919,1.953,2.909,3.111,1.47,1,2.624,4.086,3.735,35.751,1.701,1.598,0,0,0,OFFBOARD
98,OUTBOUND,9.96,18.121,1.957,1.618,-2.909,1.238,-0.88,18.121,2.107,2.909,2.913,1.24,1,1.888,2.913,2.913,36.113,1.411,1.586,0,0,0,OFFBOARD
99,OUTBOUND,10.06,18.323,2.09,1.617,-2.909,1.238,-0.88,18.323,2.24,2.909,2.713,1.014,1,1.631,2.713,2.642,36.502,1.086,1.586,0,0,0,OFFBOARD
100,OUTBOUND,10.16,18.527,2.196,1.615,-2.909,1.238,-0.88,18.527,2.346,2.909,2.513,0.836,1,1.385,2.513,2.213,36.905,0.736,1.575,0,0,0,OFFBOARD
101,OUTBOUND,10.26,18.729,2.268,1.612,-2.909,1.238,-0.88,18.729,2.418,2.909,2.179,0.719,1,1.188,2.086,1.223,37.318,0.386,1.557,0,1,0,OFFBOARD
102,OUTBOUND,10.36,18.907,2.276,1.606,-2.909,1.238,-0.88,18.907,2.426,2.909,1.072,0.643,1,0.985,1.022,0.984,37.743,0.036,1.534,0,1,0,OFFBOARD
103,OUTBOUND,10.47,19.08,2.236,1.6,-2.909,1.238,-0.88,19.08,2.386,2.909,0.927,0.626,1,0.873,0.892,0.832,38.177,-0.314,1.507,0,1,0,OFFBOARD
104,OUTBOUND,10.57,19.255,2.156,1.592,-2.909,1.238,-0.88,19.255,2.306,2.909,1.412,0.669,1,1.329,1.39,1.253,38.616,-0.664,1.478,0,1,0,OFFBOARD
105,OUTBOUND,10.67,19.434,2.044,1.584,-2.909,1.238,-0.88,19.434,2.194,2.909,1.506,0.565,1,1.346,1.484,1.448,39.057,-1.014,1.454,0,1,0,OFFBOARD
106,OUTBOUND,10.77,19.621,1.908,1.575,-2.909,1.238,-0.88,19.621,2.058,2.909,1.486,0.902,1,1.442,1.524,1.569,39.498,-1.354,1.43,0,0,0,OFFBOARD
107,OUTBOUND,10.87,19.815,1.762,1.565,-2.909,1.238,-0.88,19.815,1.912,2.909,1.523,1.038,1,1.319,1.96,2.062,39.94,-1.692,1.41,0,0,0,OFFBOARD
108,OUTBOUND,10.97,20.017,1.615,1.553,-2.909,1.238,-0.88,20.017,1.765,2.909,2.282,1.194,1,1.825,2.406,2.399,40.379,-2.004,1.394,0,0,0,OFFBOARD
109,OUTBOUND,11.08,20.227,1.472,1.541,-2.909,1.238,-0.88,20.227,1.622,2.909,2.213,1.213,1,2.128,2.395,2.606,40.802,-2.298,1.382,0,0,0,OFFBOARD
110,OUTBOUND,11.18,20.448,1.333,1.527,-2.909,1.238,-0.88,20.448,1.484,2.909,2.844,1.546,1,2.056,3.153,2.893,41.23,-2.5,1.373,0,0,0,OFFBOARD
111,OUTBOUND,11.28,20.673,1.203,1.513,-2.909,1.238,-0.88,20.673,1.353,2.909,3.038,1.837,1,2.803,3.325,3.308,41.603,-2.5,1.37,0,0,0,OFFBOARD
112,OUTBOUND,11.38,20.901,1.076,1.499,-2.909,1.238,-0.88,20.901,1.226,2.909,3.864,1.812,1,2.79,4.129,3.508,41.972,-2.5,1.374,0,0,0,OFFBOARD
113,OUTBOUND,11.48,21.136,0.947,1.486,-2.909,1.238,-0.88,21.136,1.097,2.909,3.832,2.268,0,3.47,5.063,3.718,42.253,-2.5,1.383,0,0,0,OFFBOARD
114,OUTBOUND,11.58,21.367,0.816,1.473,-2.909,1.238,-0.88,21.367,0.966,2.909,4.814,2.37,0,3.567,5.877,3.916,42.589,-2.5,1.394,0,0,0,OFFBOARD
115,OUTBOUND,11.68,21.598,0.677,1.461,-2.909,1.238,-0.88,21.598,0.827,2.909,4.64,2.817,0,3.572,6.111,4.058,42.966,-2.5,1.408,0,0,0,OFFBOARD
116,OUTBOUND,11.79,21.828,0.527,1.451,-2.909,1.238,-0.88,21.828,0.677,2.909,5.549,3.022,0,4.287,10.0,4.134,43.368,-2.5,1.419,0,0,0,OFFBOARD
117,OUTBOUND,11.89,22.057,0.366,1.443,-2.909,1.238,-0.88,22.057,0.516,2.909,5.512,3.476,0,4.085,10.0,4.119,43.787,-2.5,1.424,0,0,0,OFFBOARD
118,OUTBOUND,11.99,22.27,0.204,1.437,-2.909,1.238,-0.88,22.27,0.354,2.909,6.123,3.748,0,4.475,10.0,4.07,44.216,-2.5,1.426,0,0,0,OFFBOARD
119,OUTBOUND,12.09,22.496,0.02,1.431,-2.909,1.238,-0.88,22.495,0.17,2.909,5.991,2.657,0,4.527,10.0,4.011,44.653,-2.5,1.426,0,0,0,OFFBOARD
120,OUTBOUND,12.19,22.707,-0.163,1.428,-2.909,1.238,-0.88,22.707,-0.013,2.909,5.819,2.361,0,4.422,10.0,3.953,45.037,-2.5,1.424,0,0,0,OFFBOARD
121,OUTBOUND,12.29,22.914,-0.349,1.425,-2.909,1.238,-0.88,22.914,-0.199,2.909,5.724,2.1,0,4.234,10.0,3.9,45.316,-2.499,1.421,0,0,0,OFFBOARD
122,OUTBOUND,12.4,23.121,-0.536,1.423,-2.909,1.238,-0.88,23.121,-0.386,2.909,5.615,1.936,1,4.145,6.927,3.89,45.644,-2.481,1.427,0,0,0,OFFBOARD
123,OUTBOUND,12.5,23.324,-0.712,1.422,-2.909,1.238,-0.88,23.324,-0.562,2.909,5.328,1.618,1,4.064,6.628,3.85,46.011,-2.401,1.441,0,0,0,OFFBOARD
124,OUTBOUND,12.6,23.528,-0.874,1.421,-2.909,1.238,-0.88,23.528,-0.724,2.909,5.118,1.409,1,3.862,6.306,3.804,46.407,-2.303,1.461,0,0,0,OFFBOARD
125,OUTBOUND,12.7,23.732,-1.011,1.421,-2.909,1.238,-0.88,23.732,-0.861,2.909,4.915,1.219,1,3.66,5.901,3.759,46.821,-2.188,1.484,0,0,0,OFFBOARD
126,OUTBOUND,12.8,23.934,-1.12,1.423,-2.909,1.238,-0.88,23.934,-0.969,2.909,4.707,1.022,1,3.554,5.677,3.716,47.248,-2.053,1.509,0,0,0,OFFBOARD
127,OUTBOUND,12.9,24.138,-1.199,1.426,-2.909,1.238,-0.88,24.138,-1.049,2.909,4.496,0.836,1,3.881,5.658,3.676,47.683,-1.894,1.536,0,0,0,OFFBOARD
128,OUTBOUND,13.0,24.342,-1.249,1.432,-2.909,1.238,-0.88,24.342,-1.099,2.909,4.411,0.671,1,3.882,5.552,3.648,48.121,-1.791,1.563,0,1,0,OFFBOARD
129,OUTBOUND,13.11,24.546,-1.276,1.439,-2.909,1.238,-0.88,24.546,-1.126,2.909,4.809,2.167,0,3.819,5.343,3.648,48.561,-1.774,1.59,0,0,0,OFFBOARD
130,OUTBOUND,13.21,24.751,-1.283,1.448,-2.909,1.238,-0.88,24.751,-1.133,2.909,5.101,2.158,0,3.764,5.211,3.666,49.005,-1.748,1.609,0,0,0,OFFBOARD
131,OUTBOUND,13.31,24.958,-1.279,1.459,-2.909,1.238,-0.88,24.958,-1.129,2.909,4.901,2.219,0,3.642,6.166,3.698,49.45,-1.716,1.622,0,0,0,OFFBOARD
132,OUTBOUND,13.41,25.164,-1.269,1.471,-2.909,1.238,-0.88,25.164,-1.119,2.909,4.697,2.187,0,3.44,5.957,3.731,49.892,-1.69,1.632,0,0,0,OFFBOARD
133,OUTBOUND,13.51,25.369,-1.26,1.484,-2.909,1.238,-0.88,25.369,-1.11,2.909,4.491,2.02,0,3.235,6.245,3.788,50.329,-1.654,1.639,0,0,0,OFFBOARD
