step,phase,t_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,fwd_progress_m,lat_offset_m,speed_ms,front_d_m,min_depth_m,prox_alarm,depth_top,depth_mid,depth_bot,tgt_x,tgt_y,tgt_z,collision,near_miss,armed,mode
29,OUTBOUND,2.94,4.054,-0.971,1.666,-0.119,-0.126,-0.626,4.054,-0.821,0.119,4.636,2.559,0,3.386,10.0,4.215,9.097,-0.811,1.632,0,0,0,OFFBOARD
30,OUTBOUND,3.05,4.254,-0.98,1.668,-0.119,-0.126,-0.626,4.254,-0.83,0.119,5.255,2.569,0,3.759,6.82,4.207,9.459,-0.794,1.622,0,0,0,OFFBOARD
31,OUTBOUND,3.15,4.454,-0.983,1.668,-0.119,-0.126,-0.626,4.454,-0.833,0.119,5.362,2.58,0,3.813,6.782,4.193,9.823,-0.773,1.613,0,0,0,OFFBOARD
32,OUTBOUND,3.25,4.654,-0.98,1.666,-0.119,-0.126,-0.626,4.654,-0.83,0.119,5.165,2.611,0,3.861,10.0,4.179,10.192,-0.737,1.606,0,0,0,OFFBOARD
33,OUTBOUND,3.35,4.857,-0.974,1.664,-0.119,-0.126,-0.626,4.857,-0.823,0.119,5.1,2.588,0,3.843,10.0,4.175,10.573,-0.696,1.6,0,0,0,OFFBOARD
34,OUTBOUND,3.45,5.058,-0.964,1.66,-0.119,-0.126,-0.626,5.058,-0.814,0.119,5.1,2.588,0,3.843,10.0,4.175,10.957,-0.644,1.594,0,0,0,OFFBOARD
35,OUTBOUND,3.55,5.259,-0.952,1.655,-0.119,-0.126,-0.626,5.259,-0.802,0.119,5.1,2.588,0,3.843,10.0,4.175,11.35,-0.584,1.59,0,0,0,OFFBOARD
36,OUTBOUND,3.65,5.463,-0.937,1.65,-0.119,-0.126,-0.626,5.463,-0.787,0.119,5.1,2.588,0,3.843,10.0,4.175,11.749,-0.525,1.587,0,0,0,OFFBOARD
37,OUTBOUND,3.76,5.666,-0.919,1.645,-0.119,-0.126,-0.626,5.666,-0.769,0.119,5.365,2.67,0,3.926,10.0,4.151,12.146,-0.474,1.585,0,0,0,OFFBOARD
38,OUTBOUND,3.86,5.87,-0.897,1.639,-0.119,-0.126,-0.626,5.87,-0.747,0.119,5.234,2.698,0,3.977,10.0,4.146,12.553,-0.417,1.584,0,0,0,OFFBOARD
39,OUTBOUND,3.96,6.072,-0.871,1.634,-0.119,-0.126,-0.626,6.072,-0.721,0.119,5.035,2.523,0,3.778,10.0,4.138,12.964,-0.364,1.583,0,0,0,OFFBOARD
40,OUTBOUND,4.06,6.274,-0.84,1.629,-0.119,-0.126,-0.626,6.274,-0.69,0.119,4.899,2.455,0,3.643,10.0,4.131,13.376,-0.311,1.584,0,0,0,OFFBOARD
41,OUTBOUND,4.16,6.477,-0.804,1.623,-0.119,-0.126,-0.626,6.477,-0.654,0.119,5.55,2.831,0,3.612,10.0,4.115,13.786,-0.276,1.585,0,0,0,OFFBOARD
42,OUTBOUND,4.26,6.679,-0.763,1.619,-0.119,-0.126,-0.626,6.679,-0.613,0.119,5.689,2.9,0,4.139,10.0,4.101,14.209,-0.219,1.587,0,0,0,OFFBOARD
43,OUTBOUND,4.36,6.883,-0.717,1.614,-0.119,-0.126,-0.626,6.883,-0.566,0.119,5.492,2.98,0,4.199,10.0,4.088,14.639,-0.166,1.59,0,0,0,OFFBOARD
44,OUTBOUND,4.47,7.085,-0.667,1.61,-0.119,-0.126,-0.626,7.085,-0.517,0.119,5.292,2.78,0,4.035,10.0,4.075,15.071,-0.129,1.594,0,0,0,OFFBOARD
45,OUTBOUND,4.57,7.289,-0.613,1.607,-0.119,-0.126,-0.626,7.289,-0.463,0.119,5.249,2.742,0,3.967,10.0,4.072,15.499,-0.1,1.598,0,0,0,OFFBOARD
46,OUTBOUND,4.67,7.493,-0.558,1.604,-0.119,-0.126,-0.626,7.493,-0.407,0.119,5.249,2.742,0,3.967,10.0,4.072,15.923,-0.079,1.602,0,0,0,OFFBOARD
47,OUTBOUND,4.77,7.697,-0.5,1.602,-0.119,-0.126,-0.626,7.697,-0.35,0.119,5.249,2.742,0,3.967,10.0,4.072,16.343,-0.061,1.607,0,0,0,OFFBOARD
48,OUTBOUND,4.87,7.899,-0.443,1.601,-0.119,-0.126,-0.626,7.899,-0.293,0.119,5.249,2.742,0,3.967,10.0,4.072,16.755,-0.045,1.611,0,0,0,OFFBOARD
49,OUTBOUND,4.97,8.103,-0.385,1.6,-0.119,-0.126,-0.626,8.103,-0.235,0.119,5.628,3.15,0,4.155,10.0,4.048,17.16,-0.058,1.616,0,0,0,OFFBOARD
50,OUTBOUND,5.08,8.305,-0.329,1.6,-0.119,-0.126,-0.626,8.305,-0.179,0.119,5.818,3.531,0,4.024,10.0,4.049,17.571,-0.085,1.621,0,0,0,OFFBOARD
51,OUTBOUND,5.18,8.509,-0.274,1.601,-0.119,-0.126,-0.626,8.509,-0.124,0.119,5.972,3.628,0,3.938,10.0,4.052,17.988,-0.118,1.626,0,0,0,OFFBOARD
52,OUTBOUND,5.28,8.711,-0.223,1.602,-0.119,-0.126,-0.626,8.711,-0.073,0.119,5.992,3.623,0,4.34,10.0,4.056,18.407,-0.153,1.631,0,0,0,OFFBOARD
53,OUTBOUND,5.38,8.913,-0.176,1.603,-0.119,-0.126,-0.626,8.913,-0.026,0.119,5.936,3.462,0,4.47,10.0,4.061,18.814,-0.192,1.636,0,0,0,OFFBOARD
54,OUTBOUND,5.48,9.115,-0.134,1.605,-0.119,-0.126,-0.626,9.115,0.016,0.119,5.804,3.507,0,4.5,10.0,4.065,19.196,-0.237,1.64,0,0,0,OFFBOARD
55,OUTBOUND,5.58,9.319,-0.098,1.607,-0.119,-0.126,-0.626,9.319,0.052,0.119,5.76,3.887,0,4.346,10.0,4.073,19.557,-0.293,1.644,0,0,0,OFFBOARD
56,OUTBOUND,5.68,9.521,-0.07,1.61,-0.119,-0.126,-0.626,9.521,0.08,0.119,5.945,3.958,0,4.139,10.0,4.081,19.924,-0.354,1.647,0,0,0,OFFBOARD
57,OUTBOUND,5.78,9.723,-0.05,1.613,-0.119,-0.126,-0.626,9.723,0.1,0.119,6.018,3.879,0,4.281,10.0,4.088,20.305,-0.418,1.65,0,0,0,OFFBOARD
58,OUTBOUND,5.89,9.925,-0.038,1.616,-0.119,-0.126,-0.626,9.925,0.112,0.119,6.027,3.813,0,4.479,10.0,4.09,20.688,-0.482,1.653,0,0,0,OFFBOARD
59,OUTBOUND,5.99,10.127,-0.036,1.619,-0.119,-0.126,-0.626,10.127,0.114,0.119,6.027,3.813,0,4.479,10.0,4.09,21.064,-0.548,1.655,0,0,0,OFFBOARD
60,OUTBOUND,6.09,10.331,-0.043,1.623,-0.119,-0.126,-0.626,10.331,0.107,0.119,6.027,3.813,0,4.479,10.0,4.09,21.443,-0.616,1.657,0,0,0,OFFBOARD
61,OUTBOUND,6.19,10.533,-0.058,1.626,-0.119,-0.126,-0.626,10.533,0.092,0.119,6.027,3.813,0,4.479,10.0,4.09,21.812,-0.685,1.658,0,0,0,OFFBOARD
62,OUTBOUND,6.29,10.735,-0.083,1.629,-0.119,-0.126,-0.626,10.735,0.067,0.119,5.919,3.986,0,4.136,6.729,4.126,22.179,-0.755,1.658,0,0,0,OFFBOARD
63,OUTBOUND,6.39,10.939,-0.117,1.632,-0.119,-0.126,-0.626,10.939,0.034,0.119,5.991,3.935,0,4.084,6.529,4.134,22.503,-0.809,1.658,0,0,0,OFFBOARD
64,OUTBOUND,6.49,11.141,-0.158,1.635,-0.119,-0.126,-0.626,11.141,-0.008,0.119,6.016,3.803,0,4.297,6.397,4.139,22.78,-0.852,1.655,0,0,0,OFFBOARD
65,OUTBOUND,6.59,11.343,-0.206,1.638,-0.119,-0.126,-0.626,11.343,-0.056,0.119,6.016,3.803,0,4.297,6.397,4.139,23.066,-0.896,1.648,0,0,0,OFFBOARD
66,OUTBOUND,6.7,11.545,-0.261,1.64,-0.119,-0.126,-0.626,11.545,-0.111,0.119,6.016,3.803,0,4.297,6.397,4.139,23.36,-0.942,1.637,0,0,0,OFFBOARD
67,OUTBOUND,6.8,11.749,-0.322,1.642,-0.119,-0.126,-0.626,11.749,-0.172,0.119,6.016,3.803,0,4.297,6.397,4.139,23.657,-0.985,1.625,0,0,0,OFFBOARD
68,OUTBOUND,6.9,11.951,-0.386,1.643,-0.119,-0.126,-0.626,11.951,-0.236,0.119,6.016,3.803,0,4.297,6.397,4.139,23.964,-1.027,1.611,0,0,0,OFFBOARD
69,OUTBOUND,7.0,12.153,-0.454,1.643,-0.119,-0.126,-0.626,12.153,-0.304,0.119,6.016,3.803,0,4.297,6.397,4.139,24.271,-1.066,1.596,0,0,0,OFFBOARD
70,OUTBOUND,7.1,12.357,-0.524,1.642,-0.119,-0.126,-0.626,12.357,-0.374,0.119,6.016,3.803,0,4.297,6.397,4.139,24.597,-1.098,1.578,0,0,0,OFFBOARD
71,OUTBOUND,7.2,12.557,-0.593,1.639,-0.119,-0.126,-0.626,12.557,-0.443,0.119,6.016,3.803,0,4.297,6.397,4.139,24.957,-1.113,1.561,0,0,0,OFFBOARD
72,OUTBOUND,7.31,12.761,-0.664,1.636,-0.119,-0.126,-0.626,12.761,-0.514,0.119,6.016,3.803,0,4.297,6.397,4.139,25.344,-1.112,1.546,0,0,0,OFFBOARD
73,OUTBOUND,7.41,12.963,-0.733,1.631,-0.119,-0.126,-0.626,12.963,-0.583,0.119,6.016,3.803,0,4.297,6.397,4.139,25.749,-1.102,1.533,0,0,0,OFFBOARD
74,OUTBOUND,7.51,13.167,-0.801,1.624,-0.119,-0.126,-0.626,13.167,-0.651,0.119,6.016,3.803,0,4.297,6.397,4.139,26.166,-1.088,1.524,0,0,0,OFFBOARD
75,OUTBOUND,7.61,13.369,-0.865,1.617,-0.119,-0.126,-0.626,13.369,-0.715,0.119,6.016,3.803,0,4.297,6.397,4.139,26.589,-1.073,1.519,0,0,0,OFFBOARD
76,OUTBOUND,7.71,13.571,-0.925,1.609,-0.119,-0.126,-0.626,13.571,-0.775,0.119,6.016,3.803,0,4.297,6.397,4.139,27.014,-1.065,1.516,0,0,0,OFFBOARD
77,OUTBOUND,7.81,13.773,-0.981,1.601,-0.119,-0.126,-0.626,13.773,-0.831,0.119,6.016,3.803,0,4.297,6.397,4.139,27.441,-1.055,1.517,0,0,0,OFFBOARD
78,OUTBOUND,7.91,13.977,-1.03,1.593,-0.119,-0.126,-0.626,13.977,-0.88,0.119,6.016,3.803,0,4.297,6.397,4.139,27.862,-1.044,1.52,0,0,0,OFFBOARD
79,OUTBOUND,8.02,14.181,-1.073,1.584,-0.119,-0.126,-0.626,14.181,-0.923,0.119,6.016,3.803,0,4.297,6.397,4.139,28.281,-1.036,1.525,0,0,0,OFFBOARD
80,OUTBOUND,8.12,14.383,-1.109,1.577,-0.119,-0.126,-0.626,14.383,-0.959,0.119,6.016,3.803,0,4.297,6.397,4.139,28.697,-1.015,1.532,0,0,0,OFFBOARD
81,OUTBOUND,8.22,14.587,-1.137,1.57,-0.119,-0.126,-0.626,14.587,-0.987,0.119,6.016,3.803,0,4.297,6.397,4.139,29.106,-0.989,1.541,0,0,0,OFFBOARD
82,OUTBOUND,8.32,14.789,-1.158,1.564,-0.119,-0.126,-0.626,14.789,-1.008,0.119,6.016,3.803,0,4.297,6.397,4.139,29.513,-0.953,1.55,0,0,0,OFFBOARD
83,OUTBOUND,8.42,14.991,-1.172,1.56,-0.119,-0.126,-0.626,14.991,-1.022,0.119,6.016,3.803,0,4.297,6.397,4.139,29.913,-0.908,1.561,0,0,0,OFFBOARD
84,OUTBOUND,8.52,15.193,-1.18,1.556,-0.119,-0.126,-0.626,15.193,-1.03,0.119,6.016,3.803,0,4.297,6.397,4.139,30.295,-0.857,1.572,0,0,0,OFFBOARD
85,OUTBOUND,8.62,15.395,-1.181,1.554,-0.119,-0.126,-0.626,15.395,-1.031,0.119,6.016,3.803,0,4.297,6.397,4.139,30.674,-0.799,1.584,0,0,0,OFFBOARD
86,OUTBOUND,8.72,15.599,-1.176,1.553,-0.119,-0.126,-0.626,15.599,-1.026,0.119,6.016,3.803,0,4.297,6.397,4.139,31.029,-0.737,1.596,0,0,0,OFFBOARD
87,OUTBOUND,8.83,15.801,-1.166,1.554,-0.119,-0.126,-0.626,15.801,-1.016,0.119,6.016,3.803,0,4.297,6.397,4.139,31.371,-0.672,1.607,0,0,0,OFFBOARD
88,OUTBOUND,8.93,16.005,-1.149,1.555,-0.119,-0.126,-0.626,16.005,-0.999,0.119,6.016,3.803,0,4.297,6.397,4.139,31.711,-0.604,1.619,0,0,0,OFFBOARD
89,OUTBOUND,9.03,16.207,-1.126,1.558,-0.119,-0.126,-0.626,16.207,-0.976,0.119,6.016,3.803,0,4.297,6.397,4.139,32.04,-0.535,1.63,0,0,0,OFFBOARD
90,OUTBOUND,9.13,16.411,-1.097,1.562,-0.119,-0.126,-0.626,16.411,-0.946,0.119,6.016,3.803,0,4.297,6.397,4.139,32.379,-0.47,1.641,0,0,0,OFFBOARD
91,OUTBOUND,9.23,16.613,-1.061,1.567,-0.119,-0.126,-0.626,16.613,-0.911,0.119,6.016,3.803,0,4.297,6.397,4.139,32.702,-0.406,1.651,0,0,0,OFFBOARD
92,OUTBOUND,9.33,16.815,-1.019,1.573,-0.119,-0.126,-0.626,16.815,-0.868,0.119,6.016,3.803,0,4.297,6.397,4.139,33.032,-0.343,1.66,0,0,0,OFFBOARD
93,OUTBOUND,9.43,17.017,-0.97,1.58,-0.119,-0.126,-0.626,17.017,-0.82,0.119,6.016,3.803,0,4.297,6.397,4.139,33.35,-0.281,1.668,0,0,0,OFFBOARD
94,OUTBOUND,9.54,17.221,-0.916,1.587,-0.119,-0.126,-0.626,17.221,-0.766,0.119,6.016,3.803,0,4.297,6.397,4.139,33.665,-0.229,1.675,0,0,0,OFFBOARD
95,OUTBOUND,9.64,17.423,-0.857,1.594,-0.119,-0.126,-0.626,17.423,-0.707,0.119,6.016,3.803,0,4.297,6.397,4.139,33.961,-0.177,1.681,0,0,0,OFFBOARD
96,OUTBOUND,9.74,17.627,-0.793,1.602,-0.119,-0.126,-0.626,17.627,-0.643,0.119,6.016,3.803,0,4.297,6.397,4.139,34.228,-0.136,1.685,0,0,0,OFFBOARD
97,OUTBOUND,9.84,17.829,-0.726,1.61,-0.119,-0.126,-0.626,17.829,-0.576,0.119,6.016,3.803,0,4.297,6.397,4.139,34.484,-0.105,1.689,0,0,0,OFFBOARD
98,OUTBOUND,9.94,18.031,-0.657,1.618,-0.119,-0.126,-0.626,18.031,-0.507,0.119,6.016,3.803,0,4.297,6.397,4.139,34.764,-0.07,1.69,0,0,0,OFFBOARD
99,OUTBOUND,10.04,18.235,-0.586,1.626,-0.119,-0.126,-0.626,18.235,-0.436,0.119,6.016,3.803,0,4.297,6.397,4.139,35.001,-0.038,1.69,0,0,0,OFFBOARD
100,OUTBOUND,10.14,18.439,-0.514,1.633,-0.119,-0.126,-0.626,18.439,-0.364,0.119,6.016,3.803,0,4.297,6.397,4.139,35.191,-0.019,1.687,0,0,0,OFFBOARD
101,OUTBOUND,10.25,18.641,-0.444,1.64,-0.119,-0.126,-0.626,18.641,-0.294,0.119,6.016,3.803,0,4.297,6.397,4.139,35.333,-0.01,1.679,0,0,0,OFFBOARD
102,OUTBOUND,10.35,18.845,-0.374,1.646,-0.119,-0.126,-0.626,18.845,-0.224,0.119,6.016,3.803,0,4.297,6.397,4.139,35.448,-0.016,1.664,0,0,0,OFFBOARD
103,OUTBOUND,10.45,19.047,-0.308,1.651,-0.119,-0.126,-0.626,19.047,-0.158,0.119,6.016,3.803,0,4.297,6.397,4.139,35.548,-0.036,1.64,0,0,0,OFFBOARD
104,OUTBOUND,10.55,19.249,-0.244,1.655,-0.119,-0.126,-0.626,19.249,-0.094,0.119,6.016,3.803,0,4.297,6.397,4.139,35.648,-0.067,1.611,0,0,0,OFFBOARD
105,OUTBOUND,10.65,19.451,-0.185,1.656,-0.119,-0.126,-0.626,19.451,-0.035,0.119,6.016,3.803,0,4.297,6.397,4.139,35.748,-0.105,1.577,0,0,0,OFFBOARD
106,OUTBOUND,10.75,19.653,-0.131,1.656,-0.119,-0.126,-0.626,19.653,0.019,0.119,6.016,3.803,0,4.297,6.397,4.139,35.848,-0.143,1.54,0,0,0,OFFBOARD
107,OUTBOUND,10.85,19.855,-0.083,1.653,-0.119,-0.126,-0.626,19.855,0.067,0.119,6.016,3.803,0,4.297,6.397,4.139,35.948,-0.182,1.503,0,0,0,OFFBOARD
108,OUTBOUND,10.95,20.057,-0.042,1.647,-0.119,-0.126,-0.626,20.057,0.108,0.119,6.016,3.803,0,4.297,6.397,4.139,36.048,-0.212,1.464,0,0,0,OFFBOARD
109,OUTBOUND,11.06,20.261,-0.009,1.637,-0.119,-0.126,-0.626,20.261,0.141,0.119,6.016,3.803,0,4.297,6.397,4.139,36.148,-0.232,1.427,0,0,0,OFFBOARD
110,OUTBOUND,11.16,20.463,0.015,1.625,-0.119,-0.126,-0.626,20.463,0.165,0.119,6.016,3.803,0,4.297,6.397,4.139,36.248,-0.235,1.39,0,0,0,OFFBOARD
111,OUTBOUND,11.26,20.665,0.031,1.611,-0.119,-0.126,-0.626,20.665,0.181,0.119,6.016,3.803,0,4.297,6.397,4.139,36.348,-0.214,1.356,0,0,0,OFFBOARD
112,OUTBOUND,11.36,20.869,0.037,1.593,-0.119,-0.126,-0.626,20.869,0.187,0.119,6.016,3.803,0,4.297,6.397,4.139,36.448,-0.177,1.327,0,0,0,OFFBOARD
113,OUTBOUND,11.46,21.071,0.036,1.573,-0.119,-0.126,-0.626,21.071,0.186,0.119,6.016,3.803,0,4.297,6.397,4.139,36.548,-0.129,1.304,0,0,0,OFFBOARD
114,OUTBOUND,11.56,21.273,0.028,1.552,-0.119,-0.126,-0.626,21.273,0.178,0.119,6.016,3.803,0,4.297,6.397,4.139,36.648,-0.074,1.291,0,0,0,OFFBOARD
115,OUTBOUND,11.66,21.475,0.014,1.529,-0.119,-0.126,-0.626,21.475,0.165,0.119,6.016,3.803,0,4.297,6.397,4.139,36.748,-0.018,1.287,0,0,0,OFFBOARD
116,OUTBOUND,11.76,21.679,-0.001,1.506,-0.119,-0.126,-0.626,21.679,0.149,0.119,6.016,3.803,0,4.297,6.397,4.139,36.875,0.026,1.292,0,0,0,OFFBOARD
117,OUTBOUND,11.87,21.881,-0.018,1.483,-0.119,-0.126,-0.626,21.881,0.132,0.119,6.016,3.803,0,4.297,6.397,4.139,37.056,0.063,1.304,0,0,0,OFFBOARD
118,OUTBOUND,11.97,22.083,-0.032,1.461,-0.119,-0.126,-0.626,22.083,0.118,0.119,6.016,3.803,0,4.297,6.397,4.139,37.296,0.095,1.323,0,0,0,OFFBOARD
119,OUTBOUND,12.07,22.287,-0.043,1.442,-0.119,-0.126,-0.626,22.287,0.107,0.119,6.016,3.803,0,4.297,6.397,4.139,37.589,0.117,1.346,0,0,0,OFFBOARD
120,OUTBOUND,12.17,22.491,-0.049,1.424,-0.119,-0.126,-0.626,22.491,0.101,0.119,6.016,3.803,0,4.297,6.397,4.139,37.929,0.136,1.374,0,0,0,OFFBOARD
121,OUTBOUND,12.27,22.693,-0.049,1.41,-0.119,-0.126,-0.626,22.693,0.101,0.119,6.016,3.803,0,4.297,6.397,4.139,38.297,0.156,1.405,0,0,0,OFFBOARD
122,OUTBOUND,12.37,22.897,-0.045,1.4,-0.119,-0.126,-0.626,22.897,0.106,0.119,6.016,3.803,0,4.297,6.397,4.139,38.69,0.183,1.438,0,0,0,OFFBOARD
123,OUTBOUND,12.48,23.099,-0.035,1.393,-0.119,-0.126,-0.626,23.099,0.115,0.119,6.016,3.803,0,4.297,6.397,4.139,39.102,0.216,1.473,0,0,0,OFFBOARD
124,OUTBOUND,12.58,23.303,-0.022,1.39,-0.119,-0.126,-0.626,23.303,0.128,0.119,6.016,3.803,0,4.297,6.397,4.139,39.527,0.255,1.508,0,0,0,OFFBOARD
125,OUTBOUND,12.68,23.505,-0.005,1.39,-0.119,-0.126,-0.626,23.505,0.145,0.119,6.016,3.803,0,4.297,6.397,4.139,39.959,0.3,1.544,0,0,0,OFFBOARD
126,OUTBOUND,12.78,23.709,0.014,1.395,-0.119,-0.126,-0.626,23.709,0.164,0.119,6.016,3.803,0,4.297,6.397,4.139,40.397,0.349,1.579,0,0,0,OFFBOARD
127,OUTBOUND,12.88,23.913,0.035,1.403,-0.119,-0.126,-0.626,23.913,0.185,0.119,6.016,3.803,0,4.297,6.397,4.139,40.839,0.401,1.613,0,0,0,OFFBOARD
128,OUTBOUND,12.98,24.117,0.058,1.414,-0.119,-0.126,-0.626,24.117,0.208,0.119,6.016,3.803,0,4.297,6.397,4.139,41.283,0.454,1.646,0,0,0,OFFBOARD
129,OUTBOUND,13.08,24.319,0.083,1.429,-0.119,-0.126,-0.626,24.319,0.233,0.119,6.016,3.803,0,4.297,6.397,4.139,41.728,0.51,1.676,0,0,0,OFFBOARD
130,OUTBOUND,13.19,24.521,0.111,1.446,-0.119,-0.126,-0.626,24.521,0.261,0.119,6.016,3.803,0,4.297,6.397,4.139,42.175,0.567,1.704,0,0,0,OFFBOARD
131,OUTBOUND,13.29,24.723,0.141,1.465,-0.119,-0.126,-0.626,24.723,0.292,0.119,6.016,3.803,0,4.297,6.397,4.139,42.622,0.625,1.729,0,0,0,OFFBOARD
